date,patch,blue_team,red_team,winner,blue_bans,red_bans,blue_picks,red_picks,blue_roster,red_roster,length,blue_gold,blue_kills,blue_towers,blue_dragons,blue_barons,blue_rift_heralds,red_gold,red_kills,red_towers,red_dragons,red_barons,red_rift_heralds
2021-09-02 12:42:00,11.15,FunPlus Phoenix,EDward Gaming,EDward Gaming,"Lucian,Jayce,Renekton,Ryze,LeBlanc","Irelia,Viego,Varus,Twisted Fate,Kennen","Gangplank,Lee Sin,Galio,Ziggs,Leona","Gnar,Olaf,Sylas,Aphelios,Thresh","Nuguri,Tian,Doinb,Lwx,Crisp","Flandre,Jiejie,Scout,Viper (Park Do-hyeon),Meiko",45:40,76894,18,7,3,0,,81665,17,10,4,3,
2021-09-02 11:36:00,11.15,FunPlus Phoenix,EDward Gaming,FunPlus Phoenix,"Lucian,Jayce,Renekton,Thresh,Trundle","Irelia,Twisted Fate,Viego,Sett,Leona","Kennen,Lee Sin,Galio,Varus,Rakan","Gnar,Xin Zhao,Ryze,Aphelios,Alistar","Nuguri,Tian,Doinb,Lwx,Crisp","Flandre,Jiejie,Scout,Viper (Park Do-hyeon),Meiko",38:03,70256,21,7,3,1,,64718,20,4,2,0,
2021-09-02 11:26:00,11.16,Hanwha Life Esports,T1,T1,"Ryze,Jayce,Irelia,Kalista,Ashe","Lee Sin,Camille,LeBlanc,Sylas,Rakan","Renekton,Viego,Orianna,Varus,Alistar","Kennen,Xin Zhao,Azir,Aphelios,Leona","Morgan,Willer,Chovy,Deft,Vsta","Canna,Oner,Faker,Gumayusi,Keria",29:33,49793,13,2,1,0,0,57361,16,8,2,1,2
2021-09-02 10:36:00,11.15,FunPlus Phoenix,EDward Gaming,EDward Gaming,"Jayce,Ziggs,Varus,LeBlanc,Renekton","Galio,Irelia,Viego,Twisted Fate,Sylas","Gnar,Xin Zhao,Orianna,Aphelios,Braum","Lucian,Lee Sin,Ryze,Jinx,Thresh","Nuguri,Tian,Doinb,Lwx,Crisp","Flandre,Jiejie,Scout,Viper (Park Do-hyeon),Meiko",31:45,52164,8,4,0,0,,61136,17,10,3,1,
2021-09-02 10:30:00,11.16,T1,Hanwha Life Esports,Hanwha Life Esports,"Camille,LeBlanc,Sylas,Ashe,Aphelios","Ryze,Jayce,Lee Sin,Kalista,Braum","Kennen,Xin Zhao,Azir,Ezreal,Leona","Irelia,Viego,Orianna,Varus,Rakan","Canna,Oner,Faker,Gumayusi,Keria","Morgan,Willer,Chovy,Deft,Vsta",36:39,60547,11,3,2,0,2,68713,20,7,4,1,0
2021-09-02 09:35:00,11.16,T1,Hanwha Life Esports,Hanwha Life Esports,"Renekton,Camille,LeBlanc,Ashe,Thresh","Ryze,Jayce,Lee Sin,Braum,Varus","Kennen,Xin Zhao,Azir,Ezreal,Leona","Irelia,Viego,Sylas,Aphelios,Rakan","Canna,Oner,Faker,Gumayusi,Keria","Morgan,Willer,Chovy,Deft,Vsta",33:10,54970,9,3,1,0,2,67429,19,10,4,1,0
2021-09-02 09:32:00,11.15,EDward Gaming,FunPlus Phoenix,EDward Gaming,"Viego,Aphelios,Irelia,Xin Zhao,Volibear","Ziggs,Diana,Trundle,Ashe,Kalista","Lucian,Lee Sin,Twisted Fate,Ezreal,Leona","Jayce,Olaf,Sylas,Varus,Braum","Flandre,Jiejie,Scout,Viper (Park Do-hyeon),Meiko","Nuguri,Tian,Doinb,Lwx,Crisp",30:12,61617,21,10,2,1,,49813,11,3,2,0,
2021-09-02 08:41:00,11.16,T1,Hanwha Life Esports,T1,"LeBlanc,Camille,Renekton,Varus,Leona","Ryze,Jayce,Lee Sin,Kalista,Ashe","Kennen,Xin Zhao,Azir,Jinx,Braum","Gnar,Viego,Orianna,Aphelios,Zilean","Canna,Oner,Faker,Gumayusi,Keria","Morgan,Willer,Chovy,Deft,Vsta",33:54,64307,12,9,2,1,1,52944,4,3,2,0,1
2021-09-02 07:52:00,11.16,T1,Hanwha Life Esports,T1,"Renekton,Camille,LeBlanc,Leona,Braum","Ryze,Jayce,Viego,Kalista,Ashe","Kennen,Lee Sin,Kassadin,Aphelios,Thresh","Gnar,Xin Zhao,Azir,Varus,Karma","Canna,Oner,Faker,Gumayusi,Keria","Morgan,Willer,Chovy,Deft,Vsta",36:48,69243,20,11,4,1,2,56229,4,1,2,0,0
2021-09-01 09:37:00,11.16,Nongshim RedForce,Hanwha Life Esports,Hanwha Life Esports,"LeBlanc,Twisted Fate,Varus,Braum,Zoe","Ryze,Jayce,Aphelios,Renekton,Gnar","Jax,Nidalee,Azir,Ezreal,Leona","Camille,Lee Sin,Galio,Ashe,Lulu","Rich (Lee Jae-won),Peanut,Gori,deokdam,Kellin","Morgan,Willer,Chovy,Deft,Vsta",31:36,48696,5,1,1,0,1,64218,23,10,4,1,1
2021-09-01 09:01:00,11.16,Nongshim RedForce,Hanwha Life Esports,Hanwha Life Esports,"LeBlanc,Camille,Twisted Fate,Nidalee,Trundle","Ryze,Jayce,Lee Sin,Aphelios,Ezreal","Kennen,Xin Zhao,Irelia,Ziggs,Leona","Renekton,Viego,Azir,Varus,Rakan","Rich (Lee Jae-won),Peanut,Gori,deokdam,Kellin","Morgan,Willer,Chovy,Deft,Vsta",34:56,56405,8,8,2,0,0,67384,23,8,3,2,2
2021-09-01 05:46:00,11.16,Nongshim RedForce,Hanwha Life Esports,Hanwha Life Esports,"LeBlanc,Twisted Fate,Lee Sin,Braum,Alistar","Ryze,Jayce,Irelia,Diana,Sylas","Kennen,Trundle,Syndra,Aphelios,Thresh","Camille,Viego,Azir,Varus,Leona","Rich (Lee Jae-won),Peanut,Gori,deokdam,Kellin","Morgan,Willer,Chovy,Deft,Vsta",30:36,49789,4,4,1,0,2,56913,12,7,4,1,0
2021-08-31 10:35:00,11.16,Liiv SANDBOX,Hanwha Life Esports,Hanwha Life Esports,"Irelia,LeBlanc,Renekton,Ziggs,Aphelios","Ryze,Gnar,Rammus,Kalista,Varus","Kennen,Lee Sin,Azir,Samira,Alistar","Camille,Viego,Twisted Fate,Ezreal,Rakan","Summit,Croco,FATE (Yoo Su-hyeok),Prince (Lee Chae-hwan),Effort","Morgan,Willer,Chovy,Deft,Vsta",28:01,43223,4,1,1,0,1,56980,18,11,3,1,1
2021-08-31 09:31:00,11.16,Liiv SANDBOX,Hanwha Life Esports,Hanwha Life Esports,"Irelia,LeBlanc,Renekton,Ziggs,Ashe","Ryze,Gnar,Lee Sin,Kalista,Varus","Jayce,Nidalee,Azir,Ezreal,Leona","Camille,Viego,Twisted Fate,Aphelios,Braum","Summit,Croco,FATE (Yoo Su-hyeok),Prince (Lee Chae-hwan),Effort","Morgan,Willer,Chovy,Deft,Vsta",35:38,60349,8,4,3,1,2,72908,25,11,2,1,0
2021-08-31 08:43:00,11.16,Hanwha Life Esports,Liiv SANDBOX,Hanwha Life Esports,"Gnar,Ryze,Jayce,Kalista,Leona","Irelia,Renekton,Lee Sin,Ziggs,Ashe","Camille,Olaf,LeBlanc,Varus,Braum","Kennen,Viego,Azir,Aphelios,Thresh","Morgan,Willer,Chovy,Deft,Vsta","Summit,Croco,FATE (Yoo Su-hyeok),Prince (Lee Chae-hwan),Effort",27:47,54440,17,9,4,1,0,43229,4,4,0,0,1
2021-08-31 07:00:00,11.16,Hanwha Life Esports,Liiv SANDBOX,Liiv SANDBOX,"Gnar,Ryze,Jayce,Kalista,None","Irelia,Renekton,Lee Sin,Ziggs,Ashe","Camille,Xin Zhao,LeBlanc,Varus,Braum","Kennen,Viego,Azir,Ezreal,Leona","Morgan,Willer,Chovy,Deft,Vsta","Summit,Croco,FATE (Yoo Su-hyeok),Prince (Lee Chae-hwan),Effort",37:32,59467,7,1,1,0,1,69699,12,10,3,2,1
2021-08-29 21:42:00,11.15,Team Liquid,100 Thieves,100 Thieves,"Diana,Viego,Olaf,Renekton,Braum","Thresh,Jayce,Syndra,Camille,Bard","Gnar,Trundle,LeBlanc,Varus,Leona","Gangplank,Lee Sin,Ryze,Aphelios,Alistar","Alphari,Santorin,Jensen,Tactical,CoreJJ","Ssumday,Closer (Can Çelik),Abbedagge,FBI,huhi",26:59,40405,3,1,0,0,0,51883,16,8,4,1,2
2021-08-29 20:45:00,11.15,100 Thieves,Team Liquid,100 Thieves,"Thresh,Xin Zhao,Trundle,LeBlanc,Syndra","Diana,Aphelios,Varus,Ryze,Leona","Renekton,Viego,Orianna,Jhin,Alistar","Jayce,Lee Sin,Twisted Fate,Kalista,Braum","Ssumday,Closer (Can Çelik),Abbedagge,FBI,huhi","Alphari,Santorin,Jensen,Tactical,CoreJJ",30:41,53526,16,8,1,0,1,49414,6,2,2,0,1
2021-08-29 19:15:00,11.15,100 Thieves,Team Liquid,100 Thieves,"Thresh,Xin Zhao,Trundle,Kalista,Ziggs","Diana,Aphelios,Renekton,Braum,Gangplank","Shen,Viego,LeBlanc,Varus,Alistar","Camille,Lee Sin,Syndra,Ezreal,Leona","Ssumday,Closer (Can Çelik),Abbedagge,FBI,huhi","Alphari,Santorin,Jensen,Tactical,CoreJJ",26:33,51219,15,8,4,1,2,39771,3,1,0,0,0
2021-08-29 17:54:00,11.15,Fnatic,MAD Lions,MAD Lions,"Jayce,Gangplank,Lee Sin,Varus,Kalista","Aphelios,Ryze,Twisted Fate,Olaf,Darius","Mordekaiser,Gragas,Irelia,Xayah,Rakan","Renekton,Viego,LeBlanc,Ezreal,Leona","Adam (Adam Maanane),Bwipo,Nisqy,Upset,Hylissang","Armut,Elyoya,Humanoid,Carzzy,Kaiser",30:57,46705,8,1,2,0,0,65680,26,10,2,2,1
2021-08-29 16:54:00,11.15,MAD Lions,Fnatic,MAD Lions,"Aphelios,Rakan,Twisted Fate,Xin Zhao,Trundle","Jayce,LeBlanc,Ryze,Ezreal,Varus","Gangplank,Lee Sin,Orianna,Ziggs,Braum","Cho'Gath,Jarvan IV,Sylas,Ashe,Thresh","Armut,Elyoya,Humanoid,Carzzy,Kaiser","Adam (Adam Maanane),Bwipo,Nisqy,Upset,Hylissang",33:02,68875,24,9,3,2,2,50879,10,2,2,0,0
2021-08-29 15:57:00,11.15,Fnatic,MAD Lions,Fnatic,"Jayce,Varus,Lee Sin,Kalista,Ashe","Aphelios,Thresh,Ryze,Xayah,Tristana","Sett,Trundle,Twisted Fate,Vayne,Rakan","Gangplank,Viego,Sylas,Ezreal,Karma","Adam (Adam Maanane),Bwipo,Nisqy,Upset,Hylissang","Armut,Elyoya,Humanoid,Carzzy,Kaiser",32:06,67838,30,9,3,1,2,57633,13,4,2,1,0
2021-08-29 14:15:00,11.15,MAD Lions,Fnatic,MAD Lions,"Twisted Fate,Aphelios,Renekton,Camille,Trundle","Jayce,Lee Sin,Varus,Rakan,Gangplank","Gnar,Viego,Ryze,Ezreal,Braum","Wukong,Xin Zhao,Cassiopeia,Ashe,Thresh","Armut,Elyoya,Humanoid,Carzzy,Kaiser","Adam (Adam Maanane),Bwipo,Nisqy,Upset,Hylissang",35:22,69489,27,9,4,1,0,60783,16,2,2,1,2
2021-08-29 11:19:00,11.15,EDward Gaming,Team WE,EDward Gaming,"Ziggs,Trundle,Ryze,Kalista,Rakan","Renekton,LeBlanc,Irelia,Thresh,Varus","Jayce,Lee Sin,Sylas,Aphelios,Alistar","Camille,Olaf,Twisted Fate,Ezreal,Braum","Flandre,Jiejie,Scout,Viper (Park Do-hyeon),Meiko","Breathe,beishang,Shanks,Elk,Missing",42:44,78492,20,9,4,1,,73445,11,7,2,2,
2021-08-29 10:25:00,11.15,EDward Gaming,Team WE,EDward Gaming,"Ziggs,Trundle,Ryze,Camille,Malphite","Renekton,Irelia,LeBlanc,Varus,Aphelios","Jayce,Lee Sin,Syndra,Ezreal,Alistar","Wukong,Olaf,Azir,Ashe,Braum","Flandre,Jiejie,Scout,Viper (Park Do-hyeon),Meiko","Breathe,beishang,Shanks,Elk,Missing",34:38,60528,12,7,2,0,,60924,8,6,3,1,
2021-08-29 09:25:00,11.15,EDward Gaming,Team WE,EDward Gaming,"Ziggs,Trundle,Ryze,Lissandra,Twisted Fate","Renekton,Lee Sin,Irelia,Leona,Sett","Jayce,Olaf,LeBlanc,Varus,Braum","Lucian,Viego,Syndra,Aphelios,Thresh","Flandre,Jiejie,Scout,Viper (Park Do-hyeon),Meiko","Breathe,beishang,Shanks,Elk,Missing",36:39,67249,13,10,2,1,,59185,7,4,3,0,
2021-08-28 23:52:00,11.15,Cloud9,100 Thieves,100 Thieves,"Aphelios,Diana,Renekton,Gnar,Jayce","Thresh,LeBlanc,Syndra,Kalista,Braum","Gangplank,Lee Sin,Orianna,Ashe,Nautilus","Camille,Viego,Ryze,Varus,Leona","Fudge,Blaber,Perkz,Zven,Vulcan (Philippe Laflamme)","Ssumday,Closer (Can Çelik),Abbedagge,FBI,huhi",34:02,55730,7,2,3,0,0,64331,15,9,2,1,2
2021-08-28 22:59:00,11.15,100 Thieves,Cloud9,Cloud9,"Thresh,LeBlanc,Syndra,Varus,Braum","Viego,Diana,Aphelios,Kalista,Kai'Sa","Renekton,Xin Zhao,Ryze,Ashe,Trundle","Gnar,Lee Sin,Orianna,Tristana,Leona","Ssumday,Closer (Can Çelik),Abbedagge,FBI,huhi","Fudge,Blaber,Perkz,Zven,Vulcan (Philippe Laflamme)",27:59,47946,14,3,0,0,1,55966,16,7,4,1,1
2021-08-28 21:47:00,11.15,Cloud9,100 Thieves,100 Thieves,"Leona,Diana,Kalista,Ryze,Sylas","Thresh,LeBlanc,Syndra,Camille,Jayce","Viego,Trundle,Twisted Fate,Varus,Bard","Renekton,Lee Sin,Orianna,Aphelios,Braum","Fudge,Blaber,Perkz,Zven,Vulcan (Philippe Laflamme)","Ssumday,Closer (Can Çelik),Abbedagge,FBI,huhi",49:31,87316,15,8,4,1,1,86908,11,8,3,1,1
2021-08-28 19:41:00,11.15,100 Thieves,Cloud9,100 Thieves,"Thresh,LeBlanc,Syndra,Jayce,Irelia","Viego,Diana,Renekton,Leona,Gnar","Ornn,Lee Sin,Orianna,Aphelios,Braum","Gangplank,Xin Zhao,Ryze,Varus,Rakan","Ssumday,Closer (Can Çelik),Abbedagge,FBI,huhi","Fudge,Blaber,Perkz,Zven,Vulcan (Philippe Laflamme)",32:32,61775,12,11,2,2,2,58002,10,3,2,0,0
2021-08-28 16:44:00,11.15,Rogue (European Team),Fnatic,Fnatic,"Rakan,Twisted Fate,Ryze,Zilean,Syndra","Varus,Jayce,Lucian,Kennen,Gnar","Gangplank,Viego,Orianna,Jinx,Thresh","Renekton,Trundle,Sylas,Aphelios,Braum","Odoamne,Inspired,Larssen,Hans sama,Trymbi","Adam (Adam Maanane),Bwipo,Nisqy,Upset,Hylissang",25:47,42635,8,2,0,0,1,52490,22,8,4,1,1
2021-08-28 15:50:00,11.15,Rogue (European Team),Fnatic,Fnatic,"Thresh,Aphelios,Twisted Fate,Ezreal,Tristana","Kennen,Varus,Xin Zhao,Draven,Xayah","Jayce,Trundle,Ryze,Ashe,Lulu","Camille,Viego,Cassiopeia,Kai'Sa,Rakan","Odoamne,Inspired,Larssen,Hans sama,Trymbi","Adam (Adam Maanane),Bwipo,Nisqy,Upset,Hylissang",30:12,52233,16,4,1,0,2,60645,25,9,3,1,0
2021-08-28 14:33:00,11.15,Fnatic,Rogue (European Team),Fnatic,"Varus,Kennen,Xin Zhao,Twisted Fate,Orianna","Thresh,Renekton,Pyke,Lee Sin,Jarvan IV","Camille,Viego,Ryze,Ezreal,Rakan","Jayce,Trundle,Azir,Aphelios,Morgana","Adam (Adam Maanane),Bwipo,Nisqy,Upset,Hylissang","Odoamne,Inspired,Larssen,Hans sama,Trymbi",32:08,66137,16,11,4,2,2,50695,4,2,1,0,0
2021-08-28 11:09:00,11.16,T1,DWG KIA,DWG KIA,"Camille,Ziggs,Diana,Twisted Fate,Leona","Lee Sin,Aphelios,Irelia,Ezreal,Kalista","Gragas,Viego,Ryze,Varus,Braum","Jayce,Trundle,LeBlanc,Ashe,Seraphine","Canna,Oner,Faker,Gumayusi,Keria","Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL",37:16,59672,9,4,4,0,2,63764,14,7,2,1,0
2021-08-28 10:19:00,11.16,T1,DWG KIA,T1,"Camille,Ziggs,Ryze,Ashe,Tahm Kench","Lee Sin,Aphelios,Jayce,Ezreal,Thresh","Kennen,Viego,Azir,Jinx,Braum","Renekton,Diana,Kassadin,Kalista,Rell","Canna,Oner,Faker,Gumayusi,Keria","Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL",21:07,42214,17,9,1,0,2,37079,10,1,1,1,0
2021-08-28 09:45:00,11.16,DWG KIA,T1,DWG KIA,"Aphelios,Renekton,Azir,Ezreal,Kalista","Lee Sin,Jayce,Ryze,Xin Zhao,Twisted Fate","Camille,Olaf,Kassadin,Ziggs,Leona","Gwen,Viego,LeBlanc,Vayne,Trundle","Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL","Canna,Oner,Faker,Teddy,Keria",34:36,65846,23,10,3,2,0,56512,11,5,1,0,2
2021-08-28 08:31:00,11.16,DWG KIA,T1,DWG KIA,"Irelia,Aphelios,Renekton,Kalista,Gragas","Lee Sin,Jayce,Ziggs,Xin Zhao,Tahm Kench","Camille,Trundle,Ryze,Ashe,Braum","Gwen,Viego,Azir,Ezreal,Leona","Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL","Canna,Oner,Faker,Teddy,Keria",39:40,75610,24,10,2,1,0,68275,12,4,3,2,2
2021-08-27 11:10:00,11.15,FunPlus Phoenix,Team WE,FunPlus Phoenix,"Trundle,Ziggs,Olaf,Blitzcrank,Leona","Renekton,Lee Sin,Irelia,Twisted Fate,Galio","Jayce,Viego,Orianna,Aphelios,Thresh","Wukong,Xin Zhao,Ryze,Varus,Rell","Nuguri,Tian,Doinb,Lwx,Crisp","Breathe,beishang,Shanks,Elk,Missing",34:20,70243,24,10,4,2,,60604,15,5,1,0,
2021-08-27 10:19:00,11.15,FunPlus Phoenix,Team WE,FunPlus Phoenix,"Trundle,Ziggs,Olaf,Rell,Rakan","Renekton,Twisted Fate,Lee Sin,Aphelios,Alistar","Kennen,Viego,Irelia,Varus,Leona","Gangplank,Diana,Yasuo,Ashe,Braum","Nuguri,Tian,Doinb,Lwx,Crisp","Breathe,beishang,Shanks,Elk,Missing",29:49,62200,25,9,3,1,,50616,9,1,2,0,
2021-08-27 09:22:00,11.15,Team WE,FunPlus Phoenix,FunPlus Phoenix,"Renekton,Lee Sin,Irelia,Gangplank,Jayce","Trundle,Ziggs,Ashe,Leona,None","Kennen,Xin Zhao,LeBlanc,Varus,Blitzcrank","Gnar,Viego,Twisted Fate,Aphelios,Thresh","Breathe,beishang,Shanks,Elk,Missing","Nuguri,Tian,Doinb,Lwx,Crisp",37:09,62464,9,3,2,0,,71399,14,10,3,1,
2021-08-26 12:03:00,11.15,EDward Gaming,LNG Esports,EDward Gaming,"Camille,Ziggs,Trundle,Ryze,Rakan","Thresh,Lee Sin,Xin Zhao,Kennen,Gnar","Jayce,Olaf,LeBlanc,Ashe,Alistar","Viego,Zac,Syndra,Varus,Braum","Flandre,Jiejie,Scout,Viper (Park Do-hyeon),Meiko","Ale,Tarzan (Lee Seung-yong),icon,Light (Wang Guang-Yu),Iwandy",32:40,60746,16,10,4,1,,48414,3,1,0,0,
2021-08-26 11:16:00,11.15,LNG Esports,EDward Gaming,LNG Esports,"Thresh,Olaf,Xin Zhao,Ezreal,Ashe","Ziggs,Trundle,Lee Sin,LeBlanc,Sylas","Viego,Zac,Kennen,Varus,Alistar","Renekton,Diana,Irelia,Kalista,Rakan","Ale,Tarzan (Lee Seung-yong),icon,Light (Wang Guang-Yu),Iwandy","Flandre,Jiejie,Scout,Viper (Park Do-hyeon),Meiko",26:00,50833,12,9,1,1,,39678,2,2,2,0,
2021-08-26 10:23:00,11.15,LNG Esports,EDward Gaming,EDward Gaming,"Thresh,Olaf,Xin Zhao,Ezreal,Aphelios","Ziggs,Camille,Trundle,Jayce,Braum","Gwen,Lee Sin,LeBlanc,Varus,Leona","Renekton,Viego,Lissandra,Ashe,Rell","Ale,Tarzan (Lee Seung-yong),icon,Light (Wang Guang-Yu),Iwandy","Flandre,Jiejie,Scout,Viper (Park Do-hyeon),Meiko",29:36,50126,7,4,2,0,,56778,13,7,2,1,
2021-08-26 09:24:00,11.15,LNG Esports,EDward Gaming,EDward Gaming,"Aphelios,Lee Sin,Xin Zhao,Rakan,Braum","Ziggs,Camille,Renekton,Ashe,Kalista","Jayce,Olaf,Lissandra,Ezreal,Trundle","Irelia,Viego,LeBlanc,Varus,Thresh","Ale,Tarzan (Lee Seung-yong),icon,Light (Wang Guang-Yu),Iwandy","Flandre,Jiejie,Scout,Viper (Park Do-hyeon),Meiko",38:41,60791,5,3,1,0,,71757,17,10,4,1,
2021-08-22 23:51:00,11.15,TSM,Cloud9,Cloud9,"Thresh,LeBlanc,Twisted Fate,Nautilus,Gangplank","Orianna,Syndra,Viego,Renekton,Camille","Nocturne,Lee Sin,Ryze,Kalista,Rell","Gwen,Diana,Irelia,Varus,Braum","Huni,Spica,PowerOfEvil,Lost,SwordArt","Fudge,Blaber,Perkz,Zven,Vulcan (Philippe Laflamme)",30:27,45124,5,2,1,0,1,61461,21,10,3,2,1
2021-08-22 22:48:00,11.15,Cloud9,TSM,Cloud9,"Ziggs,Leona,Orianna,Varus,Ezreal","Thresh,Viego,LeBlanc,Kalista,Tristana","Gangplank,Xin Zhao,Syndra,Jhin,Nautilus","Jayce,Lee Sin,Azir,Ashe,Braum","Fudge,Blaber,Perkz,Zven,Vulcan (Philippe Laflamme)","Huni,Spica,PowerOfEvil,Lost,SwordArt",41:41,77873,18,9,3,1,2,70742,9,6,2,1,0
2021-08-22 21:55:00,11.15,TSM,Cloud9,TSM,"Thresh,LeBlanc,Twisted Fate,Jayce,Gangplank","Viego,Renekton,Xin Zhao,Kalista,Galio","Camille,Lee Sin,Azir,Ezreal,Braum","Gnar,Diana,Irelia,Varus,Leona","Huni,Spica,PowerOfEvil,Lost,SwordArt","Fudge,Blaber,Perkz,Zven,Vulcan (Philippe Laflamme)",30:40,60075,18,10,2,1,2,48154,4,2,3,0,0
2021-08-22 20:43:00,11.15,Cloud9,TSM,Cloud9,"Ziggs,Leona,Syndra,Rell,Nautilus","Thresh,Viego,LeBlanc,Kalista,Aphelios","Gnar,Lee Sin,Ryze,Ezreal,Rakan","Renekton,Xin Zhao,Orianna,Varus,Pantheon","Fudge,Blaber,Perkz,Zven,Vulcan (Philippe Laflamme)","Huni,Spica,PowerOfEvil,Lost,SwordArt",44:19,80871,21,7,2,1,1,74833,13,8,5,1,1
2021-08-22 19:30:00,11.15,TSM,Cloud9,TSM,"Thresh,LeBlanc,Twisted Fate,Braum,Nautilus","Ziggs,Viego,Syndra,Leona,Rell","Renekton,Lee Sin,Orianna,Kalista,Pantheon","Tahm Kench,Xin Zhao,Ryze,Varus,Rakan","Huni,Spica,PowerOfEvil,Lost,SwordArt","Fudge,Blaber,Perkz,Zven,Vulcan (Philippe Laflamme)",31:01,61279,15,9,4,1,2,49475,6,1,0,0,0
2021-08-22 18:23:00,11.15,G2 Esports,Fnatic,Fnatic,"Thresh,Aphelios,Renekton,Pyke,Sett","Varus,Ashe,Rakan,Lee Sin,Braum","Camille,Viego,Ryze,Tristana,Gragas","Darius,Trundle,Twisted Fate,Ezreal,Leona","Wunder,Jankos,Caps,Rekkles,Mikyx","Adam (Adam Maanane),Bwipo,Nisqy,Upset,Hylissang",27:04,42703,5,3,1,0,1,53708,21,9,3,1,1
2021-08-22 17:34:00,11.15,Fnatic,G2 Esports,Fnatic,"Varus,Ashe,Trundle,Ezreal,Xayah","Thresh,Rakan,Lulu,Lee Sin,Viego","Renekton,Jarvan IV,Twisted Fate,Tristana,Pyke","Gangplank,Xin Zhao,Orianna,Vayne,Braum","Adam (Adam Maanane),Bwipo,Nisqy,Upset,Hylissang","Wunder,Jankos,Caps,Rekkles,Mikyx",23:41,54829,18,11,2,1,2,36471,5,1,1,0,0
2021-08-22 16:34:00,11.15,Fnatic,G2 Esports,G2 Esports,"Varus,Ashe,LeBlanc,Camille,Gangplank","Thresh,Rakan,Lulu,Alistar,Renekton","Dr. Mundo,Lee Sin,Twisted Fate,Tristana,Pyke","Irelia,Trundle,Orianna,Xayah,Braum","Adam (Adam Maanane),Bwipo,Nisqy,Upset,Hylissang","Wunder,Jankos,Caps,Rekkles,Mikyx",35:11,65321,18,4,2,0,1,69760,22,11,3,2,1
2021-08-22 15:42:00,11.15,Fnatic,G2 Esports,Fnatic,"Varus,Ashe,Xin Zhao,Jayce,Sylas","Thresh,Rakan,Aphelios,Alistar,Renekton","Olaf,Trundle,Twisted Fate,Tristana,Lulu","Viego,Diana,Yasuo,Sivir,Braum","Adam (Adam Maanane),Bwipo,Nisqy,Upset,Hylissang","Wunder,Jankos,Caps,Rekkles,Mikyx",28:56,59510,23,10,3,1,2,44638,6,1,1,0,0
2021-08-22 14:46:00,11.15,G2 Esports,Fnatic,G2 Esports,"Thresh,Aphelios,Renekton,Sett,Cho'Gath","Varus,LeBlanc,Ashe,Diana,Gragas","Camille,Lee Sin,Orianna,Xayah,Rakan","Dr. Mundo,Viego,Sylas,Kalista,Leona","Wunder,Jankos,Caps,Rekkles,Mikyx","Adam (Adam Maanane),Bwipo,Nisqy,Upset,Hylissang",31:55,62461,18,10,1,1,0,54187,10,4,3,1,1
2021-08-22 13:15:00,11.15,EDward Gaming,Team WE,Team WE,"LeBlanc,Trundle,Ziggs,Gangplank,Camille","Diana,Renekton,Irelia,Thresh,None","Kennen,Viego,Syndra,Aphelios,Rell","Jayce,Xin Zhao,Ryze,Ashe,Braum","Flandre,JunJia,Scout,Viper (Park Do-hyeon),Meiko","Breathe,beishang,Shanks,Elk,Missing",31:31,51195,6,3,0,0,,63420,18,10,4,1,
2021-08-22 12:16:00,11.15,EDward Gaming,Team WE,EDward Gaming,"LeBlanc,Trundle,Xin Zhao,Ezreal,Ziggs","Aphelios,Diana,Irelia,Kalista,Rakan","Renekton,Viego,Sylas,Varus,Rell","Jayce,Volibear,Syndra,Ashe,Braum","Flandre,JunJia,Scout,Viper (Park Do-hyeon),Meiko","Breathe,beishang,Shanks,Elk,Missing",36:42,67314,15,10,4,2,,57950,8,4,2,0,
2021-08-22 11:18:00,11.15,Team WE,EDward Gaming,EDward Gaming,"Lee Sin,Irelia,Aphelios,Leona,Alistar","LeBlanc,Syndra,Trundle,Braum,Ezreal","Gnar,Xin Zhao,Ryze,Ziggs,Tahm Kench","Renekton,Diana,Yasuo,Vayne,Rell","Breathe,beishang,Shanks,Elk,Missing","Flandre,JunJia,Scout,Viper (Park Do-hyeon),Meiko",38:11,66915,6,6,1,1,,75993,16,11,4,2,
2021-08-22 11:01:00,11.16,Gen.G,T1,T1,"Jayce,Viego,Twisted Fate,Kalista,Varus","Renekton,Lee Sin,Irelia,Aphelios,Ashe","Camille,Diana,Yasuo,Xayah,Rakan","Kennen,Olaf,Ryze,Ezreal,Alistar","Rascal,Clid,Bdd,Ruler,Life","Canna,Oner,Faker,Teddy,Keria",39:25,69342,12,6,1,1,1,72603,18,9,5,1,1
2021-08-22 10:31:00,11.15,Team WE,EDward Gaming,Team WE,"Lee Sin,Irelia,Aphelios,Karma,Twisted Fate","LeBlanc,Jayce,Syndra,Olaf,Viego","Gangplank,Volibear,Ryze,Ziggs,Trundle","Kennen,Xin Zhao,Yone,Ezreal,Leona","Breathe,beishang,Shanks,Elk,Missing","Flandre,Jiejie,Scout,Viper (Park Do-hyeon),Meiko",24:56,52888,17,9,3,1,,35963,1,0,0,0,
