date,patch,blue_team,red_team,winner,blue_bans,red_bans,blue_picks,red_picks,blue_roster,red_roster,length,blue_gold,blue_kills,blue_towers,blue_dragons,blue_barons,blue_rift_heralds,red_gold,red_kills,red_towers,red_dragons,red_barons,red_rift_heralds
2021-02-19 12:27:00,11.3,Fredit BRION,KT Rolster,KT Rolster,"Samira,Thresh,Nidalee,Hecarim,Renekton","Udyr,Seraphine,Kai'Sa,Gnar,Sion","Aatrox,Lillia,Orianna,Kalista,Rell","Gragas,Kayn,Azir,Xayah,Alistar","Hoya,UmTi,Lava,Hena,Delight","Doran (Choi Hyeon-joon),GIDEON,Dove,HyBriD (Lee Woo-jin),Zzus",40:16,71584,13,5,4,1,2,73497,11,8,1,1,0
2021-02-19 10:38:00,11.3,KT Rolster,Fredit BRION,KT Rolster,"Gragas,Lillia,Seraphine,Kalista,Tristana","Samira,Thresh,Jayce,Syndra,Viktor","Gangplank,Nidalee,Azir,Kai'Sa,Alistar","Gnar,Udyr,Orianna,Aphelios,Rell","Doran (Choi Hyeon-joon),GIDEON,Dove,HyBriD (Lee Woo-jin),Zzus","Hoya,UmTi,Lava,Hena,Delight",36:19,73811,11,10,1,2,2,62539,8,3,4,0,0
2021-02-19 09:39:00,11.3,DRX,T1,DRX,"Twisted Fate,Aphelios,Azir,Kennen,Sylas","Syndra,Gnar,Samira,Rakan,Volibear","Jayce,Udyr,Seraphine,Xayah,Thresh","Renekton,Olaf,Orianna,Kai'Sa,Rell","Kingen,Pyosik,SOLKA,BAO (Jeong Hyeon-woo),Becca (Son Min-woo)","Zeus,Ellim,Faker,Gumayusi,Keria",29:59,56894,12,11,2,1,0,45242,2,2,2,0,2
2021-02-19 08:40:00,11.3,T1,DRX,T1,"Syndra,Gnar,Alistar,Zoe,Volibear","Twisted Fate,Aphelios,Seraphine,Tristana,Kalista","Renekton,Olaf,Azir,Samira,Rell","Gragas,Kindred,Viktor,Kai'Sa,Leona","Zeus,Ellim,Faker,Gumayusi,Keria","Kingen,Pyosik,SOLKA,BAO (Jeong Hyeon-woo),Becca (Son Min-woo)",32:29,59370,19,6,4,0,1,56225,14,3,0,1,1
2021-02-19 06:18:00,11.3,DRX,T1,DRX,"Twisted Fate,Aphelios,Irelia,Kalista,Gragas","Syndra,Rell,Seraphine,Viktor,Lulu","Jayce,Kindred,Zoe,Kai'Sa,Alistar","Gnar,Olaf,Orianna,Xayah,Rakan","Kingen,Pyosik,SOLKA,BAO (Jeong Hyeon-woo),Becca (Son Min-woo)","Zeus,Ellim,Faker,Gumayusi,Keria",33:13,62569,12,10,2,2,2,51432,6,3,3,0,0
2021-02-18 12:15:00,11.3,Gen.G,Afreeca Freecs,Gen.G,"Gnar,Seraphine,Olaf,Twisted Fate,Taliyah","Kalista,Rell,Udyr,Aphelios,Nautilus","Renekton,Nidalee,Azir,Ezreal,Galio","Quinn,Lillia,Sett,Kai'Sa,Gragas","Rascal,Clid,Bdd,Ruler,Life","Kiin,Dread (Lee Jin-hyeok),Fly (Song Yong-jun),Bang,Lehends",27:10,52788,17,8,2,1,1,44980,10,3,2,0,1
2021-02-18 10:39:00,11.3,Afreeca Freecs,Gen.G,Gen.G,"Udyr,Lillia,Kalista,Galio,Alistar","Seraphine,Gnar,Olaf,Twisted Fate,Gragas","Mordekaiser,Graves,Viktor,Xayah,Rell","Renekton,Nidalee,Azir,Kai'Sa,Leona","Kiin,Dread (Lee Jin-hyeok),Fly (Song Yong-jun),Bang,Lehends","Rascal,Clid,Bdd,Ruler,Life",27:35,43235,4,1,0,0,1,58237,16,10,3,1,1
2021-02-18 09:43:00,11.3,Nongshim RedForce,Hanwha Life Esports,Hanwha Life Esports,"Olaf,Yone,Udyr,Taliyah,Orianna","Nidalee,Graves,Lillia,Kindred,Hecarim","Gragas,Trundle,Syndra,Samira,Rell","Renekton,Skarner,Viktor,Kai'Sa,Alistar","Rich (Lee Jae-won),Peanut,Bay,deokdam,Kellin","Morgan,Arthur (Park Mi-reu),Chovy,Deft,Vsta",30:32,49690,12,2,1,0,0,61580,17,10,4,2,2
2021-02-18 08:39:00,11.3,Hanwha Life Esports,Nongshim RedForce,Hanwha Life Esports,"Nidalee,Graves,Aphelios,Gnar,Azir","Rell,Udyr,Olaf,Yone,Irelia","Gragas,Taliyah,Renekton,Kai'Sa,Galio","Sion,Lillia,Sett,Samira,Alistar","Morgan,Arthur (Park Mi-reu),Chovy,Deft,Vsta","Rich (Lee Jae-won),Peanut,Bay,deokdam,Kellin",36:39,70343,26,8,4,1,0,61261,17,5,0,1,2
2021-02-18 06:47:00,11.3,Nongshim RedForce,Hanwha Life Esports,Nongshim RedForce,"Olaf,Yone,Udyr,Orianna,Gnar","Nidalee,Graves,Seraphine,Pantheon,Jayce","Gragas,Lillia,Sett,Samira,Rell","Renekton,Skarner,Azir,Aphelios,Thresh","Rich (Lee Jae-won),Peanut,Bay,deokdam,Kellin","DuDu (Lee Dong-ju),Arthur (Park Mi-reu),Chovy,Deft,Vsta",32:04,62890,28,9,4,1,2,50606,6,3,1,0,0
2021-02-17 13:11:00,11.3,Liiv SANDBOX,Fredit BRION,Fredit BRION,"Seraphine,Gragas,Thresh,Tristana,Aphelios","Nidalee,Samira,Rell,Jayce,Camille","Gangplank,Udyr,Azir,Kai'Sa,Alistar","Gnar,Lillia,Orianna,Kalista,Rakan","Summit,Croco,FATE (Yoo Su-hyeok),Route,Effort","Hoya,UmTi,Lava,Hena,Delight",32:25,52400,3,3,0,0,2,60840,13,8,4,1,0
2021-02-17 11:22:00,11.3,Fredit BRION,Liiv SANDBOX,Fredit BRION,"Nidalee,Samira,Gnar,Renekton,Azir","Seraphine,Gragas,Thresh,Orianna,Syndra","Pantheon,Udyr,Zoe,Tristana,Alistar","Camille,Olaf,Twisted Fate,Kai'Sa,Rell","Hoya,UmTi,Lava,Hena,Delight","Summit,Croco,FATE (Yoo Su-hyeok),Route,Effort",41:42,79637,23,6,4,1,1,74904,17,7,2,1,1
2021-02-17 10:17:00,11.3,KT Rolster,DWG KIA,DWG KIA,"Gragas,Graves,Kayn,Sion,Ornn","Udyr,Seraphine,Thresh,Yone,Azir","Jayce,Lillia,Viktor,Samira,Rell","Wukong,Nidalee,Syndra,Kai'Sa,Alistar","Doran (Choi Hyeon-joon),Blank,Ucal,HyBriD (Lee Woo-jin),Zzus","Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL",33:09,56891,7,2,1,0,0,66756,17,8,3,1,2
2021-02-17 09:03:00,11.3,DWG KIA,KT Rolster,DWG KIA,"Thresh,Seraphine,Irelia,Yone,Azir","Gragas,Udyr,Graves,Sion,Zoe","Ornn,Kayn,Syndra,Kalista,Rell","Camille,Lillia,Viktor,Samira,Alistar","Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL","Doran (Choi Hyeon-joon),Blank,Ucal,HyBriD (Lee Woo-jin),Zzus",42:59,80568,15,11,5,3,2,76961,17,6,1,0,0
2021-02-17 06:33:00,11.3,KT Rolster,DWG KIA,KT Rolster,"Gragas,Graves,Rell,Ornn,Sion","Udyr,Seraphine,Alistar,Yone,Azir","Gnar,Lillia,Viktor,Aphelios,Thresh","Gangplank,Kayn,Syndra,Kai'Sa,Jarvan IV","Doran (Choi Hyeon-joon),Blank,Ucal,HyBriD (Lee Woo-jin),Zzus","Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL",51:11,98519,32,10,5,1,2,96040,18,4,3,2,0
2021-02-15 00:34:00,11.3,Counter Logic Gaming,Golden Guardians,Counter Logic Gaming,"Twisted Fate,Olaf,Camille,Malzahar,Nautilus","Udyr,Renekton,Rell,Nocturne,Alistar","Aatrox,Gragas,Zoe,Samira,Leona","Gangplank,Graves,Syndra,Kai'Sa,Galio","Finn,Griffin (Raymond Griffin),rjs,WildTurtle,Smoothie","Niles,Iconic,Ablazeolive,Stixxay,Newbie",32:21,62487,17,9,3,1,1,50988,5,2,1,0,1
2021-02-14 23:41:00,11.3,Cloud9,FlyQuest,Cloud9,"Seraphine,Senna,Camille,Azir,Gangplank","Udyr,Olaf,Rell,Hecarim,Yone","Gragas,Taliyah,Tristana,Samira,Alistar","Aatrox,Graves,Syndra,Kai'Sa,Leona","Fudge,Blaber,Perkz,Zven,Vulcan (Philippe Laflamme)","Licorice,Josedeodo,Palafox,Johnsun,Diamond (David Bérubé)",29:07,58178,16,10,1,2,2,45995,6,0,3,0,0
2021-02-14 22:35:00,11.3,Evil Geniuses.NA,Dignitas,Dignitas,"Twisted Fate,Rell,Thresh,Hecarim,Syndra","Udyr,Olaf,Renekton,Bard,Karma","Gnar,Lillia,Lucian,Ezreal,Seraphine","Gangplank,Kayn,Zoe,Senna,Tahm Kench","Impact,Svenskeren,Jiizuke,Deftly,IgNar","FakeGod,Dardoch,Soligo,Neo (Toàn Trần),aphromoo",32:09,49172,9,3,2,0,1,60910,21,11,2,2,1
2021-02-14 21:38:00,11.3,Immortals,TSM,TSM,"Renekton,Azir,Syndra,Gangplank,Rell","Seraphine,Udyr,Olaf,Thresh,Senna","Camille,Lillia,Orianna,Xayah,Alistar","Shen,Hecarim,Viktor,Kai'Sa,Pantheon","Revenge (Mohamed Kaddoura),Xerxe,Insanity,Raes,Destiny (Mitchell Shaw)","Huni,Spica,PowerOfEvil,Lost,SwordArt",29:56,46508,5,1,0,0,0,57519,14,11,4,1,2
2021-02-14 20:34:00,11.3,100 Thieves,Team Liquid,100 Thieves,"Azir,Camille,Graves,Gnar,Gangplank","Udyr,Senna,Orianna,Alistar,Thresh","Renekton,Olaf,Twisted Fate,Ezreal,Nautilus","Quinn,Lillia,Ryze,Kai'Sa,Rell","Ssumday,Closer (Can Çelik),Damonte,FBI,huhi","Alphari,Santorin,Jensen,Tactical,CoreJJ",30:21,57041,13,8,3,1,2,50582,10,3,2,0,0
2021-02-14 00:37:00,11.3,Immortals,Evil Geniuses.NA,Immortals,"Renekton,Pantheon,Senna,Syndra,Orianna","Udyr,Olaf,Hecarim,Lucian,Samira","Camille,Lillia,Tristana,Seraphine,Rell","Gragas,Graves,LeBlanc,Kai'Sa,Alistar","Revenge (Mohamed Kaddoura),Xerxe,Insanity,Raes,Destiny (Mitchell Shaw)","Impact,Svenskeren,Jiizuke,Deftly,IgNar",30:43,60195,19,8,1,1,2,46887,4,1,2,0,0
2021-02-13 23:34:00,11.3,TSM,Team Liquid,TSM,"Camille,Taliyah,Seraphine,Rell,Jayce","Udyr,Olaf,Syndra,Gangplank,Alistar","Gnar,Lillia,Azir,Kai'Sa,Pantheon","Kennen,Graves,Zoe,Jhin,Nautilus","Huni,Spica,PowerOfEvil,Lost,SwordArt","Alphari,Santorin,Jensen,Tactical,CoreJJ",32:40,64130,12,11,3,1,2,51380,3,1,1,0,0
2021-02-13 22:33:00,11.3,Golden Guardians,Dignitas,Dignitas,"Renekton,Seraphine,Gragas,Taliyah,Nidalee","Udyr,Olaf,Senna,Galio,Zoe","Gangplank,Graves,Azir,Kai'Sa,Alistar","Rumble,Kindred,Twisted Fate,Aphelios,Thresh","Niles,Iconic,Ablazeolive,Stixxay,Newbie","FakeGod,Dardoch,Soligo,Neo (Toàn Trần),aphromoo",29:54,48328,4,1,1,1,0,57322,16,8,4,1,2
2021-02-13 21:36:00,11.3,Cloud9,100 Thieves,Cloud9,"Senna,Renekton,Camille,Alistar,Pantheon","Udyr,Olaf,Hecarim,Nocturne,Graves","Gragas,Rek'Sai,Zoe,Samira,Rell","Aatrox,Taliyah,Galio,Kai'Sa,Sett","Fudge,Blaber,Perkz,Zven,Vulcan (Philippe Laflamme)","Ssumday,Closer (Can Çelik),Damonte,FBI,huhi",33:54,69714,30,8,1,2,2,58078,18,2,4,0,0
2021-02-13 20:51:00,11.3,Excel Esports,Fnatic,Fnatic,"Rell,Thresh,Azir,Renekton,Malphite","Udyr,Olaf,Twisted Fate,Gangplank,Camille","Jax,Hecarim,Orianna,Kai'Sa,Gragas","Volibear,Lillia,Seraphine,Samira,Alistar","Kryze,Dan (Daniel Hockley),Czekolad,Patrik,Tore","Bwipo,Selfmade,Nisqy,Upset,Hylissang",33:42,57186,14,4,0,0,0,66491,25,9,5,2,1
2021-02-13 20:24:00,11.3,FlyQuest,Counter Logic Gaming,FlyQuest,"Renekton,Senna,Rell,Twisted Fate,Zoe","Olaf,Udyr,Camille,Gragas,Gnar","Cho'Gath,Graves,Yone,Miss Fortune,Seraphine","Gangplank,Taliyah,Sylas,Kai'Sa,Alistar","Licorice,Josedeodo,Palafox,Johnsun,Diamond (David Bérubé)","Finn,Griffin (Raymond Griffin),rjs,WildTurtle,Smoothie",28:29,57810,20,10,3,1,1,46564,6,3,1,0,1
2021-02-13 18:50:00,11.3,Rogue (European Team),G2 Esports,G2 Esports,"Senna,Thresh,Ryze,Gnar,Volibear","Kai'Sa,Udyr,Twisted Fate,Kalista,Lucian","Renekton,Lillia,Azir,Vayne,Gragas","Quinn,Nidalee,Ekko,Jhin,Rell","Odoamne,Inspired,Larssen,Hans sama,Trymbi","Wunder,Jankos,Caps,Rekkles,Mikyx",50:18,86028,16,3,3,1,0,101109,21,11,5,3,2
2021-02-13 16:55:00,11.3,FC Schalke 04 Esports,MAD Lions,MAD Lions,"Graves,Kalista,Azir,Aatrox,Lillia","Udyr,Gangplank,Twisted Fate,Syndra,Zoe","Gnar,Jarvan IV,Viktor,Kai'Sa,Alistar","Jayce,Olaf,Orianna,Samira,Rell","BrokenBlade,Gilius,Abbedagge,Neon (Matúš Jakubčík),LIMIT (Dino Tot)","Armut,Elyoya,Humanoid,Carzzy,Kaiser",30:53,52008,10,4,0,0,1,63474,25,9,4,1,1
2021-02-13 16:00:00,11.3,Misfits Gaming,Astralis,Misfits Gaming,"Twisted Fate,Skarner,Thresh,Lillia,Hecarim","Zoe,Graves,Syndra,Rakan,Alistar","Jayce,Udyr,Orianna,Xayah,Leona","Ornn,Jarvan IV,Corki,Kai'Sa,Rell","HiRit,Razork,Vetheo,Kobbe,Vander","WhiteKnight,Zanzarah,MagiFelix,Jeskla,promisq",29:41,59594,13,11,4,1,2,45087,2,1,0,0,0
2021-02-13 15:19:00,11.3,Team Vitality,SK Gaming,SK Gaming,"Kalista,Twisted Fate,Thresh,Braum,Leona","Udyr,Gangplank,Rell,Alistar,Nautilus","Gragas,Olaf,Azir,Kai'Sa,Seraphine","Renekton,Lillia,Ryze,Vayne,Rakan","Szygenda,Skeanz,Milica,Crownshot,Labrov","Jenax,TynX,Blue (Ersin Gören),Jezu,Treatz",31:25,47882,5,1,3,0,1,61864,14,9,1,2,1
2021-02-13 02:28:00,11.3,Dignitas,Immortals,Dignitas,"Seraphine,Irelia,Camille,Senna,Leona","Olaf,Udyr,Taliyah,Kai'Sa,Ezreal","Renekton,Hecarim,Orianna,Kalista,Thresh","Gnar,Lillia,Azir,Aphelios,Nautilus","FakeGod,Dardoch,Soligo,Neo (Toàn Trần),aphromoo","Revenge (Mohamed Kaddoura),Xerxe,Insanity,Raes,Destiny (Mitchell Shaw)",30:34,59975,16,9,5,1,0,49473,5,3,0,0,2
2021-02-13 01:28:00,11.3,TSM,Golden Guardians,TSM,"Twisted Fate,Taliyah,Camille,Kalista,Aphelios","Udyr,Renekton,Kai'Sa,Seraphine,Rell","Gragas,Olaf,Syndra,Ezreal,Bard","Gnar,Graves,Azir,Senna,Thresh","Huni,Spica,PowerOfEvil,Lost,SwordArt","Niles,Iconic,Ablazeolive,Stixxay,Newbie",33:53,62876,15,9,2,2,2,56339,10,3,3,0,0
2021-02-13 00:32:00,11.3,Evil Geniuses.NA,Cloud9,Evil Geniuses.NA,"Twisted Fate,Rell,Lillia,Pantheon,Syndra","Renekton,Udyr,Olaf,Shen,Orianna","Gragas,Graves,Ryze,Senna,Tahm Kench","Camille,Taliyah,Galio,Kai'Sa,Blitzcrank","Impact,Svenskeren,Jiizuke,Deftly,IgNar","Fudge,Blaber,Perkz,Zven,Vulcan (Philippe Laflamme)",31:07,62903,26,11,4,1,1,51064,10,2,0,1,1
2021-02-12 23:33:00,11.3,Counter Logic Gaming,Team Liquid,Team Liquid,"Olaf,Skarner,Thresh,Camille,Nidalee","Udyr,Zoe,Taliyah,Gangplank,Hecarim","Renekton,Graves,Orianna,Xayah,Rell","Gnar,Lillia,Azir,Kai'Sa,Alistar","Finn,Griffin (Raymond Griffin),rjs,WildTurtle,Smoothie","Alphari,Santorin,Jensen,Tactical,CoreJJ",24:48,38132,3,2,0,0,1,49800,18,8,3,1,1
2021-02-12 22:29:00,11.3,100 Thieves,FlyQuest,100 Thieves,"Gragas,Hecarim,Graves,Gnar,Miss Fortune","Twisted Fate,Pantheon,Rell,Kai'Sa,Leona","Renekton,Udyr,Orianna,Senna,Tahm Kench","Gangplank,Olaf,Azir,Seraphine,Maokai","Ssumday,Closer (Can Çelik),Damonte,FBI,huhi","Licorice,Josedeodo,Palafox,Johnsun,Diamond (David Bérubé)",31:02,59500,15,11,4,1,2,52428,8,0,1,0,0
2021-02-12 20:09:00,11.3,SK Gaming,Fnatic,Fnatic,"Udyr,Thresh,Renekton,Ryze,Cho'Gath","Twisted Fate,Kalista,Olaf,Hecarim,Taliyah","Vladimir,Graves,Azir,Kai'Sa,Alistar","Riven,Lillia,Seraphine,Samira,Rell","Jenax,TynX,Blue (Ersin Gören),Jezu,Treatz","Bwipo,Selfmade,Nisqy,Upset,Hylissang",29:12,45798,7,3,1,0,2,59707,25,9,3,1,0
2021-02-12 18:56:00,11.3,Rogue (European Team),MAD Lions,Rogue (European Team),"Thresh,Lillia,Graves,Rakan,Aatrox","Twisted Fate,Udyr,Rell,Gnar,Rumble","Renekton,Jarvan IV,Azir,Kai'Sa,Alistar","Gragas,Kindred,Syndra,Xayah,Leona","Odoamne,Inspired,Larssen,Hans sama,Trymbi","Armut,Elyoya,Humanoid,Carzzy,Kaiser",29:42,59750,18,10,2,1,0,46710,5,2,1,0,2
2021-02-12 17:58:00,11.3,G2 Esports,Misfits Gaming,G2 Esports,"Thresh,Kai'Sa,Rell,Gangplank,Blitzcrank","Twisted Fate,Udyr,Gragas,Sivir,Ashe","Renekton,Olaf,Ryze,Senna,Tahm Kench","Sion,Graves,Syndra,Jhin,Rakan","Wunder,Jankos,Caps,Rekkles,Mikyx","HiRit,Razork,Vetheo,Kobbe,Vander",42:30,82105,24,11,5,1,2,72951,22,2,1,1,0
2021-02-12 17:34:00,11.3,Excel Esports,Team Vitality,Excel Esports,"Thresh,Rell,Twisted Fate,Leona,Kai'Sa","Camille,Udyr,Olaf,Senna,Xayah","Cho'Gath,Graves,Azir,Jhin,Gragas","Gangplank,Lillia,Orianna,Miss Fortune,Alistar","Kryze,Dan (Daniel Hockley),Czekolad,Patrik,Tore","Szygenda,Skeanz,Milica,Crownshot,Labrov",37:37,66706,8,9,2,2,2,64408,10,4,4,0,0
2021-02-12 16:16:00,11.3,Astralis,FC Schalke 04 Esports,Astralis,"Camille,Thresh,Olaf,Gangplank,Jarvan IV","Twisted Fate,Udyr,Kalista,Renekton,Syndra","Gnar,Skarner,Corki,Xayah,Rell","Irelia,Gragas,Azir,Kai'Sa,Alistar","WhiteKnight,Zanzarah,MagiFelix,Jeskla,promisq","BrokenBlade,Gilius,Abbedagge,Neon (Matúš Jakubčík),LIMIT (Dino Tot)",29:42,56276,13,10,2,2,2,47868,4,3,1,0,0
2021-02-08 00:34:00,11.2,100 Thieves,Dignitas,100 Thieves,"Azir,Udyr,Pantheon,Hecarim,Nocturne","Twisted Fate,Galio,Olaf,Aphelios,Xayah","Renekton,Taliyah,Sett,Senna,Tahm Kench","Gragas,Rengar,Syndra,Kai'Sa,Blitzcrank","Ssumday,Closer (Can Çelik),Damonte,FBI,huhi","FakeGod,Dardoch,Soligo,Neo (Toàn Trần),aphromoo",30:25,60920,14,11,3,1,2,44284,4,1,1,0,0
2021-02-07 23:21:00,11.2,Counter Logic Gaming,TSM,TSM,"Kai'Sa,Renekton,Nidalee,Rakan,Gangplank","Twisted Fate,Seraphine,Pantheon,Jhin,Orianna","Camille,Udyr,Zoe,Aphelios,Thresh","Lulu,Olaf,Azir,Xayah,Leona","Finn,Griffin (Raymond Griffin),rjs,WildTurtle,Smoothie","Huni,Spica,PowerOfEvil,Lost,SwordArt",45:38,75854,10,10,2,0,2,82827,14,9,5,3,0
2021-02-07 22:30:00,11.2,Cloud9,Immortals,Cloud9,"Seraphine,Hecarim,Rell,Alistar,Galio","Olaf,Udyr,Jax,Azir,Twisted Fate","Renekton,Taliyah,Yone,Kai'Sa,Pantheon","Camille,Lillia,Orianna,Lucian,Leona","Fudge,Blaber,Perkz,Zven,Vulcan (Philippe Laflamme)","Revenge (Mohamed Kaddoura),Xerxe,Insanity,Raes,Destiny (Mitchell Shaw)",26:23,57520,21,11,3,1,2,39094,3,0,0,0,0
2021-02-07 21:36:00,11.2,Evil Geniuses.NA,Golden Guardians,Evil Geniuses.NA,"Gangplank,Camille,Twisted Fate,Azir,Jayce","Pantheon,Olaf,Renekton,Rell,Rakan","Sylas,Udyr,Orianna,Kai'Sa,Nautilus","Gnar,Taliyah,Viktor,Xayah,Alistar","Impact,Svenskeren,Jiizuke,Deftly,IgNar","Niles,Iconic,Ablazeolive,Stixxay,Newbie",28:11,58475,22,11,4,1,1,44111,6,1,0,0,1
2021-02-07 20:36:00,11.2,Team Liquid,FlyQuest,Team Liquid,"Seraphine,Olaf,Lulu,Rell,Alistar","Renekton,Camille,Azir,Xayah,Senna","Gangplank,Pantheon,Syndra,Aphelios,Thresh","Aatrox,Udyr,Orianna,Kai'Sa,Nautilus","Alphari,Santorin,Jensen,Tactical,CoreJJ","Licorice,Josedeodo,Palafox,Johnsun,Diamond (David Bérubé)",30:35,60843,16,9,2,2,2,49688,11,0,2,0,0
2021-02-07 13:48:00,11.2,Royal Never Give Up,Invictus Gaming,Royal Never Give Up,"Zoe,Twisted Fate,Rell,Azir,Syndra","Renekton,Pantheon,Olaf,Graves,Kindred","Gnar,Udyr,Orianna,Kai'Sa,Gragas","Gangplank,Lillia,Lucian,Aphelios,Thresh","Xiaohu,Wei (Yan Yang-Wei),Cryin,GALA,Ming (Shi Sen-Ming)","TheShy,XUN,Rookie,Wink,Lucas (Li Tan-Pan-Ao)",36:48,65795,15,8,3,1,,62014,8,4,3,0,
2021-02-07 12:58:00,11.2,Royal Never Give Up,Invictus Gaming,Royal Never Give Up,"Zoe,Twisted Fate,Syndra,Samira,Jayce","Renekton,Pantheon,Gragas,Alistar,Sett","Sylas,Olaf,Orianna,Kai'Sa,Leona","Gnar,Nidalee,Azir,Xayah,Rell","Xiaohu,Wei (Yan Yang-Wei),Cryin,GALA,Ming (Shi Sen-Ming)","TheShy,XUN,Rookie,Wink,Lucas (Li Tan-Pan-Ao)",32:47,65300,29,7,5,0,,60149,16,5,0,1,
2021-02-07 12:08:00,11.2,Invictus Gaming,Royal Never Give Up,Invictus Gaming,"Renekton,Kai'Sa,Olaf,Viktor,Orianna","Zoe,Twisted Fate,Pantheon,Camille,Azir","Jayce,Nidalee,Syndra,Xayah,Rell","Gnar,Lillia,Rumble,Samira,Alistar","TheShy,XUN,Rookie,Wink,Lucas (Li Tan-Pan-Ao)","Xiaohu,Wei (Yan Yang-Wei),Cryin,GALA,Ming (Shi Sen-Ming)",29:28,58711,18,9,3,1,,46639,7,3,2,0,
2021-02-07 11:18:00,11.2,DRX,DWG KIA,DWG KIA,"Taliyah,Pantheon,Alistar,Aatrox,Zoe","Gnar,Aphelios,Seraphine,Orianna,Irelia","Ornn,Olaf,Viktor,Kai'Sa,Rell","Sion,Graves,Syndra,Kalista,Gragas","Kingen,Pyosik,SOLKA,BAO (Jeong Hyeon-woo),Becca (Son Min-woo)","Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL",28:58,49958,16,2,0,1,0,58874,26,8,4,0,1
2021-02-07 11:11:00,11.2,Victory Five,eStar (Chinese Team),Victory Five,"Thresh,Xayah,Twisted Fate,Samira,Tristana","Zoe,Pantheon,Olaf,Ornn,Gragas","Gnar,Graves,Seraphine,Kai'Sa,Rell","Renekton,Udyr,Galio,Jhin,Alistar","LANGX,Weiwei,Mole,Trigger (Kim Eui-joo),ppgod","zs,H4cker,irma,rat,ShiauC",23:46,44813,16,6,1,0,,38083,6,1,2,0,
2021-02-07 10:26:00,11.2,Victory Five,eStar (Chinese Team),Victory Five,"Thresh,Xayah,Rell,Twisted Fate,Galio","Zoe,Seraphine,Pantheon,Sett,Leona","Renekton,Udyr,Orianna,Kai'Sa,Bard","Gnar,Olaf,Azir,Tristana,Alistar","LANGX,Weiwei,Mole,Trigger (Kim Eui-joo),ppgod","zs,H4cker,irma,rat,ShiauC",26:23,54570,17,10,2,1,,42365,7,2,1,0,
2021-02-07 09:37:00,11.2,DWG KIA,DRX,DWG KIA,"Aphelios,Gnar,Irelia,Olaf,Udyr","Taliyah,Seraphine,Alistar,Orianna,Zoe","Ornn,Pantheon,Viktor,Kai'Sa,Rell","Volibear,Dr. Mundo,Syndra,Xayah,Thresh","Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL","Kingen,Pyosik,SOLKA,BAO (Jeong Hyeon-woo),Becca (Son Min-woo)",28:57,53274,12,6,4,1,2,45894,5,2,0,0,0
2021-02-07 09:37:00,11.2,Victory Five,eStar (Chinese Team),eStar (Chinese Team),"Thresh,Udyr,Xayah,Gragas,Galio","Zoe,Seraphine,Pantheon,Lillia,Nidalee","Renekton,Graves,Azir,Senna,Rell","Gnar,Olaf,Twisted Fate,Kai'Sa,Alistar","LANGX,Weiwei,Mole,y4,ppgod","zs,H4cker,irma,rat,ShiauC",27:02,42909,4,2,0,0,,56148,22,9,4,1,
2021-02-07 08:38:00,11.2,Liiv SANDBOX,Hanwha Life Esports,Liiv SANDBOX,"Gragas,Alistar,Thresh,Ornn,Renekton","Taliyah,Gnar,Olaf,Quinn,Volibear","Camille,Nidalee,Azir,Kai'Sa,Rell","Wukong,Udyr,Viktor,Samira,Rakan","Summit,Croco,FATE (Yoo Su-hyeok),Route,Effort","Morgan,Arthur (Park Mi-reu),Chovy,Deft,Vsta",33:36,62545,15,9,3,0,2,56337,11,2,2,0,0
2021-02-07 08:25:00,11.2,Rare Atom,LNG Esports,Rare Atom,"Gnar,Renekton,Aphelios,Orianna,Lillia","Olaf,Pantheon,Kai'Sa,Vayne,Xayah","Aatrox,Udyr,Azir,Tristana,Gragas","Ornn,Hecarim,LeBlanc,Samira,Alistar","Cube (Dai Yi),Leyan,FoFo,iBoy,Hang","M1kuya,Tarzan (Lee Seung-yong),icon,Light (Wang Guang-Yu),Iwandy",37:34,70705,9,10,3,2,,61475,9,2,3,0,
2021-02-07 07:23:00,11.2,LNG Esports,Rare Atom,Rare Atom,"Syndra,Zoe,Pantheon,Twisted Fate,Aatrox","Renekton,Gnar,Kai'Sa,Seraphine,Samira","Camille,Olaf,Azir,Kalista,Jarvan IV","Gragas,Udyr,Lucian,Aphelios,Thresh","M1kuya,Tarzan (Lee Seung-yong),icon,Light (Wang Guang-Yu),Iwandy","Cube (Dai Yi),Leyan,FoFo,iBoy,Hang",34:01,54730,7,2,2,0,,62875,13,7,3,1,
2021-02-07 05:24:00,11.2,Hanwha Life Esports,Liiv SANDBOX,Liiv SANDBOX,"Taliyah,Seraphine,Udyr,Renekton,Jayce","Gragas,Alistar,Thresh,Twisted Fate,Galio","Gangplank,Olaf,Azir,Xayah,Rakan","Gnar,Nidalee,Zoe,Kai'Sa,Rell","DuDu (Lee Dong-ju),Arthur (Park Mi-reu),Chovy,Deft,Vsta","Summit,Croco,FATE (Yoo Su-hyeok),Route,Effort",29:38,45966,4,1,0,0,0,58076,13,9,4,1,2
