match_id,tier,division,patch,game_duration,region,winning_team,first_champion,first_tower,first_inhibitor,first_baron,first_dragon,first_rift_herald
EUW1_5330028805,BRONZE,III,11.12,1577,EUW1,200.0,200.0,200.0,200.0,,200.0,
EUW1_5320715366,BRONZE,III,11.12,2094,EUW1,100.0,100.0,200.0,100.0,100.0,100.0,200.0
EUW1_5320223098,BRONZE,III,11.12,2285,EUW1,200.0,100.0,100.0,100.0,200.0,100.0,100.0
EUW1_5319533515,BRONZE,III,11.12,2031,EUW1,200.0,100.0,100.0,200.0,,100.0,200.0
EUW1_5319189462,BRONZE,III,11.12,2525,EUW1,100.0,200.0,100.0,100.0,200.0,200.0,100.0
EUW1_5220140100,BRONZE,III,11.8,1132,EUW1,200.0,200.0,100.0,,,200.0,200.0
EUW1_5182935782,BRONZE,III,11.7,1138,EUW1,200.0,100.0,200.0,200.0,,200.0,200.0
EUW1_5182881553,BRONZE,III,11.7,1872,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,100.0
EUW1_5182768560,BRONZE,III,11.7,1516,EUW1,100.0,100.0,100.0,,,100.0,100.0
EUW1_5180973397,BRONZE,III,11.6,1667,EUW1,200.0,100.0,200.0,,,200.0,200.0
EUW1_5172886852,BRONZE,III,11.6,214,EUW1,200.0,,,,,,
EUW1_5171668846,BRONZE,III,11.6,2105,EUW1,100.0,200.0,200.0,100.0,,200.0,
EUW1_5171396907,BRONZE,III,11.6,1940,EUW1,100.0,200.0,100.0,,,200.0,100.0
EUW1_5171353615,BRONZE,III,11.6,2052,EUW1,100.0,200.0,100.0,,100.0,100.0,100.0
EUW1_5171338481,BRONZE,III,11.6,1375,EUW1,100.0,100.0,100.0,,,100.0,200.0
EUW1_5168371750,BRONZE,III,11.6,1342,EUW1,200.0,100.0,100.0,,,100.0,
EUW1_5167854847,BRONZE,III,11.6,1515,EUW1,200.0,200.0,200.0,200.0,,200.0,100.0
EUW1_5167700174,BRONZE,III,11.6,1384,EUW1,200.0,200.0,200.0,200.0,,100.0,
EUW1_5166436594,BRONZE,III,11.6,1842,EUW1,200.0,200.0,200.0,,,200.0,100.0
EUW1_5153887910,BRONZE,III,11.5,1293,EUW1,100.0,100.0,100.0,,,100.0,100.0
EUW1_5149673450,BRONZE,III,11.5,1365,EUW1,200.0,100.0,200.0,,,200.0,100.0
EUW1_5149440320,BRONZE,III,11.5,2603,EUW1,200.0,100.0,100.0,100.0,100.0,100.0,100.0
EUW1_5149468117,BRONZE,III,11.5,193,EUW1,100.0,100.0,,,,,
EUW1_5147898124,BRONZE,III,11.5,1360,EUW1,100.0,200.0,100.0,100.0,,100.0,100.0
EUW1_5147769884,BRONZE,III,11.5,1953,EUW1,100.0,200.0,200.0,100.0,100.0,200.0,100.0
EUW1_5345793564,BRONZE,III,11.13,2121,EUW1,200.0,200.0,100.0,200.0,200.0,100.0,200.0
EUW1_5345732672,BRONZE,III,11.13,1220,EUW1,100.0,100.0,100.0,,,100.0,
EUW1_5342683439,BRONZE,III,11.13,2392,EUW1,100.0,100.0,200.0,100.0,100.0,100.0,100.0
EUW1_5340994331,BRONZE,III,11.13,1959,EUW1,200.0,100.0,200.0,200.0,100.0,100.0,
EUW1_5339216721,BRONZE,III,11.13,1543,EUW1,200.0,200.0,200.0,200.0,200.0,200.0,200.0
EUW1_5339202568,BRONZE,III,11.13,1524,EUW1,100.0,100.0,100.0,100.0,100.0,200.0,200.0
EUW1_5339118143,BRONZE,III,11.13,1305,EUW1,100.0,100.0,100.0,100.0,,100.0,100.0
EUW1_5338555280,BRONZE,III,11.13,1529,EUW1,100.0,100.0,100.0,100.0,,100.0,100.0
EUW1_5338450094,BRONZE,III,11.13,1442,EUW1,200.0,200.0,200.0,200.0,,200.0,200.0
EUW1_5338473869,BRONZE,III,11.13,1777,EUW1,100.0,100.0,100.0,100.0,100.0,200.0,100.0
EUW1_5337955234,BRONZE,III,11.13,1373,EUW1,200.0,200.0,200.0,200.0,,200.0,200.0
EUW1_5338013001,BRONZE,III,11.13,1271,EUW1,100.0,100.0,200.0,100.0,,100.0,100.0
EUW1_5337900163,BRONZE,III,11.13,2316,EUW1,200.0,100.0,200.0,200.0,200.0,100.0,200.0
EUW1_5337868269,BRONZE,III,11.13,1070,EUW1,200.0,200.0,200.0,200.0,,100.0,200.0
EUW1_5337862366,BRONZE,III,11.13,2110,EUW1,200.0,200.0,200.0,200.0,200.0,200.0,200.0
EUW1_5337757852,BRONZE,III,11.13,1573,EUW1,200.0,100.0,200.0,200.0,,100.0,100.0
EUW1_5337820737,BRONZE,III,11.13,1982,EUW1,100.0,200.0,100.0,100.0,,100.0,100.0
EUW1_5337661688,BRONZE,III,11.13,2462,EUW1,200.0,100.0,200.0,200.0,100.0,100.0,100.0
EUW1_5337633697,BRONZE,III,11.13,2012,EUW1,100.0,200.0,100.0,100.0,,100.0,100.0
EUW1_5337465751,BRONZE,III,11.13,2243,EUW1,200.0,200.0,200.0,200.0,200.0,100.0,100.0
EUW1_5337398478,BRONZE,III,11.13,2198,EUW1,200.0,200.0,200.0,200.0,200.0,200.0,200.0
EUW1_5337400989,BRONZE,III,11.13,2242,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,100.0
EUW1_5336190079,BRONZE,III,11.13,1309,EUW1,200.0,100.0,200.0,,,100.0,200.0
EUW1_5336277477,BRONZE,III,11.13,2205,EUW1,200.0,200.0,200.0,200.0,200.0,200.0,200.0
EUW1_5336235487,BRONZE,III,11.13,1342,EUW1,100.0,100.0,100.0,100.0,,100.0,100.0
EUW1_5336271311,BRONZE,III,11.13,1892,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,100.0
EUW1_5336250694,BRONZE,III,11.13,207,EUW1,100.0,100.0,,,,,
EUW1_5336113472,BRONZE,III,11.13,3288,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,200.0
EUW1_5335485954,BRONZE,III,11.13,1940,EUW1,100.0,100.0,100.0,200.0,100.0,200.0,100.0
EUW1_5335399800,BRONZE,III,11.13,1960,EUW1,200.0,200.0,200.0,200.0,200.0,200.0,100.0
EUW1_5335461495,BRONZE,III,11.13,1757,EUW1,200.0,200.0,200.0,200.0,,200.0,200.0
EUW1_5334681373,BRONZE,III,11.12,2225,EUW1,200.0,200.0,100.0,100.0,200.0,200.0,100.0
EUW1_5334650467,BRONZE,III,11.12,1713,EUW1,200.0,200.0,100.0,200.0,,200.0,100.0
EUW1_5334468974,BRONZE,III,11.12,1857,EUW1,200.0,100.0,100.0,200.0,200.0,100.0,100.0
EUW1_5334565120,BRONZE,III,11.12,2257,EUW1,100.0,100.0,100.0,200.0,100.0,100.0,100.0
EUW1_5333680266,BRONZE,III,11.12,1721,EUW1,200.0,100.0,200.0,200.0,,100.0,200.0
EUW1_5333590331,BRONZE,III,11.12,2269,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,200.0
EUW1_5333654905,BRONZE,III,11.12,1137,EUW1,200.0,200.0,200.0,,,200.0,200.0
EUW1_5333541822,BRONZE,III,11.12,1570,EUW1,200.0,200.0,200.0,200.0,,200.0,200.0
EUW1_5333406897,BRONZE,III,11.12,2095,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,
EUW1_5333361372,BRONZE,III,11.12,2244,EUW1,100.0,100.0,200.0,100.0,100.0,100.0,
EUW1_5332907745,BRONZE,III,11.12,1572,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,200.0
EUW1_5332935509,BRONZE,III,11.12,2201,EUW1,100.0,200.0,200.0,100.0,200.0,200.0,200.0
EUW1_5332894375,BRONZE,III,11.12,2327,EUW1,100.0,100.0,100.0,100.0,100.0,200.0,100.0
EUW1_5332817609,BRONZE,III,11.12,1847,EUW1,200.0,100.0,200.0,200.0,100.0,100.0,200.0
EUW1_5332833046,BRONZE,III,11.12,2043,EUW1,200.0,200.0,200.0,200.0,,100.0,200.0
EUW1_5332758607,BRONZE,III,11.12,1583,EUW1,200.0,200.0,200.0,200.0,,200.0,
EUW1_5332254676,BRONZE,III,11.12,2209,EUW1,100.0,100.0,200.0,100.0,100.0,200.0,200.0
EUW1_5332088363,BRONZE,III,11.12,2478,EUW1,200.0,100.0,100.0,200.0,200.0,100.0,
EUW1_5331291701,BRONZE,III,11.12,2014,EUW1,200.0,200.0,100.0,200.0,,200.0,100.0
EUW1_5331115812,BRONZE,III,11.12,2047,EUW1,200.0,200.0,200.0,200.0,200.0,200.0,200.0
EUW1_5331181767,BRONZE,III,11.12,1386,EUW1,100.0,200.0,100.0,100.0,,100.0,100.0
EUW1_5331057950,BRONZE,III,11.12,1861,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,100.0
EUW1_5331091074,BRONZE,III,11.12,2196,EUW1,200.0,100.0,200.0,200.0,200.0,200.0,200.0
EUW1_5330267581,BRONZE,III,11.12,1585,EUW1,100.0,100.0,100.0,100.0,,100.0,100.0
EUW1_5330202208,BRONZE,III,11.12,2021,EUW1,100.0,200.0,100.0,100.0,100.0,100.0,100.0
EUW1_5330136688,BRONZE,III,11.12,1941,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,200.0
EUW1_5329780369,BRONZE,III,11.12,1634,EUW1,100.0,100.0,100.0,100.0,,100.0,
EUW1_5328663500,BRONZE,III,11.12,1448,EUW1,200.0,100.0,200.0,200.0,,100.0,100.0
EUW1_5328526094,BRONZE,III,11.12,2214,EUW1,200.0,100.0,200.0,200.0,100.0,100.0,200.0
EUW1_5328429753,BRONZE,III,11.12,2651,EUW1,200.0,100.0,200.0,200.0,100.0,200.0,200.0
EUW1_5328345946,BRONZE,III,11.12,1899,EUW1,100.0,100.0,100.0,100.0,100.0,200.0,100.0
EUW1_5327946445,BRONZE,III,11.12,2262,EUW1,200.0,200.0,200.0,200.0,200.0,200.0,100.0
EUW1_5327888849,BRONZE,III,11.12,1959,EUW1,100.0,200.0,100.0,100.0,,100.0,200.0
EUW1_5327115406,BRONZE,III,11.12,2553,EUW1,100.0,100.0,200.0,200.0,200.0,100.0,200.0
EUW1_5327043443,BRONZE,III,11.12,1298,EUW1,100.0,100.0,100.0,100.0,,100.0,100.0
EUW1_5326949297,BRONZE,III,11.12,1943,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,100.0
EUW1_5326771952,BRONZE,III,11.12,2106,EUW1,100.0,200.0,200.0,100.0,100.0,200.0,200.0
EUW1_5326718342,BRONZE,III,11.12,2108,EUW1,100.0,200.0,200.0,100.0,100.0,100.0,200.0
EUW1_5326645488,BRONZE,III,11.12,1804,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,100.0
EUW1_5326427506,BRONZE,III,11.12,2320,EUW1,200.0,200.0,200.0,100.0,200.0,200.0,100.0
EUW1_5326480720,BRONZE,III,11.12,1804,EUW1,200.0,200.0,200.0,100.0,200.0,100.0,200.0
EUW1_5325381633,BRONZE,III,11.12,1242,EUW1,100.0,100.0,100.0,,,200.0,200.0
EUW1_5325357016,BRONZE,III,11.12,1810,EUW1,100.0,100.0,100.0,100.0,,100.0,100.0
EUW1_5325284762,BRONZE,III,11.12,1680,EUW1,200.0,200.0,200.0,200.0,200.0,200.0,100.0
EUW1_5325173199,BRONZE,III,11.12,1480,EUW1,100.0,100.0,100.0,100.0,100.0,200.0,100.0
EUW1_5324511543,BRONZE,III,11.12,1731,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,100.0
EUW1_5324405325,BRONZE,III,11.12,2260,EUW1,200.0,100.0,200.0,200.0,,100.0,100.0
EUW1_5324163060,BRONZE,III,11.12,2125,EUW1,200.0,200.0,200.0,200.0,100.0,100.0,200.0
EUW1_5324077118,BRONZE,III,11.12,2296,EUW1,100.0,200.0,200.0,200.0,100.0,100.0,200.0
EUW1_5323993594,BRONZE,III,11.12,1915,EUW1,200.0,100.0,100.0,200.0,200.0,200.0,100.0
EUW1_5323397607,BRONZE,III,11.12,2421,EUW1,200.0,200.0,200.0,200.0,200.0,200.0,
EUW1_5322473122,BRONZE,III,11.12,2426,EUW1,100.0,100.0,200.0,100.0,100.0,100.0,200.0
EUW1_5321787498,BRONZE,III,11.12,1738,EUW1,200.0,200.0,200.0,200.0,200.0,200.0,200.0
EUW1_5321774631,BRONZE,III,11.12,1531,EUW1,200.0,200.0,200.0,200.0,,200.0,200.0
EUW1_5321690264,BRONZE,III,11.12,1829,EUW1,200.0,100.0,200.0,200.0,200.0,100.0,200.0
EUW1_5321157515,BRONZE,III,11.12,1996,EUW1,200.0,100.0,100.0,200.0,200.0,200.0,
EUW1_5320893586,BRONZE,III,11.12,2226,EUW1,100.0,200.0,100.0,100.0,,100.0,100.0
EUW1_5320860562,BRONZE,III,11.12,2132,EUW1,200.0,200.0,200.0,100.0,200.0,100.0,100.0
EUW1_5320606743,BRONZE,III,11.12,1767,EUW1,200.0,200.0,200.0,200.0,,200.0,200.0
EUW1_5320644557,BRONZE,III,11.12,1391,EUW1,200.0,200.0,200.0,200.0,200.0,100.0,200.0
EUW1_5320293903,BRONZE,III,11.12,2083,EUW1,100.0,100.0,100.0,100.0,200.0,100.0,200.0
EUW1_5320204680,BRONZE,III,11.12,2653,EUW1,200.0,200.0,200.0,200.0,200.0,100.0,100.0
EUW1_5320098639,BRONZE,III,11.12,1625,EUW1,100.0,100.0,100.0,100.0,,100.0,100.0
EUW1_5320123977,BRONZE,III,11.12,1370,EUW1,100.0,100.0,100.0,,,100.0,100.0
EUW1_5319298308,BRONZE,III,11.12,1929,EUW1,200.0,100.0,200.0,100.0,200.0,100.0,100.0
EUW1_5319323197,BRONZE,III,11.12,1587,EUW1,100.0,100.0,100.0,,100.0,100.0,200.0
EUW1_5318825073,BRONZE,III,11.12,2201,EUW1,100.0,100.0,100.0,100.0,100.0,200.0,100.0
EUW1_5318750351,BRONZE,III,11.12,2107,EUW1,100.0,200.0,100.0,100.0,200.0,100.0,100.0
EUW1_5318765075,BRONZE,III,11.12,1457,EUW1,200.0,200.0,200.0,,,100.0,100.0
EUW1_5497039161,BRONZE,III,11.2,1615,EUW1,200.0,100.0,200.0,,,200.0,100.0
EUW1_5357829133,BRONZE,III,11.14,1099,EUW1,200.0,200.0,200.0,,,200.0,200.0
EUW1_5340594455,BRONZE,III,11.13,2479,EUW1,100.0,100.0,200.0,100.0,200.0,100.0,200.0
EUW1_5261923954,BRONZE,III,11.9,1509,EUW1,200.0,200.0,200.0,200.0,200.0,100.0,200.0
EUW1_5260668448,BRONZE,III,11.9,2755,EUW1,100.0,200.0,100.0,200.0,100.0,200.0,100.0
EUW1_5260503837,BRONZE,III,11.9,1385,EUW1,100.0,100.0,100.0,,,200.0,100.0
EUW1_5249902150,BRONZE,III,11.9,1061,EUW1,100.0,100.0,100.0,,,200.0,100.0
EUW1_5249655871,BRONZE,III,11.9,1877,EUW1,100.0,200.0,100.0,100.0,100.0,100.0,200.0
EUW1_5246503567,BRONZE,III,11.9,1707,EUW1,200.0,100.0,100.0,200.0,200.0,100.0,200.0
EUW1_5244981098,BRONZE,III,11.9,1474,EUW1,100.0,200.0,200.0,100.0,,200.0,200.0
EUW1_5244875822,BRONZE,III,11.9,1660,EUW1,100.0,100.0,200.0,100.0,100.0,200.0,100.0
EUW1_5244881114,BRONZE,III,11.9,1327,EUW1,100.0,100.0,100.0,,,100.0,100.0
EUW1_5244502043,BRONZE,III,11.9,1312,EUW1,200.0,200.0,200.0,,,200.0,100.0
EUW1_5242627716,BRONZE,III,11.9,1632,EUW1,100.0,100.0,100.0,100.0,,200.0,200.0
EUW1_5237874464,BRONZE,III,11.9,2153,EUW1,100.0,100.0,200.0,100.0,100.0,100.0,100.0
EUW1_5237796631,BRONZE,III,11.9,2125,EUW1,100.0,100.0,100.0,100.0,,200.0,200.0
EUW1_5225947629,BRONZE,III,11.8,1494,EUW1,100.0,200.0,100.0,100.0,100.0,100.0,100.0
EUW1_5225050881,BRONZE,III,11.8,1321,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,100.0
EUW1_5199433036,BRONZE,III,11.7,1319,EUW1,200.0,200.0,200.0,200.0,,200.0,200.0
EUW1_5199346129,BRONZE,III,11.7,1886,EUW1,100.0,200.0,200.0,100.0,100.0,200.0,100.0
EUW1_5124195106,BRONZE,III,11.4,2019,EUW1,100.0,200.0,200.0,200.0,200.0,200.0,200.0
EUW1_5121392774,BRONZE,III,11.4,2001,EUW1,200.0,200.0,200.0,200.0,200.0,200.0,200.0
EUW1_5121286223,BRONZE,III,11.4,1780,EUW1,200.0,200.0,200.0,200.0,,200.0,100.0
EUW1_5116712086,BRONZE,III,11.4,1491,EUW1,200.0,200.0,200.0,200.0,200.0,200.0,200.0
EUW1_5116566380,BRONZE,III,11.4,2579,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,100.0
EUW1_5108596825,BRONZE,III,11.4,1388,EUW1,100.0,100.0,100.0,,,100.0,100.0
EUW1_5048501673,BRONZE,III,11.2,1979,EUW1,200.0,100.0,200.0,200.0,200.0,100.0,100.0
EUW1_4998949500,BRONZE,III,10.25,1775,EUW1,200.0,100.0,200.0,,,200.0,200.0
EUW1_4999011822,BRONZE,III,10.25,1625,EUW1,100.0,100.0,100.0,100.0,,200.0,100.0
EUW1_5188107381,BRONZE,III,11.7,1210,EUW1,200.0,200.0,200.0,200.0,,200.0,200.0
EUW1_5061511919,BRONZE,III,11.2,1681,EUW1,100.0,200.0,100.0,100.0,100.0,200.0,100.0
EUW1_5060760654,BRONZE,III,11.2,1704,EUW1,100.0,100.0,100.0,100.0,,200.0,200.0
EUW1_5060666578,BRONZE,III,11.2,1937,EUW1,200.0,200.0,200.0,200.0,200.0,200.0,100.0
EUW1_5059987909,BRONZE,III,11.2,2102,EUW1,100.0,100.0,200.0,100.0,100.0,100.0,200.0
EUW1_5059867741,BRONZE,III,11.2,2111,EUW1,100.0,200.0,100.0,100.0,100.0,100.0,
EUW1_5059673626,BRONZE,III,11.2,1396,EUW1,200.0,100.0,200.0,200.0,,100.0,
EUW1_5057466087,BRONZE,III,11.2,1099,EUW1,100.0,100.0,100.0,100.0,,100.0,100.0
EUW1_5057480613,BRONZE,III,11.2,1492,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,100.0
EUW1_5051007565,BRONZE,III,11.2,1881,EUW1,200.0,100.0,100.0,200.0,200.0,200.0,100.0
EUW1_5044752104,BRONZE,III,11.2,1537,EUW1,100.0,100.0,100.0,100.0,,100.0,100.0
EUW1_5044694065,BRONZE,III,11.2,1542,EUW1,100.0,200.0,100.0,100.0,100.0,100.0,100.0
EUW1_5042686183,BRONZE,III,11.1,1378,EUW1,100.0,100.0,200.0,100.0,,200.0,100.0
EUW1_5042387709,BRONZE,III,11.1,1803,EUW1,200.0,100.0,200.0,200.0,200.0,100.0,200.0
EUW1_5042423140,BRONZE,III,11.1,1776,EUW1,100.0,100.0,100.0,100.0,100.0,200.0,100.0
EUW1_5041345164,BRONZE,III,11.1,3261,EUW1,100.0,200.0,200.0,100.0,200.0,200.0,100.0
EUW1_5040936529,BRONZE,III,11.1,2062,EUW1,200.0,200.0,200.0,200.0,200.0,100.0,200.0
EUW1_5027281859,BRONZE,III,11.1,3099,EUW1,100.0,200.0,100.0,100.0,200.0,100.0,100.0
EUW1_5025774750,BRONZE,III,11.1,1449,EUW1,200.0,200.0,200.0,200.0,,200.0,200.0
EUW1_5025773896,BRONZE,III,11.1,1268,EUW1,100.0,100.0,100.0,100.0,,100.0,100.0
EUW1_5025703174,BRONZE,III,11.1,2507,EUW1,100.0,100.0,200.0,200.0,200.0,200.0,200.0
EUW1_5023578185,BRONZE,III,11.1,2050,EUW1,100.0,200.0,100.0,100.0,100.0,100.0,200.0
EUW1_5021746014,BRONZE,III,11.1,1885,EUW1,100.0,200.0,100.0,100.0,,100.0,100.0
EUW1_5021764787,BRONZE,III,11.1,918,EUW1,200.0,200.0,200.0,,,200.0,200.0
EUW1_5020251684,BRONZE,III,11.1,1998,EUW1,100.0,200.0,200.0,100.0,100.0,100.0,200.0
EUW1_5014731726,BRONZE,III,10.25,1528,EUW1,100.0,200.0,100.0,100.0,,100.0,
EUW1_5014640237,BRONZE,III,10.25,2119,EUW1,200.0,200.0,100.0,200.0,200.0,100.0,100.0
EUW1_5014394724,BRONZE,III,10.25,1544,EUW1,200.0,200.0,200.0,200.0,200.0,200.0,200.0
EUW1_5014304936,BRONZE,III,10.25,2307,EUW1,100.0,100.0,200.0,200.0,100.0,100.0,100.0
EUW1_5014210244,BRONZE,III,10.25,1154,EUW1,200.0,200.0,200.0,200.0,,100.0,200.0
EUW1_5014204123,BRONZE,III,10.25,1187,EUW1,100.0,100.0,200.0,100.0,,100.0,100.0
EUW1_5012898765,BRONZE,III,10.25,1227,EUW1,200.0,200.0,200.0,,,200.0,100.0
EUW1_5012912600,BRONZE,III,10.25,915,EUW1,100.0,100.0,100.0,100.0,,200.0,100.0
EUW1_5012895807,BRONZE,III,10.25,1341,EUW1,200.0,100.0,100.0,200.0,,100.0,200.0
EUW1_5012876347,BRONZE,III,10.25,1503,EUW1,200.0,200.0,100.0,200.0,,200.0,200.0
EUW1_5012497546,BRONZE,III,10.25,1888,EUW1,100.0,100.0,200.0,100.0,,100.0,100.0
EUW1_5012491262,BRONZE,III,10.25,1680,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,
EUW1_5012442486,BRONZE,III,10.25,1595,EUW1,100.0,100.0,100.0,100.0,,100.0,100.0
EUW1_5011492436,BRONZE,III,10.25,1591,EUW1,100.0,100.0,100.0,100.0,,100.0,100.0
EUW1_5011477117,BRONZE,III,10.25,937,EUW1,200.0,200.0,200.0,,,200.0,200.0
EUW1_5011409708,BRONZE,III,10.25,1274,EUW1,200.0,100.0,200.0,200.0,,100.0,200.0
EUW1_5259902073,BRONZE,III,11.9,2863,EUW1,100.0,200.0,200.0,200.0,100.0,100.0,100.0
EUW1_5139674621,BRONZE,III,11.5,196,EUW1,200.0,,,,,,
EUW1_5103208933,BRONZE,III,11.4,1665,EUW1,200.0,200.0,200.0,200.0,200.0,200.0,100.0
EUW1_5100699854,BRONZE,III,11.3,1077,EUW1,100.0,100.0,100.0,100.0,,100.0,100.0
EUW1_5097027849,BRONZE,III,11.3,1393,EUW1,100.0,100.0,100.0,,,200.0,200.0
EUW1_5096983705,BRONZE,III,11.3,1930,EUW1,100.0,200.0,100.0,100.0,100.0,200.0,100.0
EUW1_5095834744,BRONZE,III,11.3,1206,EUW1,200.0,100.0,200.0,200.0,,200.0,200.0
EUW1_5086739051,BRONZE,III,11.3,1028,EUW1,100.0,100.0,100.0,,,100.0,100.0
EUW1_5084766127,BRONZE,III,11.3,1368,EUW1,100.0,200.0,100.0,100.0,,100.0,
EUW1_5084732461,BRONZE,III,11.3,205,EUW1,200.0,,,,,,
EUW1_5084620152,BRONZE,III,11.3,223,EUW1,100.0,,,,,,
EUW1_5075412004,BRONZE,III,11.3,2283,EUW1,200.0,100.0,100.0,100.0,200.0,100.0,100.0
EUW1_5073616896,BRONZE,III,11.3,1548,EUW1,200.0,200.0,200.0,200.0,,200.0,200.0
EUW1_5073581309,BRONZE,III,11.3,2709,EUW1,100.0,200.0,100.0,100.0,200.0,200.0,
EUW1_5073533552,BRONZE,III,11.3,2009,EUW1,200.0,100.0,200.0,200.0,200.0,200.0,200.0
EUW1_5073227662,BRONZE,III,11.3,2408,EUW1,200.0,200.0,100.0,200.0,100.0,100.0,100.0
EUW1_5072407642,BRONZE,III,11.3,1312,EUW1,100.0,100.0,100.0,100.0,,100.0,100.0
EUW1_5072463775,BRONZE,III,11.3,204,EUW1,200.0,,,,,,
EUW1_5071154696,BRONZE,III,11.3,1652,EUW1,100.0,100.0,100.0,,,100.0,100.0
EUW1_5070335916,BRONZE,III,11.2,1622,EUW1,100.0,200.0,100.0,100.0,,200.0,100.0
EUW1_5069427481,BRONZE,III,11.2,2418,EUW1,200.0,200.0,100.0,100.0,200.0,100.0,100.0
EUW1_5069442827,BRONZE,III,11.2,1658,EUW1,200.0,200.0,200.0,200.0,100.0,200.0,200.0
EUW1_5067461269,BRONZE,III,11.2,2159,EUW1,100.0,100.0,200.0,100.0,,200.0,200.0
EUW1_5065890668,BRONZE,III,11.2,1864,EUW1,200.0,100.0,200.0,200.0,200.0,100.0,
EUW1_5065784568,BRONZE,III,11.2,1583,EUW1,200.0,200.0,200.0,200.0,200.0,200.0,
EUW1_5060246474,BRONZE,III,11.2,2773,EUW1,200.0,100.0,100.0,200.0,200.0,200.0,
EUW1_5059290546,BRONZE,III,11.2,1649,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,100.0
EUW1_5059137492,BRONZE,III,11.2,1832,EUW1,100.0,200.0,100.0,100.0,,100.0,100.0
EUW1_5059191915,BRONZE,III,11.2,1891,EUW1,100.0,200.0,100.0,100.0,,100.0,100.0
EUW1_5046420403,BRONZE,III,11.2,2195,EUW1,100.0,100.0,200.0,200.0,200.0,100.0,100.0
EUW1_5046416206,BRONZE,III,11.2,1452,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,100.0
EUW1_5041685636,BRONZE,III,11.1,2090,EUW1,200.0,200.0,200.0,200.0,,200.0,200.0
EUW1_5040728800,BRONZE,III,11.1,2100,EUW1,100.0,200.0,100.0,100.0,,100.0,100.0
EUW1_5040774125,BRONZE,III,11.1,1242,EUW1,200.0,100.0,200.0,200.0,,200.0,200.0
EUW1_5038939541,BRONZE,III,11.1,2136,EUW1,200.0,200.0,200.0,200.0,200.0,100.0,200.0
EUW1_5032963337,BRONZE,III,11.1,1537,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,100.0
EUW1_5032143507,BRONZE,III,11.1,2910,EUW1,200.0,100.0,100.0,200.0,200.0,200.0,
EUW1_5032000203,BRONZE,III,11.1,207,EUW1,100.0,200.0,,,,,
EUW1_5030555469,BRONZE,III,11.1,1498,EUW1,100.0,200.0,100.0,100.0,,100.0,100.0
EUW1_5030405876,BRONZE,III,11.1,2154,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,100.0
EUW1_5006094093,BRONZE,III,10.25,1646,EUW1,200.0,200.0,200.0,200.0,200.0,100.0,200.0
EUW1_5005956924,BRONZE,III,10.25,1928,EUW1,200.0,100.0,200.0,200.0,200.0,100.0,
EUW1_5548703869,BRONZE,III,11.22,2018,EUW1,200.0,100.0,100.0,100.0,100.0,100.0,100.0
EUW1_5544854477,BRONZE,III,11.22,2118,EUW1,100.0,100.0,200.0,100.0,100.0,100.0,200.0
EUW1_5544750051,BRONZE,III,11.22,1761,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,100.0
EUW1_5543215086,BRONZE,III,11.22,1451,EUW1,100.0,200.0,100.0,100.0,,100.0,
EUW1_5456836100,BRONZE,III,11.18,2390,EUW1,100.0,100.0,200.0,100.0,200.0,100.0,100.0
EUW1_5447200097,BRONZE,III,11.17,1673,EUW1,200.0,200.0,200.0,200.0,,200.0,200.0
EUW1_5447234471,BRONZE,III,11.17,1372,EUW1,200.0,200.0,200.0,200.0,,200.0,200.0
EUW1_5447116878,BRONZE,III,11.17,2548,EUW1,200.0,100.0,200.0,100.0,100.0,100.0,200.0
EUW1_5444460622,BRONZE,III,11.17,2285,EUW1,100.0,200.0,100.0,100.0,100.0,200.0,200.0
EUW1_5436895982,BRONZE,III,11.17,2022,EUW1,200.0,200.0,200.0,200.0,200.0,200.0,100.0
EUW1_5432118136,BRONZE,III,11.17,1330,EUW1,100.0,100.0,100.0,,,100.0,200.0
EUW1_5426167061,BRONZE,III,11.16,2298,EUW1,200.0,200.0,200.0,200.0,200.0,100.0,200.0
EUW1_5426041615,BRONZE,III,11.16,2058,EUW1,100.0,100.0,100.0,100.0,,200.0,200.0
EUW1_5418866013,BRONZE,III,11.16,1790,EUW1,100.0,100.0,100.0,100.0,100.0,200.0,200.0
