match_id,count,tier,division,patch,game_duration,region,winning_team,first_champion,first_tower,first_inhibitor,first_baron,first_dragon,first_rift_herald
EUW1_5479661889,2603,BRONZE,I,11.19,1797,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,100.0
EUW1_5479575964,2604,BRONZE,I,11.19,1719,EUW1,100.0,100.0,200.0,100.0,,100.0,200.0
EUW1_5479499524,2605,BRONZE,I,11.19,1352,EUW1,200.0,200.0,200.0,200.0,,100.0,200.0
EUW1_5479492935,2606,BRONZE,I,11.19,1647,EUW1,200.0,200.0,100.0,200.0,,200.0,100.0
EUW1_5479357161,2607,BRONZE,I,11.19,1509,EUW1,200.0,200.0,200.0,200.0,,200.0,200.0
EUW1_5479240342,2608,BRONZE,I,11.19,1674,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,100.0
EUW1_5479274148,2609,BRONZE,I,11.19,1284,EUW1,100.0,100.0,100.0,100.0,,100.0,100.0
EUW1_5449441489,2610,BRONZE,I,11.17,1121,EUW1,200.0,200.0,200.0,200.0,,200.0,200.0
EUW1_5187819923,2611,BRONZE,I,11.7,1573,EUW1,200.0,200.0,200.0,200.0,,200.0,200.0
EUW1_5187782584,2612,BRONZE,I,11.7,1550,EUW1,200.0,200.0,200.0,200.0,,100.0,200.0
EUW1_5150600096,2613,BRONZE,I,11.5,1239,EUW1,200.0,100.0,200.0,200.0,,200.0,200.0
EUW1_5150582584,2614,BRONZE,I,11.5,1931,EUW1,100.0,100.0,200.0,100.0,100.0,200.0,200.0
EUW1_5147658901,2615,BRONZE,I,11.5,1031,EUW1,200.0,200.0,200.0,200.0,,200.0,200.0
EUW1_5140867676,2616,BRONZE,I,11.5,1596,EUW1,100.0,100.0,100.0,100.0,200.0,100.0,100.0
EUW1_5125613555,2617,BRONZE,I,11.4,2047,EUW1,200.0,200.0,200.0,200.0,100.0,200.0,200.0
EUW1_5070527724,2618,BRONZE,I,11.2,1513,EUW1,200.0,200.0,200.0,200.0,200.0,200.0,200.0
EUW1_5070479839,2619,BRONZE,I,11.2,1604,EUW1,100.0,100.0,100.0,100.0,,200.0,100.0
EUW1_5070493268,2620,BRONZE,I,11.2,1351,EUW1,200.0,200.0,200.0,200.0,200.0,200.0,200.0
EUW1_5070357138,2621,BRONZE,I,11.2,1629,EUW1,100.0,100.0,100.0,100.0,,100.0,100.0
EUW1_5070268323,2622,BRONZE,I,11.2,1741,EUW1,200.0,200.0,200.0,200.0,,200.0,200.0
EUW1_5032439830,2623,BRONZE,I,11.1,2222,EUW1,100.0,100.0,100.0,100.0,200.0,100.0,
EUW1_5032371850,2624,BRONZE,I,11.1,1539,EUW1,100.0,100.0,100.0,100.0,,200.0,100.0
EUW1_5032203251,2625,BRONZE,I,11.1,1900,EUW1,100.0,100.0,100.0,100.0,100.0,200.0,100.0
EUW1_5019831475,2626,BRONZE,I,11.1,1722,EUW1,100.0,200.0,100.0,100.0,100.0,100.0,100.0
EUW1_4994961225,2627,BRONZE,I,10.25,2176,EUW1,100.0,100.0,200.0,100.0,100.0,100.0,100.0
EUW1_4994805992,2628,BRONZE,I,10.25,1349,EUW1,200.0,100.0,200.0,,,200.0,200.0
EUW1_4994726359,2629,BRONZE,I,10.25,198,EUW1,200.0,200.0,,,,,
EUW1_4993682200,2630,BRONZE,I,10.25,2121,EUW1,100.0,100.0,100.0,100.0,,100.0,100.0
EUW1_4993569533,2631,BRONZE,I,10.25,1371,EUW1,200.0,100.0,200.0,200.0,,200.0,200.0
EUW1_4993553961,2632,BRONZE,I,10.25,2201,EUW1,100.0,100.0,200.0,100.0,200.0,200.0,100.0
EUW1_4993239248,2633,BRONZE,I,10.25,1894,EUW1,100.0,100.0,100.0,100.0,,200.0,200.0
EUW1_4992624293,2634,BRONZE,I,10.25,1380,EUW1,100.0,100.0,100.0,100.0,,100.0,100.0
EUW1_4992470357,2635,BRONZE,I,10.25,1735,EUW1,100.0,200.0,100.0,100.0,,200.0,200.0
EUW1_4992525750,2636,BRONZE,I,10.25,924,EUW1,100.0,200.0,100.0,,,100.0,100.0
EUW1_4991948720,2637,BRONZE,I,10.25,1296,EUW1,100.0,100.0,100.0,100.0,,100.0,100.0
EUW1_4991465698,2638,BRONZE,I,10.25,2072,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,100.0
EUW1_4991425949,2639,BRONZE,I,10.25,2328,EUW1,200.0,,100.0,200.0,,100.0,
EUW1_4991157279,2640,BRONZE,I,10.25,2328,EUW1,200.0,200.0,200.0,100.0,100.0,200.0,100.0
EUW1_4986186549,2641,BRONZE,I,10.25,1690,EUW1,200.0,200.0,200.0,200.0,,200.0,200.0
EUW1_4985775949,2642,BRONZE,I,10.25,2688,EUW1,100.0,200.0,200.0,100.0,100.0,200.0,100.0
EUW1_4985737092,2643,BRONZE,I,10.25,1470,EUW1,100.0,100.0,100.0,100.0,100.0,200.0,100.0
EUW1_4984817964,2644,BRONZE,I,10.25,943,EUW1,100.0,100.0,100.0,,,100.0,100.0
EUW1_4984382162,2645,BRONZE,I,10.25,2006,EUW1,100.0,100.0,100.0,100.0,100.0,200.0,200.0
EUW1_4984079233,2646,BRONZE,I,10.25,1232,EUW1,200.0,200.0,200.0,200.0,,200.0,200.0
EUW1_4984083068,2647,BRONZE,I,10.25,2247,EUW1,200.0,100.0,200.0,100.0,200.0,100.0,200.0
EUW1_5472406684,2648,BRONZE,I,11.19,2163,EUW1,100.0,100.0,200.0,100.0,100.0,200.0,200.0
EUW1_5470633655,2649,BRONZE,I,11.18,1294,EUW1,200.0,200.0,200.0,200.0,,100.0,100.0
EUW1_5470552553,2650,BRONZE,I,11.18,1381,EUW1,100.0,100.0,100.0,100.0,,200.0,100.0
EUW1_5470516493,2651,BRONZE,I,11.18,1663,EUW1,100.0,100.0,100.0,100.0,100.0,200.0,100.0
EUW1_5469600225,2652,BRONZE,I,11.18,1309,EUW1,100.0,200.0,100.0,100.0,,200.0,100.0
EUW1_5464785387,2653,BRONZE,I,11.18,2413,EUW1,200.0,200.0,200.0,200.0,200.0,200.0,200.0
EUW1_5461297909,2654,BRONZE,I,11.18,1936,EUW1,100.0,200.0,200.0,100.0,100.0,100.0,200.0
EUW1_5461216128,2655,BRONZE,I,11.18,2177,EUW1,200.0,200.0,200.0,200.0,200.0,200.0,200.0
EUW1_5460950048,2656,BRONZE,I,11.18,1839,EUW1,100.0,100.0,200.0,100.0,,100.0,200.0
EUW1_5460965076,2657,BRONZE,I,11.18,1874,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,100.0
EUW1_5460911854,2658,BRONZE,I,11.18,1436,EUW1,100.0,200.0,100.0,100.0,,200.0,200.0
EUW1_5460753886,2659,BRONZE,I,11.18,1533,EUW1,200.0,200.0,200.0,200.0,200.0,100.0,100.0
EUW1_5459722123,2660,BRONZE,I,11.18,1436,EUW1,100.0,200.0,200.0,,,100.0,100.0
EUW1_5458765816,2661,BRONZE,I,11.18,1198,EUW1,200.0,200.0,200.0,200.0,,200.0,100.0
EUW1_5456705688,2662,BRONZE,I,11.18,1274,EUW1,200.0,100.0,200.0,,,200.0,200.0
EUW1_5456731589,2663,BRONZE,I,11.18,1192,EUW1,200.0,200.0,200.0,200.0,,200.0,200.0
EUW1_5456595457,2664,BRONZE,I,11.18,1531,EUW1,200.0,200.0,200.0,200.0,200.0,100.0,200.0
EUW1_5456510066,2665,BRONZE,I,11.18,1921,EUW1,100.0,100.0,100.0,100.0,100.0,200.0,100.0
EUW1_5454847859,2666,BRONZE,I,11.18,2401,EUW1,200.0,100.0,200.0,200.0,200.0,100.0,200.0
EUW1_5454832261,2667,BRONZE,I,11.18,2030,EUW1,200.0,200.0,200.0,100.0,100.0,100.0,200.0
EUW1_5454022583,2668,BRONZE,I,11.18,1972,EUW1,200.0,100.0,100.0,200.0,,100.0,100.0
EUW1_5453365564,2669,BRONZE,I,11.18,2090,EUW1,200.0,200.0,100.0,200.0,200.0,200.0,100.0
EUW1_5453250268,2670,BRONZE,I,11.18,2371,EUW1,100.0,200.0,100.0,100.0,100.0,100.0,100.0
EUW1_5453216617,2671,BRONZE,I,11.18,1559,EUW1,100.0,100.0,100.0,100.0,,100.0,100.0
EUW1_5451255235,2672,BRONZE,I,11.17,1447,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,100.0
EUW1_5451252842,2673,BRONZE,I,11.17,1590,EUW1,100.0,100.0,100.0,100.0,100.0,200.0,
EUW1_5450420912,2674,BRONZE,I,11.17,2281,EUW1,200.0,200.0,100.0,200.0,200.0,100.0,100.0
EUW1_5450235450,2675,BRONZE,I,11.17,1969,EUW1,200.0,200.0,200.0,200.0,200.0,200.0,200.0
EUW1_5449666643,2676,BRONZE,I,11.17,1326,EUW1,200.0,100.0,200.0,200.0,,200.0,200.0
EUW1_5449635914,2677,BRONZE,I,11.17,1299,EUW1,200.0,200.0,200.0,,,200.0,200.0
EUW1_5449147337,2678,BRONZE,I,11.17,2326,EUW1,100.0,200.0,100.0,100.0,100.0,200.0,100.0
EUW1_5449065981,2679,BRONZE,I,11.17,2221,EUW1,200.0,100.0,100.0,200.0,200.0,100.0,100.0
EUW1_5448940194,2680,BRONZE,I,11.17,2239,EUW1,100.0,100.0,200.0,100.0,200.0,200.0,100.0
EUW1_5447933245,2681,BRONZE,I,11.17,1787,EUW1,200.0,100.0,200.0,200.0,200.0,100.0,200.0
EUW1_5447656257,2682,BRONZE,I,11.17,2364,EUW1,200.0,100.0,100.0,200.0,100.0,200.0,100.0
EUW1_5447417214,2683,BRONZE,I,11.17,2503,EUW1,200.0,200.0,100.0,100.0,200.0,100.0,200.0
EUW1_5446166237,2684,BRONZE,I,11.17,1724,EUW1,200.0,200.0,100.0,200.0,200.0,200.0,100.0
EUW1_5446058456,2685,BRONZE,I,11.17,3038,EUW1,100.0,200.0,200.0,100.0,200.0,200.0,200.0
EUW1_5407799419,2686,BRONZE,I,11.15,2027,EUW1,200.0,100.0,200.0,200.0,200.0,200.0,100.0
EUW1_5406945741,2687,BRONZE,I,11.15,1510,EUW1,100.0,100.0,200.0,100.0,,100.0,200.0
EUW1_5406850206,2688,BRONZE,I,11.15,1715,EUW1,200.0,200.0,200.0,200.0,200.0,100.0,200.0
EUW1_5406824122,2689,BRONZE,I,11.15,1999,EUW1,200.0,100.0,100.0,100.0,100.0,100.0,100.0
EUW1_5406320013,2690,BRONZE,I,11.15,1996,EUW1,200.0,200.0,200.0,200.0,200.0,100.0,200.0
EUW1_5406284673,2691,BRONZE,I,11.15,2495,EUW1,100.0,200.0,100.0,100.0,100.0,100.0,100.0
EUW1_5405236462,2692,BRONZE,I,11.15,2738,EUW1,200.0,100.0,100.0,200.0,100.0,200.0,100.0
EUW1_5405180653,2693,BRONZE,I,11.15,1506,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,100.0
EUW1_5405075519,2694,BRONZE,I,11.15,1952,EUW1,100.0,100.0,100.0,100.0,200.0,100.0,100.0
EUW1_5404299687,2695,BRONZE,I,11.15,1936,EUW1,200.0,200.0,200.0,200.0,200.0,100.0,100.0
EUW1_5404275828,2696,BRONZE,I,11.15,1892,EUW1,200.0,200.0,200.0,200.0,200.0,100.0,200.0
EUW1_5404024200,2697,BRONZE,I,11.15,1874,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,100.0
EUW1_5403424440,2698,BRONZE,I,11.15,1983,EUW1,200.0,100.0,100.0,200.0,100.0,200.0,100.0
EUW1_5403317287,2699,BRONZE,I,11.15,2732,EUW1,100.0,200.0,100.0,100.0,100.0,100.0,100.0
EUW1_5402347134,2700,BRONZE,I,11.15,2284,EUW1,200.0,200.0,100.0,200.0,200.0,200.0,100.0
EUW1_5402371963,2701,BRONZE,I,11.15,1809,EUW1,100.0,100.0,200.0,100.0,100.0,100.0,200.0
EUW1_5402245454,2702,BRONZE,I,11.15,2572,EUW1,100.0,100.0,200.0,200.0,100.0,100.0,200.0
EUW1_5402088262,2703,BRONZE,I,11.15,1642,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,200.0
EUW1_5401317332,2704,BRONZE,I,11.15,2244,EUW1,100.0,100.0,200.0,100.0,100.0,200.0,100.0
EUW1_5401277004,2705,BRONZE,I,11.15,1815,EUW1,200.0,200.0,200.0,200.0,200.0,200.0,200.0
EUW1_5400639705,2706,BRONZE,I,11.15,1919,EUW1,200.0,200.0,200.0,200.0,200.0,200.0,100.0
EUW1_5400660550,2707,BRONZE,I,11.15,2073,EUW1,100.0,200.0,100.0,100.0,100.0,100.0,200.0
EUW1_5400420356,2708,BRONZE,I,11.15,1364,EUW1,100.0,200.0,100.0,100.0,100.0,100.0,100.0
EUW1_5399696299,2709,BRONZE,I,11.15,1880,EUW1,100.0,100.0,200.0,100.0,,100.0,100.0
EUW1_5399629009,2710,BRONZE,I,11.15,1230,EUW1,200.0,200.0,200.0,200.0,,100.0,200.0
EUW1_5399553268,2711,BRONZE,I,11.15,1792,EUW1,200.0,100.0,200.0,200.0,200.0,100.0,
EUW1_5399287063,2712,BRONZE,I,11.15,1979,EUW1,100.0,200.0,200.0,,,200.0,100.0
EUW1_5399216807,2713,BRONZE,I,11.15,2646,EUW1,100.0,200.0,200.0,200.0,100.0,200.0,200.0
EUW1_5399144447,2714,BRONZE,I,11.15,1388,EUW1,200.0,100.0,200.0,200.0,,200.0,200.0
EUW1_5399059931,2715,BRONZE,I,11.15,1448,EUW1,200.0,100.0,200.0,200.0,,200.0,200.0
EUW1_5397657766,2716,BRONZE,I,11.15,1484,EUW1,200.0,100.0,100.0,,,100.0,200.0
EUW1_5397623843,2717,BRONZE,I,11.15,1677,EUW1,100.0,100.0,100.0,100.0,,100.0,100.0
EUW1_5397508621,2718,BRONZE,I,11.15,1999,EUW1,100.0,200.0,100.0,100.0,100.0,100.0,100.0
EUW1_5396549988,2719,BRONZE,I,11.15,1875,EUW1,100.0,200.0,200.0,100.0,,100.0,200.0
EUW1_5396542819,2720,BRONZE,I,11.15,2447,EUW1,200.0,200.0,100.0,200.0,200.0,100.0,200.0
EUW1_5394851243,2721,BRONZE,I,11.15,1684,EUW1,200.0,200.0,200.0,200.0,200.0,100.0,200.0
EUW1_5390730208,2722,BRONZE,I,11.15,1980,EUW1,100.0,100.0,100.0,100.0,,100.0,
EUW1_5390676139,2723,BRONZE,I,11.15,1268,EUW1,100.0,100.0,100.0,100.0,,100.0,100.0
EUW1_5390639521,2724,BRONZE,I,11.15,1557,EUW1,100.0,200.0,100.0,100.0,100.0,200.0,100.0
EUW1_5387909654,2725,BRONZE,I,11.15,1860,EUW1,100.0,200.0,200.0,100.0,100.0,200.0,200.0
EUW1_5383048046,2726,BRONZE,I,11.15,2014,EUW1,200.0,100.0,200.0,200.0,200.0,100.0,200.0
EUW1_5383043722,2727,BRONZE,I,11.15,1333,EUW1,100.0,100.0,100.0,100.0,,100.0,100.0
EUW1_5381441999,2728,BRONZE,I,11.15,2467,EUW1,100.0,100.0,100.0,200.0,100.0,100.0,100.0
EUW1_5379995074,2729,BRONZE,I,11.15,1663,EUW1,200.0,200.0,200.0,200.0,200.0,100.0,200.0
EUW1_5379679573,2730,BRONZE,I,11.15,1592,EUW1,200.0,100.0,100.0,200.0,200.0,200.0,100.0
EUW1_5376567392,2731,BRONZE,I,11.14,2564,EUW1,200.0,100.0,200.0,200.0,200.0,100.0,200.0
EUW1_5376528154,2732,BRONZE,I,11.14,2125,EUW1,100.0,200.0,100.0,100.0,,100.0,200.0
EUW1_5376463130,2733,BRONZE,I,11.14,2084,EUW1,200.0,200.0,200.0,200.0,,100.0,100.0
EUW1_5376305949,2734,BRONZE,I,11.14,1733,EUW1,100.0,200.0,100.0,100.0,100.0,100.0,100.0
EUW1_5376283322,2735,BRONZE,I,11.14,1607,EUW1,200.0,100.0,100.0,,,100.0,100.0
EUW1_5376138670,2736,BRONZE,I,11.14,1171,EUW1,100.0,100.0,100.0,,,100.0,
EUW1_5376171213,2737,BRONZE,I,11.14,2446,EUW1,200.0,200.0,200.0,200.0,200.0,100.0,200.0
EUW1_5373708491,2738,BRONZE,I,11.14,1648,EUW1,200.0,200.0,200.0,200.0,,200.0,
EUW1_5373751498,2739,BRONZE,I,11.14,1682,EUW1,200.0,200.0,200.0,200.0,,200.0,200.0
EUW1_5373607723,2740,BRONZE,I,11.14,1314,EUW1,200.0,200.0,200.0,200.0,,200.0,100.0
EUW1_5372169588,2741,BRONZE,I,11.14,1836,EUW1,200.0,200.0,200.0,200.0,200.0,200.0,100.0
EUW1_5372155698,2742,BRONZE,I,11.14,1287,EUW1,200.0,200.0,200.0,200.0,,200.0,200.0
EUW1_5372087158,2743,BRONZE,I,11.14,1989,EUW1,100.0,100.0,100.0,100.0,100.0,200.0,100.0
EUW1_5370350895,2744,BRONZE,I,11.14,1492,EUW1,100.0,200.0,100.0,,,100.0,100.0
EUW1_5370198952,2745,BRONZE,I,11.14,2362,EUW1,100.0,200.0,200.0,100.0,100.0,100.0,200.0
EUW1_5370185449,2746,BRONZE,I,11.14,1399,EUW1,100.0,100.0,100.0,100.0,100.0,200.0,100.0
EUW1_5370180849,2747,BRONZE,I,11.14,1817,EUW1,100.0,200.0,100.0,100.0,100.0,100.0,200.0
EUW1_5154110447,2748,BRONZE,I,11.5,1396,EUW1,200.0,100.0,200.0,200.0,,200.0,200.0
EUW1_5154135153,2749,BRONZE,I,11.5,1885,EUW1,100.0,200.0,100.0,100.0,100.0,200.0,100.0
EUW1_5154151230,2750,BRONZE,I,11.5,1111,EUW1,100.0,100.0,100.0,,,100.0,200.0
EUW1_5153004622,2751,BRONZE,I,11.5,1921,EUW1,100.0,200.0,200.0,100.0,100.0,200.0,200.0
EUW1_5150972370,2752,BRONZE,I,11.5,1927,EUW1,100.0,100.0,200.0,100.0,100.0,200.0,200.0
EUW1_5149069751,2753,BRONZE,I,11.5,1639,EUW1,100.0,100.0,100.0,100.0,,100.0,100.0
EUW1_5149015775,2754,BRONZE,I,11.5,1889,EUW1,100.0,200.0,100.0,100.0,100.0,100.0,100.0
EUW1_5147630221,2755,BRONZE,I,11.5,3266,EUW1,200.0,100.0,200.0,100.0,200.0,100.0,
EUW1_5145708617,2756,BRONZE,I,11.5,2478,EUW1,200.0,100.0,200.0,100.0,100.0,200.0,200.0
EUW1_5145752543,2757,BRONZE,I,11.5,1382,EUW1,200.0,100.0,200.0,200.0,,100.0,100.0
EUW1_5144362616,2758,BRONZE,I,11.5,2300,EUW1,200.0,200.0,200.0,100.0,200.0,100.0,200.0
EUW1_5144269833,2759,BRONZE,I,11.5,203,EUW1,200.0,200.0,,,,,
EUW1_5144116476,2760,BRONZE,I,11.5,2160,EUW1,100.0,100.0,200.0,100.0,100.0,200.0,100.0
EUW1_5144112542,2761,BRONZE,I,11.5,1098,EUW1,100.0,100.0,100.0,100.0,,200.0,100.0
EUW1_5143074829,2762,BRONZE,I,11.5,1173,EUW1,200.0,200.0,200.0,200.0,,200.0,200.0
EUW1_5141242638,2763,BRONZE,I,11.5,2080,EUW1,100.0,100.0,200.0,100.0,100.0,100.0,200.0
EUW1_5141196933,2764,BRONZE,I,11.5,1725,EUW1,200.0,200.0,100.0,200.0,200.0,200.0,200.0
EUW1_5140639318,2765,BRONZE,I,11.5,2129,EUW1,100.0,100.0,200.0,100.0,,100.0,200.0
EUW1_5139511078,2766,BRONZE,I,11.5,1942,EUW1,200.0,200.0,200.0,200.0,200.0,100.0,200.0
EUW1_5139435385,2767,BRONZE,I,11.5,1599,EUW1,100.0,100.0,100.0,100.0,,200.0,100.0
EUW1_5139160253,2768,BRONZE,I,11.5,3048,EUW1,100.0,200.0,100.0,100.0,100.0,200.0,
EUW1_5139110076,2769,BRONZE,I,11.5,1512,EUW1,100.0,100.0,100.0,100.0,,100.0,100.0
EUW1_5139008631,2770,BRONZE,I,11.5,1170,EUW1,100.0,100.0,100.0,,,100.0,200.0
EUW1_5138717587,2771,BRONZE,I,11.5,1381,EUW1,100.0,200.0,100.0,100.0,,100.0,100.0
EUW1_5138692722,2772,BRONZE,I,11.5,1476,EUW1,100.0,100.0,100.0,100.0,,200.0,200.0
EUW1_5138565641,2773,BRONZE,I,11.5,2389,EUW1,200.0,200.0,200.0,200.0,200.0,100.0,
EUW1_5138478539,2774,BRONZE,I,11.5,1763,EUW1,200.0,200.0,200.0,200.0,200.0,200.0,200.0
EUW1_5137517103,2775,BRONZE,I,11.5,2262,EUW1,100.0,200.0,200.0,200.0,200.0,100.0,200.0
EUW1_5137520572,2776,BRONZE,I,11.5,1373,EUW1,200.0,200.0,200.0,200.0,,200.0,200.0
EUW1_5137254413,2777,BRONZE,I,11.5,1406,EUW1,200.0,100.0,200.0,200.0,,100.0,100.0
EUW1_5124280539,2778,BRONZE,I,11.4,1638,EUW1,100.0,100.0,100.0,100.0,,200.0,200.0
EUW1_5123891529,2779,BRONZE,I,11.4,2326,EUW1,200.0,100.0,200.0,200.0,200.0,100.0,
EUW1_5123735278,2780,BRONZE,I,11.4,1509,EUW1,100.0,200.0,100.0,100.0,,100.0,100.0
EUW1_5116518609,2781,BRONZE,I,11.4,1919,EUW1,100.0,200.0,200.0,200.0,200.0,100.0,200.0
EUW1_5102357997,2782,BRONZE,I,11.3,1275,EUW1,100.0,100.0,100.0,,,100.0,200.0
EUW1_5366744989,2783,BRONZE,I,11.14,2170,EUW1,100.0,100.0,100.0,200.0,100.0,100.0,100.0
EUW1_5366752846,2784,BRONZE,I,11.14,2238,EUW1,200.0,200.0,100.0,200.0,100.0,100.0,100.0
EUW1_5366741786,2785,BRONZE,I,11.14,1385,EUW1,200.0,200.0,200.0,200.0,,100.0,200.0
EUW1_5366701041,2786,BRONZE,I,11.14,1350,EUW1,200.0,200.0,200.0,200.0,,200.0,200.0
EUW1_5363564255,2787,BRONZE,I,11.14,1373,EUW1,100.0,100.0,100.0,100.0,,100.0,200.0
EUW1_5363553671,2788,BRONZE,I,11.14,1576,EUW1,100.0,100.0,100.0,100.0,,100.0,200.0
EUW1_5363572612,2789,BRONZE,I,11.14,1715,EUW1,100.0,200.0,100.0,100.0,100.0,100.0,100.0
EUW1_5363571695,2790,BRONZE,I,11.14,1850,EUW1,200.0,100.0,200.0,200.0,200.0,200.0,200.0
EUW1_5363540748,2791,BRONZE,I,11.14,2360,EUW1,200.0,100.0,200.0,200.0,100.0,200.0,200.0
EUW1_5363468751,2792,BRONZE,I,11.14,1283,EUW1,100.0,100.0,100.0,100.0,,100.0,100.0
EUW1_5251395069,2793,BRONZE,I,11.9,1445,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,200.0
EUW1_5251119748,2794,BRONZE,I,11.9,1843,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,200.0
EUW1_5251171919,2795,BRONZE,I,11.9,1867,EUW1,100.0,200.0,100.0,100.0,100.0,200.0,200.0
EUW1_5249706631,2796,BRONZE,I,11.9,2056,EUW1,200.0,200.0,100.0,200.0,200.0,200.0,100.0
EUW1_5249578845,2797,BRONZE,I,11.9,1930,EUW1,200.0,100.0,100.0,200.0,200.0,100.0,100.0
EUW1_5245620507,2798,BRONZE,I,11.9,2640,EUW1,200.0,100.0,100.0,200.0,200.0,200.0,100.0
EUW1_5245413945,2799,BRONZE,I,11.9,1285,EUW1,100.0,100.0,100.0,,,100.0,100.0
EUW1_5245297662,2800,BRONZE,I,11.9,1808,EUW1,100.0,100.0,100.0,100.0,100.0,100.0,100.0
EUW1_5245301481,2801,BRONZE,I,11.9,1145,EUW1,100.0,100.0,100.0,,,100.0,200.0
EUW1_5244024804,2802,BRONZE,I,11.9,1601,EUW1,100.0,200.0,100.0,100.0,100.0,100.0,100.0
EUW1_5244003544,2803,BRONZE,I,11.9,2288,EUW1,100.0,100.0,100.0,100.0,200.0,100.0,100.0
EUW1_5243895120,2804,BRONZE,I,11.9,2126,EUW1,200.0,200.0,200.0,200.0,200.0,100.0,100.0
EUW1_5243729255,2805,BRONZE,I,11.9,1643,EUW1,100.0,200.0,100.0,100.0,100.0,200.0,100.0
EUW1_5237163942,2806,BRONZE,I,11.9,2764,EUW1,100.0,100.0,200.0,200.0,200.0,200.0,200.0
EUW1_5237056196,2807,BRONZE,I,11.9,2419,EUW1,100.0,100.0,100.0,100.0,200.0,100.0,100.0
EUW1_5237020342,2808,BRONZE,I,11.9,1806,EUW1,200.0,200.0,200.0,200.0,200.0,100.0,200.0
EUW1_5236941625,2809,BRONZE,I,11.9,2684,EUW1,100.0,200.0,100.0,200.0,200.0,200.0,
EUW1_5236916555,2810,BRONZE,I,11.9,1677,EUW1,200.0,100.0,200.0,200.0,200.0,200.0,100.0
EUW1_5236881299,2811,BRONZE,I,11.9,2213,EUW1,100.0,200.0,200.0,100.0,100.0,100.0,100.0
EUW1_5236734286,2812,BRONZE,I,11.9,3275,EUW1,100.0,100.0,100.0,100.0,100.0,200.0,100.0
EUW1_5235813613,2813,BRONZE,I,11.8,1336,EUW1,200.0,200.0,200.0,200.0,,200.0,200.0
EUW1_5235629643,2814,BRONZE,I,11.8,1478,EUW1,100.0,200.0,100.0,100.0,,100.0,200.0
EUW1_5235682062,2815,BRONZE,I,11.8,1752,EUW1,100.0,200.0,200.0,100.0,,100.0,100.0
EUW1_5235361225,2816,BRONZE,I,11.8,2013,EUW1,200.0,100.0,100.0,200.0,200.0,100.0,200.0
EUW1_5235292289,2817,BRONZE,I,11.8,2237,EUW1,100.0,200.0,100.0,100.0,100.0,100.0,100.0
EUW1_5235167603,2818,BRONZE,I,11.8,1969,EUW1,100.0,200.0,100.0,100.0,200.0,200.0,200.0
EUW1_5234191351,2819,BRONZE,I,11.8,2099,EUW1,100.0,100.0,200.0,200.0,100.0,200.0,100.0
EUW1_5234025301,2820,BRONZE,I,11.8,1909,EUW1,100.0,200.0,100.0,100.0,200.0,100.0,200.0
EUW1_5233867701,2821,BRONZE,I,11.8,1680,EUW1,200.0,100.0,100.0,200.0,200.0,200.0,100.0
EUW1_5233769873,2822,BRONZE,I,11.8,1710,EUW1,200.0,100.0,200.0,200.0,200.0,100.0,200.0
EUW1_5233722947,2823,BRONZE,I,11.8,1837,EUW1,100.0,100.0,200.0,100.0,,200.0,200.0
EUW1_5233419903,2824,BRONZE,I,11.8,1330,EUW1,100.0,100.0,100.0,100.0,,100.0,100.0
EUW1_5233373806,2825,BRONZE,I,11.8,1703,EUW1,100.0,200.0,200.0,100.0,100.0,100.0,100.0
EUW1_5233295553,2826,BRONZE,I,11.8,2168,EUW1,100.0,100.0,100.0,100.0,200.0,200.0,100.0
EUW1_5233240827,2827,BRONZE,I,11.8,1836,EUW1,200.0,200.0,200.0,200.0,200.0,200.0,200.0
EUW1_5233185115,2828,BRONZE,I,11.8,1424,EUW1,200.0,200.0,100.0,200.0,,200.0,200.0
EUW1_5232569330,2829,BRONZE,I,11.8,1542,EUW1,100.0,100.0,100.0,100.0,,200.0,100.0
EUW1_5232617045,2830,BRONZE,I,11.8,1193,EUW1,100.0,100.0,200.0,,,100.0,
EUW1_5232587080,2831,BRONZE,I,11.8,198,EUW1,100.0,100.0,,,,,
EUW1_5232574742,2832,BRONZE,I,11.8,1656,EUW1,100.0,200.0,200.0,100.0,100.0,100.0,200.0
EUW1_5232590933,2833,BRONZE,I,11.8,2380,EUW1,200.0,100.0,200.0,200.0,200.0,100.0,200.0
EUW1_5232515749,2834,BRONZE,I,11.8,2364,EUW1,200.0,100.0,200.0,200.0,200.0,100.0,200.0
EUW1_5226653451,2835,BRONZE,I,11.8,964,EUW1,100.0,100.0,100.0,,,100.0,
EUW1_5226550292,2836,BRONZE,I,11.8,1002,EUW1,100.0,100.0,100.0,,,100.0,100.0
EUW1_5226483078,2837,BRONZE,I,11.8,1759,EUW1,100.0,200.0,100.0,100.0,,200.0,100.0
