match_id,patch,game_duration,region,winning_team,first_champion,first_towerfirst_inhibitor,first_baron,first_dragon,first_rift_herald
EUW1_5526770294,11.21,1417,EUW1,200,200,200,200,200,100,200
EUW1_5526806571,11.21,1234,EUW1,100,200,100,100,,200,
EUW1_5534772782,11.21,1234,EUW1,200,100,200,200,,200,200
EUW1_5534719917,11.21,1148,EUW1,100,200,100,,,100,100
EUW1_5534416475,11.21,1570,EUW1,200,100,200,200,200,200,200
EUW1_5534362712,11.21,1800,EUW1,100,200,100,100,100,200,100
EUW1_5532959974,11.21,1884,EUW1,200,200,200,200,200,100,200
EUW1_5532896716,11.21,2311,EUW1,200,100,200,200,200,200,200
EUW1_5532922718,11.21,1303,EUW1,200,200,200,200,200,200,200
EUW1_5532276350,11.21,1622,EUW1,200,200,200,200,200,200,200
EUW1_5526905890,11.21,1940,EUW1,100,200,100,100,100,200,100
EUW1_5526903100,11.21,1503,EUW1,200,100,100,200,200,200,
EUW1_5526850835,11.21,1248,EUW1,200,100,200,,,200,200
EUW1_5526748668,11.21,1715,EUW1,100,200,200,100,100,100,100
EUW1_5526373453,11.21,2054,EUW1,100,100,100,100,100,200,100
EUW1_5526246482,11.21,1427,EUW1,200,200,200,200,200,200,200
EUW1_5526196669,11.21,2012,EUW1,200,100,200,200,200,100,200
EUW1_5526202704,11.21,618,EUW1,100,100,100,,,,
EUW1_5526055274,11.21,1789,EUW1,100,200,200,100,100,200,100
EUW1_5525867480,11.21,1552,EUW1,100,100,100,100,100,200,100
EUW1_5525772709,11.21,1368,EUW1,200,100,200,,200,200,200
EUW1_5525635646,11.21,1133,EUW1,100,200,100,,,100,100
EUW1_5525447973,11.21,1926,EUW1,200,200,100,200,200,100,200
EUW1_5525413180,11.21,1771,EUW1,200,200,100,200,200,100,200
EUW1_5525329484,11.21,1303,EUW1,100,100,100,100,,100,100
EUW1_5525239771,11.21,1752,EUW1,100,100,200,100,100,200,200
EUW1_5525226941,11.21,1519,EUW1,200,200,100,200,200,200,100
EUW1_5534761234,11.21,1559,EUW1,200,100,100,200,200,200,100
EUW1_5533925281,11.21,919,EUW1,200,200,200,200,,200,200
EUW1_5533810963,11.21,1481,EUW1,100,200,200,100,100,200,100
EUW1_5533682210,11.21,1996,EUW1,100,100,200,100,100,200,100
EUW1_5533485548,11.21,1106,EUW1,100,100,100,,,200,100
EUW1_5533388764,11.21,1742,EUW1,100,200,100,100,100,100,100
EUW1_5533168612,11.21,2073,EUW1,200,200,200,200,200,200,200
EUW1_5533183946,11.21,1105,EUW1,100,100,100,100,,100,200
EUW1_5533147167,11.21,1391,EUW1,200,100,200,,200,100,200
EUW1_5533112719,11.21,1408,EUW1,200,200,200,200,200,200,100
EUW1_5533057317,11.21,1629,EUW1,200,200,200,200,200,200,100
EUW1_5532974036,11.21,2326,EUW1,100,100,100,200,200,100,200
EUW1_5532961559,11.21,1120,EUW1,100,100,100,,,200,100
EUW1_5532907778,11.21,1085,EUW1,200,200,200,200,,200,200
EUW1_5532886071,11.21,1327,EUW1,100,200,100,,100,100,100
EUW1_5532364486,11.21,1808,EUW1,200,200,100,200,,200,100
EUW1_5532268967,11.21,1561,EUW1,100,100,200,100,100,100,200
EUW1_5531808977,11.21,1488,EUW1,200,100,100,200,200,200,100
EUW1_5531773252,11.21,2339,EUW1,200,100,100,100,200,200,100
EUW1_5531667186,11.21,2091,EUW1,200,100,100,100,100,100,200
EUW1_5531659509,11.21,2202,EUW1,200,100,100,200,100,200,200
EUW1_5531586830,11.21,1808,EUW1,100,200,100,100,100,200,200
EUW1_5531593716,11.21,946,EUW1,100,100,100,,,200,100
EUW1_5531561254,11.21,1284,EUW1,200,200,200,200,,200,200
EUW1_5531525126,11.21,1864,EUW1,100,100,200,100,100,100,200
EUW1_5534281851,11.21,1528,EUW1,100,100,100,100,,100,200
EUW1_5534045570,11.21,1940,EUW1,200,200,100,200,100,200,100
EUW1_5533588053,11.21,1729,EUW1,200,200,100,200,200,200,100
EUW1_5533520160,11.21,1765,EUW1,100,200,100,100,100,200,100
EUW1_5532673072,11.21,1753,EUW1,100,100,100,100,200,100,200
EUW1_5532588921,11.21,2424,EUW1,100,100,200,200,100,100,100
EUW1_5532603476,11.21,1504,EUW1,200,200,200,200,200,200,100
EUW1_5532590768,11.21,1042,EUW1,200,200,200,200,,200,200
EUW1_5532554994,11.21,955,EUW1,200,100,200,,,100,200
EUW1_5532400222,11.21,2223,EUW1,200,200,100,200,200,100,100
EUW1_5532340595,11.21,1118,EUW1,100,200,200,100,,200,
EUW1_5532167473,11.21,1386,EUW1,200,100,200,200,200,200,100
EUW1_5532220473,11.21,1606,EUW1,200,200,200,200,200,200,100
EUW1_5532074206,11.21,1862,EUW1,100,200,200,100,100,200,200
EUW1_5531999165,11.21,1216,EUW1,200,100,200,200,,100,200
EUW1_5532052869,11.21,912,EUW1,100,100,100,,,100,100
EUW1_5531899081,11.21,1685,EUW1,100,100,100,100,100,100,100
EUW1_5531840332,11.21,2302,EUW1,100,200,100,200,200,100,100
EUW1_5531223957,11.21,1216,EUW1,100,200,100,,,200,200
EUW1_5531099202,11.21,1355,EUW1,200,200,100,,200,100,100
EUW1_5531091156,11.21,1819,EUW1,200,100,100,200,200,200,100
EUW1_5529440103,11.21,2090,EUW1,100,200,100,,200,200,200
EUW1_5529206660,11.21,2243,EUW1,100,200,200,100,100,100,200
EUW1_5529196741,11.21,1284,EUW1,200,200,200,,,200,200
EUW1_5529030597,11.21,1924,EUW1,200,100,100,200,200,200,100
EUW1_5534708687,11.21,1854,EUW1,200,100,200,200,200,100,200
EUW1_5533001393,11.21,648,EUW1,200,200,200,,,200,
EUW1_5532957246,11.21,1482,EUW1,200,200,100,200,,200,200
EUW1_5529958764,11.21,1486,EUW1,200,200,100,200,200,100,200
EUW1_5529512572,11.21,1773,EUW1,200,200,200,200,200,100,200
EUW1_5529458047,11.21,1349,EUW1,100,100,100,,100,200,100
EUW1_5529370236,11.21,1440,EUW1,200,100,200,200,200,200,100
EUW1_5527804428,11.21,1642,EUW1,200,100,200,200,200,200,100
EUW1_5526558556,11.21,1322,EUW1,200,200,200,200,200,200,100
EUW1_5525064407,11.21,1764,EUW1,200,200,200,200,200,200,200
EUW1_5524984316,11.21,1777,EUW1,100,200,100,100,100,200,100
EUW1_5525012536,11.21,1298,EUW1,200,200,200,,,200,200
EUW1_5524977677,11.21,1538,EUW1,100,200,200,100,100,200,200
EUW1_5524925741,11.21,1593,EUW1,100,100,200,100,100,200,200
EUW1_5521172467,11.21,966,EUW1,200,200,200,,,200,200
EUW1_5521048948,11.21,930,EUW1,200,200,200,200,,200,200
EUW1_5520709537,11.21,1419,EUW1,100,200,100,100,,200,100
EUW1_5520647463,11.21,1540,EUW1,200,100,100,200,200,200,200
EUW1_5520663875,11.21,1550,EUW1,200,100,100,200,200,100,200
EUW1_5520559571,11.21,1688,EUW1,100,100,200,100,100,200,200
EUW1_5520493991,11.21,1871,EUW1,100,100,200,100,100,100,200
EUW1_5520289140,11.21,1210,EUW1,200,100,200,,,200,200
EUW1_5520361507,11.21,1904,EUW1,100,100,100,100,100,200,100
EUW1_5518955821,11.21,1347,EUW1,200,200,200,200,,200,200
EUW1_5518952360,11.21,1567,EUW1,200,200,200,200,200,200,200
EUW1_5531975576,11.21,2024,EUW1,200,100,100,,200,100,100
EUW1_5531879792,11.21,1140,EUW1,200,200,200,200,,200,200
EUW1_5531933247,11.21,1508,EUW1,200,200,200,200,200,200,200
EUW1_5531814069,11.21,1991,EUW1,200,200,200,200,200,200,200
EUW1_5529693234,11.21,1640,EUW1,100,100,100,100,100,100,100
EUW1_5529682352,11.21,2225,EUW1,200,100,100,100,100,100,200
EUW1_5529612248,11.21,1557,EUW1,200,100,200,200,100,100,200
EUW1_5527825202,11.21,1998,EUW1,200,100,100,200,200,200,200
EUW1_5527754020,11.21,913,EUW1,200,100,200,,,200,200
EUW1_5527716471,11.21,1526,EUW1,200,100,100,100,200,200,200
EUW1_5525843640,11.21,1770,EUW1,200,200,200,200,200,100,200
EUW1_5521323420,11.21,1612,EUW1,200,200,200,200,200,200,100
EUW1_5521257733,11.21,1413,EUW1,200,100,200,200,200,200,100
EUW1_5518093272,11.21,1237,EUW1,100,100,100,100,,100,100
EUW1_5518060070,11.21,933,EUW1,200,200,200,,,,
EUW1_5517984425,11.21,2811,EUW1,200,200,200,100,200,100,200
EUW1_5507092840,11.20,1566,EUW1,100,100,100,100,100,100,100
EUW1_5506979053,11.20,1713,EUW1,100,200,100,100,100,200,100
EUW1_5506501049,11.20,1529,EUW1,200,200,200,200,200,200,100
EUW1_5504954808,11.20,1731,EUW1,200,200,200,200,200,200,200
EUW1_5504952921,11.20,963,EUW1,200,200,200,,,200,200
EUW1_5504869339,11.20,1811,EUW1,100,100,100,100,100,200,100
EUW1_5503645706,11.20,1991,EUW1,200,100,100,200,200,200,100
EUW1_5503142113,11.20,1496,EUW1,100,100,100,100,100,100,100
EUW1_5503106063,11.20,1708,EUW1,100,100,100,100,100,200,100
EUW1_5534646951,11.21,828,EUW1,200,100,200,200,,100,200
EUW1_5532896716,11.21,2311,EUW1,200,100,200,200,200,200,200
EUW1_5531257335,11.21,1870,EUW1,100,200,200,100,100,200,200
EUW1_5531216227,11.21,1842,EUW1,100,200,100,,200,200,
EUW1_5531253592,11.21,1150,EUW1,100,200,200,100,,100,200
EUW1_5530155051,11.21,1607,EUW1,200,100,200,200,,100,200
EUW1_5530111814,11.21,1823,EUW1,100,100,100,100,100,100,100
EUW1_5530046311,11.21,1393,EUW1,200,100,200,200,200,100,200
EUW1_5530031813,11.21,2077,EUW1,100,200,100,200,200,200,100
EUW1_5529994611,11.21,2074,EUW1,100,100,100,100,200,100,100
EUW1_5529942118,11.21,1113,EUW1,100,200,100,,,100,100
EUW1_5529808247,11.21,1724,EUW1,200,200,200,200,200,100,200
EUW1_5529891414,11.21,2146,EUW1,100,200,200,200,100,200,100
EUW1_5529719937,11.21,2030,EUW1,200,100,100,200,200,200,100
EUW1_5529532985,11.21,2047,EUW1,100,200,200,100,100,200,200
EUW1_5529719937,11.21,2030,EUW1,200,100,100,200,200,200,100
EUW1_5529532985,11.21,2047,EUW1,100,200,200,100,100,200,200
EUW1_5529418521,11.21,2251,EUW1,200,200,200,100,100,100,200
EUW1_5529416352,11.21,199,EUW1,100,100,,,,,
EUW1_5529348845,11.21,1758,EUW1,100,100,200,200,100,200,200
EUW1_5529363456,11.21,1483,EUW1,100,100,100,100,100,100,200
EUW1_5529215808,11.21,1976,EUW1,200,100,200,100,100,200,200
EUW1_5529198101,11.21,1262,EUW1,100,200,200,,,100,100
EUW1_5528212102,11.21,1508,EUW1,100,100,100,100,100,100,100
EUW1_5528128575,11.21,1141,EUW1,100,100,100,,,100,100
EUW1_5528076608,11.21,1570,EUW1,100,100,100,100,100,200,100
EUW1_5528073735,11.21,1960,EUW1,100,100,100,200,200,100,100
EUW1_5534622583,11.21,1659,EUW1,100,100,200,100,100,200,200
EUW1_5534355476,11.21,2480,EUW1,200,100,100,200,100,100,100
EUW1_5528523931,11.21,1270,EUW1,200,100,200,200,,200,200
EUW1_5528300272,11.21,1548,EUW1,100,200,100,100,100,100,100
EUW1_5527664067,11.21,1912,EUW1,100,100,100,100,200,200,100
EUW1_5526211074,11.21,1396,EUW1,100,200,100,,100,100,200
EUW1_5525359430,11.21,1533,EUW1,200,200,200,,200,100,200
EUW1_5522626603,11.21,1818,EUW1,200,200,200,200,200,100,200
EUW1_5522590450,11.21,1984,EUW1,200,200,100,200,200,200,200
EUW1_5522501862,11.21,944,EUW1,200,100,200,,,200,200
EUW1_5522350180,11.21,1458,EUW1,100,100,200,,100,200,200
EUW1_5522244560,11.21,947,EUW1,200,100,200,,,200,200
EUW1_5522263258,11.21,936,EUW1,100,100,100,,,100,100
EUW1_5520914267,11.21,1909,EUW1,200,100,100,200,100,200,100
EUW1_5520912640,11.21,1194,EUW1,100,200,100,100,,100,200
EUW1_5519596519,11.21,1752,EUW1,100,100,100,100,100,200,100
EUW1_5518648048,11.21,1405,EUW1,100,100,100,100,,200,100
EUW1_5518611559,11.21,1648,EUW1,200,100,200,200,200,200,100
EUW1_5518348958,11.21,1119,EUW1,100,100,100,100,,100,200
EUW1_5518321795,11.21,1535,EUW1,200,200,200,200,200,200,200
EUW1_5518197722,11.21,1198,EUW1,200,200,200,200,,200,200
EUW1_5518222834,11.21,1496,EUW1,100,100,100,100,100,100,200
EUW1_5515454699,11.21,2393,EUW1,200,200,100,100,100,100,200
EUW1_5513834935,11.20,1886,EUW1,100,200,200,100,100,200,200
EUW1_5500411825,11.20,1540,EUW1,200,100,200,200,200,200,200
EUW1_5534761234,11.21,1559,EUW1,200,100,100,200,200,200,100
EUW1_5534452872,11.21,2253,EUW1,200,100,100,200,200,100,100
EUW1_5534378277,11.21,1694,EUW1,200,100,100,200,100,100,100
EUW1_5534334959,11.21,1550,EUW1,100,200,100,100,100,100,100
EUW1_5534269400,11.21,1388,EUW1,100,100,100,100,100,100,100
EUW1_5534135742,11.21,1300,EUW1,200,200,200,,,200,100
EUW1_5533925728,11.21,1811,EUW1,200,100,200,200,200,200,100
EUW1_5533629981,11.21,1120,EUW1,200,200,200,,,200,100
EUW1_5533710721,11.21,1177,EUW1,200,200,200,200,,100,200
EUW1_5533504456,11.21,1635,EUW1,100,200,200,,100,100,200
EUW1_5533197676,11.21,1667,EUW1,200,200,100,200,100,200,100
EUW1_5532218249,11.21,1453,EUW1,100,100,100,100,100,100,100
EUW1_5531587780,11.21,1686,EUW1,100,100,200,100,100,200,100
EUW1_5529867115,11.21,1608,EUW1,100,100,100,100,100,100,100
EUW1_5529824971,11.21,911,EUW1,100,100,100,,,100,100
EUW1_5528955855,11.21,1761,EUW1,200,200,200,200,200,200,100
EUW1_5528940973,11.21,1586,EUW1,100,100,100,100,100,100,100
EUW1_5526963848,11.21,1059,EUW1,200,200,200,,,200,200
EUW1_5526916943,11.21,1534,EUW1,100,200,200,100,200,100,100
EUW1_5526912820,11.21,1359,EUW1,100,200,100,100,100,100,100
EUW1_5526118476,11.21,1358,EUW1,100,200,100,100,,100,100
EUW1_5525385689,11.21,1135,EUW1,100,100,100,,,100,100
EUW1_5525303613,11.21,1696,EUW1,100,200,100,100,100,200,100
EUW1_5525256732,11.21,1363,EUW1,100,100,100,100,100,100,100
EUW1_5525225063,11.21,1210,EUW1,200,100,100,200,,200,200
EUW1_5534273443,11.21,1607,EUW1,200,200,200,200,200,200,100
EUW1_5532982528,11.21,1543,EUW1,100,200,100,100,100,100,200
EUW1_5532919410,11.21,931,EUW1,100,100,100,,,100,100
EUW1_5531941279,11.21,2108,EUW1,200,200,100,200,100,200,100
EUW1_5531523292,11.21,1807,EUW1,100,200,200,100,100,200,200
EUW1_5531491654,11.21,1613,EUW1,200,100,200,,200,100,200
EUW1_5531399714,11.21,1462,EUW1,200,200,200,200,200,200,100
EUW1_5530689641,11.21,1486,EUW1,200,100,200,200,200,200,200
EUW1_5530634748,11.21,1381,EUW1,200,100,100,200,200,100,100
EUW1_5530631053,11.21,938,EUW1,200,100,200,,,200,200
EUW1_5530583578,11.21,1624,EUW1,200,100,200,200,100,200,200
EUW1_5530447320,11.21,1468,EUW1,100,100,100,100,100,200,100
EUW1_5530440925,11.21,2111,EUW1,100,200,100,100,100,200,100
EUW1_5530347168,11.21,1230,EUW1,100,100,100,,,100,100
EUW1_5530213433,11.21,891,EUW1,100,200,100,,,100,200
EUW1_5530162779,11.21,2691,EUW1,200,200,100,100,200,100,
EUW1_5530088905,11.21,917,EUW1,100,100,100,,,,100
EUW1_5529799331,11.21,2551,EUW1,200,200,100,100,100,200,200
EUW1_5529707177,11.21,2101,EUW1,200,100,100,100,200,200,100
EUW1_5529199573,11.21,1835,EUW1,100,100,200,100,100,100,200
EUW1_5529192515,11.21,1657,EUW1,100,100,100,100,100,200,100
EUW1_5529039954,11.21,1204,EUW1,100,200,200,,,200,200
EUW1_5528279895,11.21,1890,EUW1,200,200,100,100,200,200,200
EUW1_5528283622,11.21,1929,EUW1,200,200,100,100,100,200,100
EUW1_5528281634,11.21,925,EUW1,200,100,200,,,200,100
EUW1_5533167717,11.21,1517,EUW1,100,200,200,100,100,100,200
EUW1_5528554092,11.21,1417,EUW1,200,200,200,200,200,200,100
EUW1_5528551108,11.21,1310,EUW1,100,100,100,100,,100,100
EUW1_5528205825,11.21,1210,EUW1,200,200,200,200,,200,100
EUW1_5528291148,11.21,1644,EUW1,200,200,200,200,200,200,200
EUW1_5525238489,11.21,1825,EUW1,200,200,100,200,100,200,100
EUW1_5525245331,11.21,1846,EUW1,100,,200,100,200,200,200
EUW1_5524052330,11.21,1865,EUW1,200,100,100,100,100,100,200
EUW1_5522388025,11.21,1724,EUW1,100,200,100,100,100,200,100
EUW1_5521023383,11.21,1681,EUW1,100,100,100,100,100,100,100
EUW1_5518495934,11.21,756,EUW1,100,100,100,100,,200,100
EUW1_5517913503,11.21,1888,EUW1,100,100,100,100,200,100,100
EUW1_5516293036,11.21,1471,EUW1,200,100,200,200,,200,200
EUW1_5514922920,11.21,1627,EUW1,200,200,200,200,200,200,
EUW1_5504185302,11.20,1836,EUW1,100,200,100,100,100,200,200
EUW1_5504119246,11.20,1650,EUW1,100,100,100,100,100,100,100
EUW1_5504105839,11.20,2088,EUW1,100,100,200,100,100,100,200
EUW1_5504091542,11.20,1797,EUW1,200,200,100,200,200,200,100
EUW1_5503968928,11.20,1228,EUW1,200,200,200,200,,200,200
EUW1_5503966596,11.20,1052,EUW1,100,200,100,100,,200,100
EUW1_5500477630,11.20,2150,EUW1,200,200,100,200,200,200,100
EUW1_5500383074,11.20,1434,EUW1,100,100,100,100,100,100,100
EUW1_5500315898,11.20,1301,EUW1,200,200,200,200,,200,200
EUW1_5498923547,11.20,1010,EUW1,200,100,200,200,,200,200
EUW1_5493972178,11.20,2257,EUW1,100,200,100,200,200,100,100
EUW1_5534102663,11.21,1161,EUW1,100,200,100,100,,,100
EUW1_5533597466,11.21,1542,EUW1,200,200,200,200,200,200,200
EUW1_5533445104,11.21,1208,EUW1,100,200,100,100,,100,100
EUW1_5533356758,11.21,1309,EUW1,100,200,100,100,100,200,100
EUW1_5533342277,11.21,1534,EUW1,200,100,100,200,200,200,100
EUW1_5533051272,11.21,1707,EUW1,200,200,200,200,200,200,200
EUW1_5532937017,11.21,1665,EUW1,200,200,200,200,200,100,200
EUW1_5532943635,11.21,1467,EUW1,200,200,200,200,200,200,200
EUW1_5532931526,11.21,1784,EUW1,100,200,200,100,100,100,200
EUW1_5530169725,11.21,1857,EUW1,200,200,200,200,200,200,200
EUW1_5530162779,11.21,2691,EUW1,200,200,100,100,200,100,
EUW1_5530035073,11.21,1349,EUW1,200,200,200,,200,100,200
EUW1_5529877224,11.21,1482,EUW1,100,100,100,100,100,200,100
EUW1_5529892809,11.21,1645,EUW1,100,100,200,100,100,100,200
EUW1_5529005753,11.21,2400,EUW1,100,200,100,100,100,200,100
EUW1_5528960248,11.21,923,EUW1,200,100,200,,,,100
EUW1_5528829862,11.21,2585,EUW1,200,100,100,100,100,200,100
EUW1_5528842596,11.21,1228,EUW1,200,200,200,200,,200,200
EUW1_5528234189,11.21,2059,EUW1,100,200,100,100,100,200,100
EUW1_5528130024,11.21,1448,EUW1,200,200,200,200,200,200,100
EUW1_5527598785,11.21,1247,EUW1,200,200,200,200,,200,200
EUW1_5527365768,11.21,1356,EUW1,200,100,200,200,200,200,100
EUW1_5527289618,11.21,1563,EUW1,100,100,100,100,100,100,100
EUW1_5527049857,11.21,1673,EUW1,100,100,100,100,100,200,100
EUW1_5526328539,11.21,1929,EUW1,100,100,100,100,100,100,100
EUW1_5534047034,11.21,1697,EUW1,200,100,100,,200,200,100
EUW1_5532968402,11.21,950,EUW1,100,100,100,,,100,100
EUW1_5532879952,11.21,1653,EUW1,200,100,100,,200,200,100
EUW1_5532886499,11.21,1929,EUW1,100,200,200,100,100,200,200
EUW1_5532932882,11.21,1286,EUW1,200,100,200,200,,100,100
EUW1_5531889793,11.21,1830,EUW1,200,100,100,200,200,100,100
EUW1_5531941279,11.21,2108,EUW1,200,200,100,200,100,200,100
EUW1_5531853878,11.21,2270,EUW1,200,200,100,100,100,200,200
EUW1_5529889606,11.21,1971,EUW1,200,200,100,200,200,100,100
EUW1_5529892809,11.21,1645,EUW1,100,100,200,100,100,100,200
EUW1_5529850628,11.21,1099,EUW1,100,100,100,100,,100,100
EUW1_5529746855,11.21,2143,EUW1,100,200,100,100,200,200,100
EUW1_5528707885,11.21,1899,EUW1,200,200,200,200,200,200,100
EUW1_5528661153,11.21,1283,EUW1,100,200,100,,,100,200
EUW1_5527355212,11.21,1456,EUW1,200,200,100,200,200,100,200
EUW1_5527086379,11.21,2447,EUW1,100,100,100,200,100,200,100
EUW1_5524261065,11.21,1241,EUW1,200,100,200,,,200,200
EUW1_5524148413,11.21,1124,EUW1,100,100,100,,,100,100
EUW1_5519537479,11.21,1371,EUW1,200,200,200,200,200,200,200
EUW1_5519551520,11.21,1347,EUW1,200,200,200,200,200,100,100
EUW1_5519398825,11.21,946,EUW1,200,200,200,,,200,200
EUW1_5515376810,11.21,1727,EUW1,200,200,200,200,100,200,200
EUW1_5510237174,11.20,1406,EUW1,200,100,200,200,,100,100
EUW1_5508922807,11.20,1549,EUW1,200,200,200,200,200,200,200
EUW1_5504751888,11.20,995,EUW1,100,200,100,100,,200,100
EUW1_5534444188,11.21,1740,EUW1,200,200,200,200,100,200,200
EUW1_5531687647,11.21,1978,EUW1,100,200,200,100,100,200,100
EUW1_5531683019,11.21,1626,EUW1,200,200,100,,200,100,100
EUW1_5530327778,11.21,1751,EUW1,200,100,200,200,200,200,200
EUW1_5530298748,11.21,2299,EUW1,200,200,100,200,100,200,
EUW1_5528490935,11.21,1340,EUW1,100,100,100,100,,200,100
EUW1_5526848252,11.21,1986,EUW1,200,100,100,200,100,200,100
EUW1_5526874872,11.21,1637,EUW1,100,100,100,100,200,200,100
EUW1_5519177397,11.21,840,EUW1,200,200,200,200,,,200
EUW1_5519232092,11.21,1231,EUW1,100,200,100,,,100,200
EUW1_5518813215,11.21,1291,EUW1,100,100,100,100,,100,100
EUW1_5518747905,11.21,1343,EUW1,100,200,100,100,100,100,100
EUW1_5518494628,11.21,1445,EUW1,100,200,100,100,100,200,100
EUW1_5518429238,11.21,1263,EUW1,200,200,100,,200,200,200
EUW1_5516412470,11.21,1506,EUW1,200,200,200,200,200,200,200
EUW1_5516387718,11.21,1408,EUW1,100,100,100,100,100,100,100
EUW1_5516314999,11.21,1182,EUW1,200,200,200,200,,200,100
EUW1_5516209085,11.21,1011,EUW1,100,100,100,,,200,100
EUW1_5515886340,11.21,1750,EUW1,100,200,100,100,100,100,200
EUW1_5509394436,11.20,1995,EUW1,100,200,200,200,100,200,200
EUW1_5508769602,11.20,1844,EUW1,200,100,100,200,200,100,100
EUW1_5507701858,11.20,1295,EUW1,100,200,100,100,,100,100
EUW1_5507040322,11.20,1325,EUW1,200,200,200,,200,100,200
EUW1_5506956417,11.20,2414,EUW1,100,100,100,200,200,200,200
EUW1_5506797278,11.20,1898,EUW1,100,200,200,100,100,100,100
EUW1_5534366241,11.21,1499,EUW1,200,200,100,200,200,200,100
EUW1_5534288153,11.21,1622,EUW1,100,100,100,100,100,100,100
EUW1_5534129178,11.21,1953,EUW1,100,200,200,100,100,100,200
EUW1_5534102663,11.21,1161,EUW1,100,200,100,100,,,100
EUW1_5533814266,11.21,2009,EUW1,100,100,200,200,100,100,200
EUW1_5533585687,11.21,1713,EUW1,100,100,100,100,100,200,100
EUW1_5533331566,11.21,1644,EUW1,100,100,100,100,100,200,100
EUW1_5531756438,11.21,1838,EUW1,200,200,100,200,200,200,100
EUW1_5531641340,11.21,1648,EUW1,100,200,200,100,100,200,200
EUW1_5530440925,11.21,2111,EUW1,100,200,100,100,100,200,100
EUW1_5530385471,11.21,1347,EUW1,200,200,200,,200,200,200
EUW1_5530321616,11.21,1561,EUW1,200,200,100,200,200,200,100
EUW1_5529858621,11.21,1563,EUW1,200,100,200,200,200,100,200
EUW1_5529871121,11.21,1319,EUW1,100,100,100,100,,100,100
EUW1_5529767472,11.21,1917,EUW1,200,200,200,100,200,200,200
EUW1_5529346436,11.21,1527,EUW1,200,200,100,200,200,100,200
EUW1_5529311392,11.21,1302,EUW1,200,100,100,,,200,100
EUW1_5528845350,11.21,1417,EUW1,200,200,100,200,200,200,200
EUW1_5528831957,11.21,1254,EUW1,100,100,100,,,100,100
EUW1_5528735727,11.21,1087,EUW1,200,100,200,200,,200,200
EUW1_5528520437,11.21,1898,EUW1,100,100,100,100,200,100,100
EUW1_5528496203,11.21,1637,EUW1,100,100,100,100,100,100,100
EUW1_5528320001,11.21,1706,EUW1,200,200,200,200,200,200,200
EUW1_5527609704,11.21,1452,EUW1,100,200,100,100,100,200,100
EUW1_5534791270,11.21,1909,EUW1,200,200,200,200,200,200,100
EUW1_5534708756,11.21,1412,EUW1,100,100,200,100,,100,100
EUW1_5534648071,11.21,1448,EUW1,200,100,200,200,,200,200
EUW1_5534713724,11.21,1435,EUW1,200,200,200,200,200,200,200
EUW1_5534623916,11.21,1765,EUW1,100,100,200,100,100,100,200
EUW1_5534266507,11.21,1688,EUW1,100,200,100,100,100,100,100
EUW1_5534150255,11.21,1282,EUW1,200,200,200,,,100,200
EUW1_5533397910,11.21,2008,EUW1,100,200,100,200,200,100,100
EUW1_5533364507,11.21,1011,EUW1,100,100,100,,,200,100
EUW1_5533257548,11.21,1993,EUW1,200,100,100,200,200,200,100
EUW1_5533223156,11.21,1688,EUW1,200,100,100,200,200,200,100
EUW1_5533073630,11.21,2315,EUW1,100,100,100,100,200,200,100
