,tier,game_duration,winner,first_kill,first_tower,first_inhibitor,first_baron,first_dragon,first_rift_herald,kill_advantage,gold_advantage,cs_advantage,damage_advantage,tower_advantage,plate_advantage,inhibitor_advantage,dragon_advantage,rift_advantage
26063,DIAMOND,1853,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,2,1227,65,4404,0,-2,0,0,-1
32424,DIAMOND,1549,1.0,1.0,-1.0,0.0,1.0,1.0,-1.0,4,2341,57,7384,1,-1,0,1,-1
17794,DIAMOND,1902,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,5,4500,76,1891,-1,-5,0,0,1
23717,DIAMOND,1512,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-4,-2092,2,-2918,1,-3,0,-1,1
27315,DIAMOND,1623,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-19,-11983,-45,-13829,2,9,0,0,-1
15737,DIAMOND,1778,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,5,1736,-23,2190,0,2,0,2,0
15558,DIAMOND,1440,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1,4344,56,2202,-2,-9,0,-1,1
34347,DIAMOND,1836,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-7,1178,42,67,-1,-5,0,-2,1
14891,DIAMOND,1287,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,0,2586,8,6350,-1,-7,0,0,1
30665,DIAMOND,1334,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,7,6202,113,7705,-1,-6,0,1,-1
23775,DIAMOND,1481,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,5,1535,5,1259,0,6,0,-2,-1
32666,DIAMOND,1754,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,4,3872,135,5777,-1,-9,0,-1,0
22942,DIAMOND,991,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,5,-2246,-63,-1596,1,8,0,0,-1
30861,DIAMOND,1150,1.0,1.0,1.0,1.0,0.0,1.0,1.0,15,9909,66,15961,-1,-12,0,1,1
21310,DIAMOND,2259,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,2,4880,99,4720,-1,-8,0,2,0
19305,DIAMOND,1959,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1,2050,19,116,0,-1,0,-2,-1
25036,DIAMOND,1947,1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,-3,1203,48,-169,0,-4,0,-1,0
26352,DIAMOND,1647,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,-4,-2476,-57,-4819,0,3,0,0,0
34736,DIAMOND,1171,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-3,-7005,-17,-9198,2,8,0,-1,-1
35042,DIAMOND,1569,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,5,2592,11,2457,-1,-7,0,-1,0
6829,DIAMOND,1607,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,6,5731,24,3648,-1,-7,0,-1,1
21990,DIAMOND,1711,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1868,27,-2304,1,3,0,-1,-1
27003,DIAMOND,1799,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,2,-307,-40,1627,0,2,0,-2,0
19379,DIAMOND,2039,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,4,1943,17,2053,0,-5,0,2,-1
11174,DIAMOND,1431,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-18,-10079,-98,-6375,3,11,0,-1,-1
19317,DIAMOND,1241,1.0,1.0,1.0,1.0,0.0,1.0,1.0,11,7879,59,7255,-1,-8,0,1,0
29967,DIAMOND,1776,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,3,-985,-50,-1496,1,3,0,0,1
32441,DIAMOND,2706,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,0,2441,32,327,-1,-4,0,2,-1
16897,DIAMOND,1924,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,2,1326,-23,3935,-1,-1,0,-1,1
9147,DIAMOND,1567,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3540,57,2639,0,-3,0,2,1
22694,DIAMOND,1063,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-17,-12211,-53,-16542,4,13,0,-2,-1
14977,DIAMOND,1600,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,4,2445,4,1283,-1,-1,0,-2,-1
10288,DIAMOND,1530,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,1299,54,3137,1,-1,0,1,0
11353,DIAMOND,1567,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,7,1596,-14,6154,0,-1,0,-1,-1
21360,DIAMOND,1624,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-5,-4040,-9,-4848,1,3,0,-1,0
32075,DIAMOND,2253,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-6,-2446,49,2721,1,1,0,-1,-1
16794,DIAMOND,2221,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,3,1241,-87,3192,-2,-6,0,0,1
14827,DIAMOND,1677,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2,175,86,3491,0,-1,0,0,-1
16638,DIAMOND,1886,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,7271,-2,16263,-2,-10,0,1,1
30220,DIAMOND,1329,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-10,-4873,-69,-4583,1,5,0,-1,0
23680,DIAMOND,1388,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,5,-479,-12,3650,-1,-1,0,1,1
24091,DIAMOND,1701,1.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,1,-1623,30,-2989,1,5,0,-2,-1
19856,DIAMOND,1832,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,3,1595,3,-5159,1,-2,0,1,1
33480,DIAMOND,1516,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-12,-5642,19,-8871,1,7,0,-2,-1
14478,DIAMOND,1813,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,3739,66,3805,-1,-6,0,1,0
16630,DIAMOND,1732,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,7,6042,10,2653,-1,1,0,-1,1
21098,DIAMOND,1680,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-7,-8828,-146,-8247,0,3,0,0,1
26133,DIAMOND,1626,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1,3027,76,-4498,0,-3,0,2,-1
28790,DIAMOND,1969,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,420,-24,5984,1,2,0,0,-1
20277,DIAMOND,1045,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,15,10615,53,13316,-3,-11,0,1,-1
33357,DIAMOND,1684,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-3073,-62,4578,1,7,0,-2,-1
15888,DIAMOND,1908,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,5,5060,90,-3082,-2,-11,0,1,1
27231,DIAMOND,1927,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1,541,11,11294,0,-4,0,2,0
33578,DIAMOND,2164,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,380,65,3525,0,1,0,1,0
15961,DIAMOND,1688,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-5,-3668,-45,-2733,1,6,0,0,-1
21424,DIAMOND,1278,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-3,-4659,-25,-1363,1,7,0,-1,-1
27113,DIAMOND,2639,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,6,7986,89,7765,-1,-2,0,0,-1
33152,DIAMOND,1644,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,2,3798,41,1733,-2,-5,0,2,1
11947,DIAMOND,1956,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4,-820,-39,-2735,-1,0,0,1,1
28302,DIAMOND,1390,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,4817,27,368,-1,-6,0,1,1
24000,DIAMOND,1026,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,17,13404,39,14351,-4,-11,0,-1,1
22153,DIAMOND,1840,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-5,-6119,-29,-4701,2,8,0,1,1
33226,DIAMOND,1657,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1941,-21,4015,0,-1,0,-1,-1
19302,DIAMOND,1904,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,237,38,2214,1,2,0,0,0
31961,DIAMOND,1845,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-3,108,35,258,-1,-6,0,1,-1
30365,DIAMOND,1114,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-26,-16901,-177,-19338,6,14,1,-1,-1
24580,DIAMOND,1892,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,0,264,-22,4951,1,4,0,0,-1
28962,DIAMOND,1957,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,2,884,38,1841,0,0,0,1,0
16696,DIAMOND,1619,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-5,-1214,5,8061,0,-1,0,-2,0
29505,DIAMOND,1659,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,5,3745,-5,3289,0,-3,0,2,0
22819,DIAMOND,1319,-1.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,-10,-7972,-79,-5085,1,10,0,-2,1
27972,DIAMOND,1804,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-5,-2090,9,-2815,0,6,0,1,-1
18335,DIAMOND,2087,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-4,-4615,-106,-8188,-1,3,0,-2,1
16966,DIAMOND,1593,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2728,43,-4706,1,0,0,-1,0
29136,DIAMOND,925,-1.0,-1.0,-1.0,0.0,0.0,-1.0,1.0,-14,-10309,-112,-11378,1,7,0,-1,1
19260,DIAMOND,1365,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-10,-8842,-58,-16569,2,11,0,-2,-1
14920,DIAMOND,1438,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-6,-673,4,-8546,0,2,0,-1,0
33991,DIAMOND,1991,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-2,907,25,5879,-1,-1,0,2,-1
7770,DIAMOND,1765,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,12,7945,50,8987,-1,-6,0,-1,0
13048,DIAMOND,1243,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,8,6087,33,4529,0,2,0,0,-1
11026,DIAMOND,1571,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,4,2561,67,-2185,0,-4,0,1,0
22223,DIAMOND,1853,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-2083,-26,895,1,1,0,2,1
28822,DIAMOND,1553,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,3595,38,4916,0,-8,0,0,1
10962,DIAMOND,1875,1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,-7,-4269,-32,-2916,1,3,0,1,0
32343,DIAMOND,1266,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,2,-2137,-41,3562,0,3,0,1,1
23326,DIAMOND,1000,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-26,-12093,-7,-17962,4,12,0,-2,-1
24462,DIAMOND,1647,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-5,-3881,-98,1604,0,6,0,-1,0
9207,DIAMOND,1591,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-12,-6356,-9,-8413,1,9,0,2,-1
21428,DIAMOND,1903,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,4,2267,65,1862,0,3,0,1,-1
10467,DIAMOND,1451,-1.0,1.0,-1.0,0.0,-1.0,1.0,-1.0,1,1278,5,-2708,1,6,0,2,-1
26012,DIAMOND,916,-1.0,-1.0,-1.0,0.0,0.0,-1.0,1.0,-22,-14997,-120,-15776,4,13,0,-2,1
13174,DIAMOND,1244,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-8,-7394,-70,-9087,2,11,0,-1,-1
25537,DIAMOND,1540,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,2,1849,8,6388,1,-1,0,0,-1
35024,DIAMOND,1321,1.0,-1.0,1.0,1.0,0.0,1.0,-1.0,5,694,51,2411,0,2,0,2,-1
31125,DIAMOND,1668,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-11,-5000,-49,-11648,0,0,0,2,1
34488,DIAMOND,1780,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-4,-7057,-74,-11852,2,7,0,1,-1
26491,DIAMOND,1737,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-2,-1731,-2,-2577,0,4,0,1,-1
18527,DIAMOND,1201,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-16,-10214,-23,-4671,3,9,0,1,-1
25000,DIAMOND,1193,1.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,4,1397,-22,2108,0,-3,0,-1,1
17810,DIAMOND,2027,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,4,3576,55,3773,-1,-6,0,0,1
29888,DIAMOND,1392,1.0,-1.0,1.0,1.0,0.0,1.0,-1.0,7,2703,-43,7145,0,-3,0,2,-1
19775,DIAMOND,2189,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,219,21,8735,0,0,0,-1,-1
26518,DIAMOND,1636,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-3,-4628,-37,-5782,1,8,0,-1,1
15194,DIAMOND,1955,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-3,2465,55,997,-1,-2,0,1,-1
17275,DIAMOND,1625,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,2,5266,-30,2744,0,-5,0,-1,1
16486,DIAMOND,2156,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-6,-3799,31,-8416,1,2,0,2,-1
29555,DIAMOND,1226,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-10,-8309,-105,-11529,1,3,0,-1,-1
33703,DIAMOND,2508,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,2,917,-39,6440,0,1,0,-1,1
20308,DIAMOND,2052,1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,3,970,50,-430,0,-4,0,1,0
25224,DIAMOND,2068,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5,903,17,4606,0,-1,0,0,-1
17928,DIAMOND,1987,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,421,59,6716,0,0,0,2,-1
24010,DIAMOND,999,-1.0,-1.0,1.0,0.0,0.0,-1.0,1.0,-8,-2219,-1,-5303,-1,2,0,-2,1
23790,DIAMOND,1532,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,3,-429,-9,4601,1,2,0,2,-1
15529,DIAMOND,1248,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0,-3859,-4,965,2,4,0,0,-1
34745,DIAMOND,1171,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-10,-3509,-48,365,0,4,0,-1,-1
14866,DIAMOND,1210,-1.0,1.0,-1.0,0.0,0.0,1.0,1.0,-5,-5444,13,-4442,1,3,0,0,1
21961,DIAMOND,1687,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-5,-2222,28,-11771,1,10,0,1,-1
15409,DIAMOND,1251,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-14,-10200,-117,983,2,14,0,-1,-1
20188,DIAMOND,1661,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-6,-5037,-4,-3135,1,3,0,-2,0
17054,DIAMOND,1701,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-10,-4428,-23,-8445,1,7,0,1,-1
25424,DIAMOND,1942,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3,-2095,7,719,1,6,0,0,-1
17616,DIAMOND,1138,1.0,1.0,1.0,0.0,0.0,1.0,1.0,8,6036,-3,11065,0,-1,0,1,1
32435,DIAMOND,1739,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0,2656,45,3155,-1,-4,0,1,1
33246,DIAMOND,1451,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,8,4298,15,2747,0,-4,0,-1,0
11918,DIAMOND,1551,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,4,278,26,2355,1,-1,0,2,1
18789,DIAMOND,1341,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-7,-4673,-52,-12170,1,4,0,0,-1
16539,DIAMOND,1719,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4101,49,13110,-2,-8,0,0,0
24957,DIAMOND,1234,1.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,9,2988,20,585,0,-6,0,-1,0
22393,DIAMOND,1775,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-2,-240,-15,4535,1,2,0,2,-1
30092,DIAMOND,1738,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,6,2179,11,2668,1,4,0,1,-1
14280,DIAMOND,2682,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,4,2237,22,-1659,0,3,0,-1,-1
17795,DIAMOND,1980,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,3,1606,34,1917,0,-5,0,-1,-1
22423,DIAMOND,1405,1.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,7,7027,88,13093,-1,-5,0,-1,-1
19808,DIAMOND,1882,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-5,-1734,10,174,1,1,0,0,-1
21104,DIAMOND,1764,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,7,3578,92,2146,1,-2,0,2,-1
12270,DIAMOND,1399,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-3,2659,21,758,-1,-4,0,0,1
10793,DIAMOND,1770,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0,-657,-18,5388,0,5,0,-1,-1
18150,DIAMOND,2191,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-2,1662,12,-509,-1,-4,0,0,1
18600,DIAMOND,1837,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,2,-1055,-13,-4077,0,0,0,0,1
22688,DIAMOND,1547,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-9,-6608,-26,2184,2,6,0,-2,-1
29693,DIAMOND,1519,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-11,-9014,-120,-7407,1,7,0,-2,-1
34124,DIAMOND,1689,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,10,6730,48,2375,-3,-13,0,1,1
17432,DIAMOND,1435,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,10,7941,102,2506,-1,-6,0,2,1
35312,DIAMOND,1657,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-4,-2779,51,-3452,1,2,0,2,-1
15047,DIAMOND,1157,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-6,-10625,-95,-4076,3,13,0,1,-1
22847,DIAMOND,1791,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,9,4476,59,4951,-1,-3,0,1,-1
14947,DIAMOND,1156,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-7,-6377,-18,-2346,2,8,0,-1,-1
19744,DIAMOND,2143,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2,2360,23,3333,0,2,0,-1,0
23269,DIAMOND,1592,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-2,-4105,-35,-6829,0,0,0,-1,-1
33108,DIAMOND,1568,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-2,509,41,2845,0,-3,0,1,-1
21537,DIAMOND,1822,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-428,32,-1774,0,1,0,-1,-1
26080,DIAMOND,1988,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,-466,11,-986,1,-1,0,1,-1
31696,DIAMOND,1875,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,2,496,50,2003,1,7,0,0,-1
26279,DIAMOND,1656,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-15,-6982,-44,-3924,1,4,0,-1,0
29556,DIAMOND,1878,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-9,-9933,-128,-14809,3,15,0,1,0
31144,DIAMOND,1548,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,6,3614,27,1211,0,4,0,1,-1
21712,DIAMOND,1665,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-7,-4308,-37,-3638,1,5,0,-1,0
28116,DIAMOND,1502,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-8,-6031,15,-8975,2,5,0,-1,-1
15229,DIAMOND,914,1.0,1.0,1.0,0.0,0.0,1.0,0.0,18,14017,89,14820,-2,-13,0,1,0
20169,DIAMOND,1782,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-5,-2749,39,-12019,0,3,0,0,0
23485,DIAMOND,2143,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,3,1793,38,356,0,-2,0,0,0
28465,DIAMOND,1736,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,4,375,-13,-2411,0,3,0,-1,1
32790,DIAMOND,1741,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0,628,-38,2136,-1,-4,0,-2,1
31498,DIAMOND,1592,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-9,-4055,-50,-5969,0,-2,0,-1,-1
32854,DIAMOND,1798,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,5,2596,20,818,-1,-4,0,-1,1
20994,DIAMOND,1314,1.0,1.0,1.0,1.0,0.0,1.0,1.0,12,8237,65,11746,-1,-6,0,2,1
22554,DIAMOND,1811,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,5,4120,24,-1674,0,-4,0,-1,0
30907,DIAMOND,2434,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,9,5143,82,5089,-1,-5,0,2,1
27496,DIAMOND,1313,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-2,-3713,-58,-5306,1,11,0,-1,0
14562,DIAMOND,1225,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-3,-5378,-46,-3716,0,1,0,-1,-1
17556,DIAMOND,1714,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-10,-6293,37,-884,2,7,0,-1,-1
15431,DIAMOND,1625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,9855,90,14540,0,-8,0,2,0
31022,DIAMOND,1667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-5,-2824,-13,-3657,2,6,0,-2,-1
18660,DIAMOND,1437,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,4,2247,3,-881,-1,-3,0,0,0
21058,DIAMOND,1902,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-2,1070,84,6352,-2,-5,0,1,1
15284,DIAMOND,1648,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13,7093,33,17270,-1,-2,0,0,1
28110,DIAMOND,2134,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-4,1747,89,2175,-1,-4,0,1,-1
19900,DIAMOND,2492,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-3,-1693,-34,316,0,5,0,-1,-1
24188,DIAMOND,1774,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-7,-6762,-31,-17303,1,4,0,1,1
19408,DIAMOND,1677,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,4,3924,29,3442,-1,-10,0,-1,1
14520,DIAMOND,1563,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1,3482,75,1748,0,-1,0,-1,-1
16091,DIAMOND,1702,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,7,2901,16,1242,1,-1,0,1,-1
28906,DIAMOND,2437,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1,481,53,-2355,0,-2,0,1,-1
14459,DIAMOND,1628,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,-2924,-94,-2295,0,1,0,1,-1
22355,DIAMOND,1300,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,0,131,-5,-2878,0,1,0,2,-1
13971,DIAMOND,1629,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,4,3873,26,5973,-1,-12,0,-1,1
21190,DIAMOND,1503,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,2,3025,-53,5893,-1,1,0,-2,1
31925,DIAMOND,2227,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-6,-4631,-98,-412,0,0,0,-1,0
26591,DIAMOND,2155,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3,-2568,2,-8792,1,7,0,0,-1
35287,DIAMOND,1855,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-8,-6408,-28,-2608,0,1,0,0,0
16471,DIAMOND,1584,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,2,-1724,-44,-4096,0,-1,0,2,0
17990,DIAMOND,1674,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,5,1482,44,2174,1,2,0,1,-1
28872,DIAMOND,1855,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-5,-7892,-65,-10207,2,7,0,0,-1
18796,DIAMOND,1402,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-9,-6591,-15,-9906,2,13,0,1,-1
30385,DIAMOND,1929,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-5,-3962,36,-13097,2,9,0,-1,1
28367,DIAMOND,1680,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,4,1031,96,1566,0,-5,0,-1,0
25070,DIAMOND,2059,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,6045,28,319,0,-4,0,1,1
19133,DIAMOND,1801,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-3,-2519,-97,-1015,0,4,0,-2,0
16629,DIAMOND,1593,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-4,1986,67,-4254,-1,-4,0,0,1
23877,DIAMOND,1685,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-2,-410,-4,-3732,-1,-1,0,-1,1
23786,DIAMOND,2043,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,118,-7,-40,0,3,0,-1,-1
29443,DIAMOND,1571,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,5,2585,-15,4019,-1,-1,0,-1,1
20373,DIAMOND,2000,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-2,-3485,-77,-5544,1,8,0,0,-1
20023,DIAMOND,1765,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1,803,18,-2154,0,1,0,1,0
22623,DIAMOND,1753,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,2,1908,58,1961,-2,1,0,-1,-1
