,tier,game_duration,winner,first_kill,first_tower,first_inhibitor,first_baron,first_dragon,first_rift_herald,kill_advantage,gold_advantage,cs_advantage,damage_advantage,tower_advantage,plate_advantage,inhibitor_advantage,dragon_advantage,rift_advantage
4275,BRONZE,2275,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,4,-671,-92,3723,0,7,0,0,0
7471,BRONZE,1852,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-4606,-63,-3899,1,6,0,-1,-1
11415,BRONZE,2560,-1.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,2,-2890,-22,-6136,0,5,0,-1,0
7964,BRONZE,1890,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,3,5435,85,2690,-1,-7,0,2,1
31200,BRONZE,2402,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-7,-655,30,6898,0,2,0,1,0
5003,BRONZE,1633,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-9,-3822,-1,-11369,0,1,0,-1,0
3423,BRONZE,1988,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,-6257,-86,-5163,1,10,0,-1,-1
7489,BRONZE,1227,1.0,1.0,1.0,1.0,0.0,1.0,1.0,9,2434,-42,4603,-1,-1,0,0,0
5556,BRONZE,1054,1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,9,6569,57,13167,-1,-7,0,0,0
4712,BRONZE,1564,1.0,1.0,1.0,1.0,0.0,1.0,1.0,10,6340,65,6681,0,-7,0,1,0
10559,BRONZE,1504,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,4,3052,12,11442,-1,-3,0,-1,-1
8303,BRONZE,962,1.0,1.0,1.0,0.0,0.0,-1.0,1.0,12,9146,95,8183,-2,-11,0,-1,0
6982,BRONZE,1585,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4,-2157,-24,642,0,4,0,-2,-1
21975,BRONZE,1807,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-4,-2153,-19,-5021,-1,3,0,-1,1
4190,BRONZE,1621,1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,8,3668,71,12594,0,-2,0,1,0
11890,BRONZE,2077,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1,466,-19,-1045,-1,0,0,1,1
593,BRONZE,1675,1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,8,3536,-18,-98,-2,-2,0,-2,1
8793,BRONZE,2424,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,4,3264,81,5246,0,-5,0,-1,1
9415,BRONZE,2453,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-9,-4659,8,-7528,1,5,0,1,0
612,BRONZE,1322,1.0,1.0,1.0,1.0,0.0,1.0,1.0,9,6895,5,6018,-1,1,0,1,1
12391,BRONZE,2200,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,3,4691,73,3693,-1,-6,0,2,0
19714,BRONZE,1685,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-4,-3197,-61,-6171,0,6,0,-2,-1
19555,BRONZE,1357,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,1,3422,58,1735,-1,-2,0,-2,0
18191,BRONZE,2558,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1,1980,38,-2818,-1,-3,0,-2,-1
11222,BRONZE,2810,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-6,-1906,-13,-4199,0,3,0,1,0
7327,BRONZE,1541,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,4,5184,26,11612,-1,-7,0,0,0
1171,BRONZE,2650,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-2,340,9,3615,0,-1,0,-1,0
7972,BRONZE,1594,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,7,6040,72,5763,-1,-6,0,1,-1
9638,BRONZE,2076,1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,1,1371,60,-1623,0,0,0,0,-1
10273,BRONZE,2087,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4,308,-89,2325,0,0,0,-2,0
21499,BRONZE,1267,1.0,1.0,1.0,0.0,0.0,-1.0,1.0,6,5197,42,4358,-1,-6,0,-1,0
2268,BRONZE,2109,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,4,2580,-7,4342,-1,-4,0,-2,1
17378,BRONZE,1823,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1,-1443,-84,921,0,5,0,0,-1
2084,BRONZE,1777,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,15,5275,95,12693,-1,-3,0,1,-1
4958,BRONZE,2926,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2,1381,113,-438,0,-8,0,-1,-1
9656,BRONZE,1471,1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,2,2772,46,2296,-1,-8,0,-1,0
30164,BRONZE,1771,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-7,-1359,-18,1165,0,-5,0,2,1
11732,BRONZE,1597,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6,2415,51,3383,-1,-2,0,1,0
8262,BRONZE,2090,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-3,1932,115,-4635,-1,-4,0,-1,-1
4832,BRONZE,1330,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-14,-6604,-68,-9065,1,6,0,-2,0
1036,BRONZE,2214,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,2,3962,50,2633,0,0,0,0,-1
7975,BRONZE,1853,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1,-1302,16,953,-1,-2,0,-1,0
301,BRONZE,1539,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4,-2424,-54,-767,0,6,0,-2,-1
32590,BRONZE,2351,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,8,4300,-4,-2789,0,-2,0,-1,1
1008,BRONZE,2005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2485,51,2272,0,-1,0,2,0
8448,BRONZE,1836,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0,1847,15,-2077,0,-2,0,1,-1
2789,BRONZE,2389,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-7,-4665,-13,-3211,1,4,0,0,-1
403,BRONZE,2041,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-4,-1273,-12,2909,0,0,0,-2,0
2188,BRONZE,1901,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1,41,1,1388,0,-4,0,-1,0
9440,BRONZE,2104,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-3193,-23,887,1,6,0,0,-1
9265,BRONZE,2073,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-5,-2262,-32,1768,0,-1,0,-1,0
18996,BRONZE,1542,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-2,-3809,-46,-9274,2,4,0,0,-1
634,BRONZE,1526,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4,-1171,24,-7573,0,6,0,-1,-1
613,BRONZE,1936,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,2377,91,381,1,2,0,0,-1
10374,BRONZE,1121,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,17,10375,132,12256,-1,-11,0,2,1
5319,BRONZE,2138,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-4,-2463,-27,-7209,0,-1,0,-1,0
2384,BRONZE,3226,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-2,758,13,-5806,-1,3,0,1,1
142,BRONZE,1232,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4,978,-30,1403,0,-2,0,1,0
2397,BRONZE,1780,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,2,4754,119,11169,0,-4,0,1,-1
6687,BRONZE,1360,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,3,602,-13,-1870,0,-3,0,2,1
2896,BRONZE,2650,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,3,1911,23,-348,0,-3,0,0,0
27223,BRONZE,2424,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,-3,-1159,36,-2782,0,0,0,1,0
13689,BRONZE,1882,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-7,-2835,-83,-5268,0,5,0,-1,0
7853,BRONZE,2259,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1,-1728,-28,2272,0,3,0,1,-1
11658,BRONZE,2961,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,0,-1377,-52,3474,0,0,0,0,0
5360,BRONZE,2053,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,2,1404,-20,2600,0,-2,0,-1,1
21583,BRONZE,1530,1.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,9,2026,-2,4449,0,-3,0,-1,1
895,BRONZE,2616,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,-4,1482,94,6019,0,-3,0,1,0
4521,BRONZE,2663,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-3,-811,41,-1575,0,-2,0,1,1
6654,BRONZE,1241,1.0,1.0,1.0,0.0,0.0,1.0,1.0,7,1010,-36,5452,-1,-5,0,1,1
4186,BRONZE,1502,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,-13,-9491,-179,-8851,0,5,0,1,1
1399,BRONZE,1143,1.0,1.0,1.0,1.0,0.0,1.0,1.0,20,14485,127,15651,-3,-9,0,2,1
18262,BRONZE,1717,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3,-7874,-121,-748,1,10,0,-1,-1
7510,BRONZE,1818,-1.0,1.0,1.0,-1.0,0.0,1.0,-1.0,0,666,-2,1162,0,1,0,1,-1
10083,BRONZE,1349,1.0,-1.0,1.0,0.0,0.0,1.0,1.0,-4,-412,-8,-5148,0,-4,0,0,0
12347,BRONZE,1921,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-7,-4725,-62,-10262,1,6,0,2,-1
368,BRONZE,1212,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-7,-11498,-135,-7060,4,15,0,-2,-1
9748,BRONZE,2275,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-5,-457,68,-5810,0,1,0,-1,-1
6741,BRONZE,2639,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,2,-880,-29,-1076,0,3,0,1,-1
10106,BRONZE,2110,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-5,-2745,-25,-4995,0,4,0,-1,0
12706,BRONZE,1476,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1,-2440,-51,374,0,4,0,-2,0
24429,BRONZE,1782,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4,3646,64,7871,-1,-9,0,0,1
34850,BRONZE,2016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4,383,56,-1687,0,-5,0,0,1
1532,BRONZE,1715,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,3,2434,58,4440,0,3,0,2,-1
6979,BRONZE,1668,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,4,4771,62,-922,0,-7,0,1,0
18995,BRONZE,1898,-1.0,1.0,-1.0,-1.0,0.0,1.0,1.0,-7,-2953,-29,-1540,0,-1,0,0,1
4512,BRONZE,1978,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-3,-2695,-30,-6472,0,2,0,-1,1
7995,BRONZE,1606,-1.0,-1.0,-1.0,0.0,0.0,-1.0,1.0,-8,-6830,-112,-7073,0,4,0,-2,1
18829,BRONZE,1382,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,517,21,-4139,1,0,0,-1,-1
7426,BRONZE,2026,-1.0,1.0,1.0,-1.0,0.0,1.0,0.0,6,4000,59,2097,0,2,0,1,0
10571,BRONZE,1345,-1.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,-1,-1397,-46,-3489,1,-2,0,0,0
26283,BRONZE,1416,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-8,-8428,-126,-1443,2,6,0,-1,-1
7823,BRONZE,1883,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,4,1331,-50,3873,-1,-3,0,1,1
2877,BRONZE,1752,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,2,2371,-20,6387,0,0,0,0,-1
5119,BRONZE,1839,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,4,2834,66,1504,-1,-2,0,-1,1
21350,BRONZE,1969,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-2,1396,77,251,0,2,0,-1,1
28187,BRONZE,1580,1.0,-1.0,1.0,0.0,0.0,-1.0,1.0,-4,-194,29,1243,0,-5,0,0,0
30219,BRONZE,1102,1.0,-1.0,1.0,0.0,0.0,-1.0,1.0,5,5005,-1,8470,0,-4,0,0,0
15547,BRONZE,2192,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-2,-1596,-46,-4893,0,-1,0,0,0
2656,BRONZE,1552,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,5,3497,76,1162,-1,-3,0,2,0
10268,BRONZE,1514,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,5,6144,67,14148,-2,-11,0,-1,1
15570,BRONZE,1781,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0,989,92,-4080,-1,-1,0,-2,0
14514,BRONZE,1168,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,5,8727,136,3731,-2,-9,0,-1,1
11927,BRONZE,2024,-1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,6,4282,42,4638,0,-4,0,-1,-1
12584,BRONZE,1427,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-9,-5094,-33,-5370,0,2,0,-1,0
20108,BRONZE,1749,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,2,-1980,-17,-4721,0,-3,0,1,-1
26744,BRONZE,1886,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-2,2856,139,17386,0,-3,0,2,-1
4963,BRONZE,1941,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,4,4934,52,2052,-2,-6,0,1,1
2792,BRONZE,923,-1.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,-13,-5970,29,677,2,4,0,1,-1
5750,BRONZE,1812,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,737,43,5691,-1,-1,0,2,1
8217,BRONZE,1865,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-3,2430,61,471,-1,-6,0,-1,0
2539,BRONZE,1363,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-14,-8841,16,-15025,1,10,0,-2,-1
13330,BRONZE,2323,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,4,3502,46,5796,-1,-4,0,2,1
11825,BRONZE,1664,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6,2986,21,6229,-1,-5,0,1,0
24740,BRONZE,1268,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-6,-6174,-141,-9944,0,9,0,-1,0
5570,BRONZE,2044,1.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,2,896,41,1603,1,0,0,1,1
3777,BRONZE,2484,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,5,2297,-37,1317,0,-1,0,1,1
4280,BRONZE,1328,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,2,4083,65,4580,0,-2,0,2,0
10710,BRONZE,1798,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-5,-3515,-15,-4745,0,3,0,-1,0
26792,BRONZE,1489,1.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,5,2428,53,5078,1,0,0,-1,-1
29368,BRONZE,2081,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,3,1588,-32,10393,0,-2,0,2,0
9049,BRONZE,2270,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-2,1079,15,-1492,0,5,0,1,1
15443,BRONZE,1448,-1.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,-3,-4030,39,-9761,0,3,0,-1,1
4187,BRONZE,1643,1.0,1.0,1.0,0.0,0.0,-1.0,0.0,2,1200,24,1657,0,-3,0,0,0
22969,BRONZE,1807,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-4,-2168,-70,-1382,0,1,0,-2,1
7413,BRONZE,1850,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-5,-4041,-33,-3776,0,2,0,-2,0
1202,BRONZE,2111,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1924,-57,-9425,0,2,0,-1,0
3585,BRONZE,2161,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-6,-4300,29,-3285,1,7,0,0,-1
3394,BRONZE,1811,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-3,-431,-7,-5160,0,1,0,1,0
21054,BRONZE,1636,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-4,471,96,-152,1,2,0,1,-1
1316,BRONZE,1485,-1.0,-1.0,1.0,-1.0,0.0,1.0,1.0,-2,-3749,-38,-7792,0,4,0,1,1
12110,BRONZE,1962,1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-4,-3720,-53,-1984,2,5,0,1,-1
13587,BRONZE,2261,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,2,3984,42,2053,-1,-5,0,-1,1
2292,BRONZE,1110,1.0,1.0,-1.0,0.0,0.0,-1.0,0.0,-1,-1145,-24,-2379,1,4,0,-1,0
6423,BRONZE,1418,-1.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,-11,-7200,-11,-10795,1,5,0,1,-1
6236,BRONZE,1683,-1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,0,-1977,-32,3988,1,3,0,1,-1
5404,BRONZE,1693,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-3,1027,37,-3640,0,-4,0,1,0
8136,BRONZE,1996,-1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,-1,-515,31,5052,0,-2,0,1,-1
10469,BRONZE,2066,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1308,48,-2311,0,5,0,-1,-1
7482,BRONZE,1427,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,15,11944,158,8147,-1,-11,0,-1,1
11147,BRONZE,2193,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-6,-4918,-65,-713,2,6,0,-1,-1
1124,BRONZE,1099,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-14,-8159,-72,-12176,2,8,0,-1,-1
11793,BRONZE,2031,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-9,-3382,-47,-3005,-1,1,0,-2,1
12807,BRONZE,1355,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,5,4803,64,8606,-1,-10,0,1,1
10030,BRONZE,1878,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,11,8795,85,12120,-1,-8,0,-1,0
12725,BRONZE,2342,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,4,1491,-21,663,1,-1,0,2,0
17519,BRONZE,1508,1.0,1.0,1.0,1.0,0.0,1.0,1.0,15,8012,65,7106,-1,-5,0,2,1
8670,BRONZE,1178,-1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,-11,-5035,-35,-2824,1,5,0,1,-1
11792,BRONZE,1706,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,4,4717,73,1475,0,-6,0,-1,0
3553,BRONZE,2017,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,6,4638,16,9893,-1,-6,0,1,1
24699,BRONZE,1988,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,10,5154,130,1825,-1,-4,0,2,-1
28727,BRONZE,2445,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,-1211,-8,3163,1,4,0,-1,1
5908,BRONZE,1473,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-8,-5645,-98,-7996,1,7,0,-2,-1
9441,BRONZE,2473,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1651,46,-772,0,0,0,-1,0
2593,BRONZE,1525,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,-3,-1375,-14,2350,0,1,0,0,0
11113,BRONZE,1904,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,0,1040,44,-18,-2,-6,0,-1,1
10574,BRONZE,2678,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,2,3151,83,1978,0,-5,0,-1,0
5441,BRONZE,1754,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-5,-4045,-116,-5649,0,3,0,-1,0
9559,BRONZE,1416,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,-1,4753,104,10964,0,-5,0,1,0
4574,BRONZE,1924,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0,413,28,-3347,0,-3,0,-1,1
20692,BRONZE,1422,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2,-2471,-79,-6329,0,3,0,-1,-1
8349,BRONZE,1770,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,1,243,-3,615,1,3,0,1,-1
3312,BRONZE,1805,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,2,3899,97,9719,-1,-8,0,1,-1
19199,BRONZE,2466,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,4,1107,-61,1422,0,0,0,-1,1
12456,BRONZE,2576,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-6,-1372,5,-4508,0,-3,0,-1,1
23516,BRONZE,2103,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3,-2432,-10,287,1,2,0,-1,-1
11949,BRONZE,2965,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-6,-2959,-11,-11152,1,6,0,-1,1
9002,BRONZE,1075,1.0,1.0,1.0,0.0,0.0,1.0,1.0,7,5368,-46,8692,-2,-7,0,0,1
7123,BRONZE,1937,1.0,1.0,1.0,1.0,0.0,-1.0,0.0,-2,78,-29,-1711,0,-5,0,-1,0
5578,BRONZE,2014,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-4,-2555,27,284,1,2,0,0,-1
24032,BRONZE,1354,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,12,5743,47,1657,-1,-7,0,-1,1
28589,BRONZE,2021,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-6,-5589,-54,-6920,1,7,0,-1,1
4199,BRONZE,2321,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,2,2135,-57,10697,-1,-2,0,-2,0
7231,BRONZE,1088,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-14,-13152,-157,-19331,5,12,1,1,-1
13151,BRONZE,2413,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,3471,0,-60,0,-1,0,1,1
5997,BRONZE,1292,1.0,1.0,1.0,1.0,0.0,1.0,1.0,13,4433,33,11244,-1,-6,0,1,0
4240,BRONZE,1867,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2954,-18,2233,0,-2,0,1,1
9851,BRONZE,1340,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,-8,-5485,-84,-10997,0,-1,0,0,0
12447,BRONZE,1244,-1.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,-7,-8802,-107,-11449,1,5,0,-2,1
570,BRONZE,1629,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,5,5145,87,7819,0,-9,0,-1,1
18884,BRONZE,1577,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,5367,2,9181,-1,-6,0,0,1
24081,BRONZE,1273,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-7,-9981,-185,-5541,2,11,0,0,0
13629,BRONZE,1398,1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,12,4485,54,5579,0,-1,0,2,-1
21955,BRONZE,2227,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0,1129,57,3408,-1,-3,0,-1,-1
6405,BRONZE,1837,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,-1,1820,101,2650,0,-4,0,-1,0
10865,BRONZE,1879,-1.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,7,2149,38,4319,1,1,0,-2,0
1164,BRONZE,1881,-1.0,1.0,1.0,-1.0,0.0,1.0,-1.0,0,-1562,-16,-2208,0,2,0,2,0
22704,BRONZE,1448,-1.0,1.0,-1.0,0.0,0.0,-1.0,1.0,4,-373,-3,-3489,1,3,0,-2,1
22884,BRONZE,1527,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,3915,25,-1161,-2,-12,0,0,1
9511,BRONZE,1393,-1.0,1.0,-1.0,-1.0,0.0,1.0,1.0,-2,-3526,3,-8608,0,3,0,2,1
21866,BRONZE,1502,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,5,4313,13,2168,0,-4,0,0,0
23130,BRONZE,2548,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1,-1137,-65,-3656,1,3,0,-1,-1
4733,BRONZE,1819,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-6,-1972,21,-366,0,2,0,-1,-1
9045,BRONZE,1552,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,4,-1442,-8,-1416,0,-3,0,-2,1
4802,BRONZE,1399,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4,2492,34,5538,0,1,0,2,1
9547,BRONZE,2065,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,2043,-14,-828,0,-6,0,0,1
10858,BRONZE,2096,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5,3050,-22,10910,0,0,0,1,0
9258,BRONZE,2065,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,-1034,-19,-6032,0,-2,0,-1,-1
230,BRONZE,1709,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,9,6272,62,7751,-1,-9,0,0,1
8194,BRONZE,2002,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1,369,31,3874,0,-2,0,-1,-1
9805,BRONZE,1139,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-14,-9565,-149,-9543,1,12,0,-1,0
9160,BRONZE,1865,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0,1306,23,8746,0,-5,0,2,1
31678,BRONZE,1265,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-16,-13430,-92,-23502,3,10,0,-2,-1
16934,BRONZE,2208,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,3,-175,1,-3811,0,1,0,1,0
280,BRONZE,1928,1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,2,865,22,2262,0,3,0,-1,0
13470,BRONZE,1541,1.0,-1.0,1.0,1.0,0.0,-1.0,0.0,5,6647,-2,4020,0,-1,0,-1,0
6603,BRONZE,1524,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,8,5375,24,13287,-2,-10,0,0,1
4076,BRONZE,1307,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-2,-2652,-23,2571,0,-2,0,-1,0
21666,BRONZE,1343,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-6,-6782,-90,-6475,1,7,0,-2,1
