,tier,winner,first_kill,first_tower,first_inhibitor,first_baron,first_dragon,first_rift_herald,kill_advantage,gold_advantage,cs_advantage,damage_advantage,tower_advantage,plate_advantage,inhibitor_advantage,dragon_advantage,rift_advantage,baron_advantage
24182,BRONZE,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,3,7354,72,24920,2,8,0,-1,1,0
11095,BRONZE,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-6,316,77,-7851,5,6,1,1,1,-1
9238,BRONZE,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,2,880,59,-4156,4,1,0,-1,-1,0
3100,BRONZE,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-10,-5034,12,-8164,-3,-1,0,-3,0,0
6757,BRONZE,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,3,7307,143,6028,3,5,0,-1,2,0
1450,BRONZE,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,4,-2391,-58,-15982,-5,-8,0,1,0,0
5443,BRONZE,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,14,11643,65,6164,3,4,0,1,1,0
21595,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3,1955,31,-989,1,6,0,-1,-2,0
8479,BRONZE,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-2,2630,85,-6811,2,9,0,3,2,0
2289,BRONZE,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-2,-4927,-46,-9702,-2,0,0,-1,1,0
19055,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,7658,39,8533,4,9,0,1,0,1
6508,BRONZE,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,5,10432,51,12322,4,0,1,-1,1,1
7076,BRONZE,-1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0,17,8944,72,12358,5,8,0,0,1,0
3251,BRONZE,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-9,19,-10,4281,-1,2,0,-3,-1,0
7037,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-9,-6657,-40,-1430,-4,-6,0,-2,0,0
5968,BRONZE,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,3,7461,72,8894,1,-3,0,1,1,0
8002,BRONZE,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,6,-1637,18,-3938,-1,0,0,0,-1,0
6585,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-14,-10912,-146,-9039,-6,-7,0,-3,-1,0
10057,BRONZE,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,-205,62,5100,2,5,0,-1,-1,-1
2471,BRONZE,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-4,-2441,-19,413,0,-3,0,-1,2,0
9335,BRONZE,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,13,6507,84,6119,1,-6,0,1,-2,0
17717,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-6,-7296,-78,-15288,-3,-5,0,-3,0,0
3730,BRONZE,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,21,11305,143,13304,2,5,0,1,1,1
391,BRONZE,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-3,-3289,-49,3033,0,4,0,2,1,0
621,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,18,14296,215,19473,4,2,0,3,-1,0
4883,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-9,-1646,57,-5904,1,2,0,-3,1,0
4729,BRONZE,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-7,-8253,-177,-15906,-1,1,0,-1,1,0
2460,BRONZE,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,13,11094,157,16865,2,4,0,0,2,0
14554,BRONZE,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,9,3427,-94,20351,2,-4,0,-1,2,0
5354,BRONZE,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1.0,9,1790,-5,-4520,3,1,0,-1,2,0
7587,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-3,3782,109,1504,2,1,0,1,-1,0
4878,BRONZE,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-13,-8469,16,-8158,-3,-2,-1,-2,-1,0
1285,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-7,-5579,-14,-9183,-5,-4,0,-1,1,0
605,BRONZE,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,7,3774,66,6088,1,4,1,-3,1,0
11927,BRONZE,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,2,-1841,24,3050,-2,-3,0,-1,-2,0
1170,BRONZE,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-17,-6354,-64,-41417,-6,-6,0,-3,-1,0
6129,BRONZE,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,17,12372,107,23039,4,3,0,1,1,0
646,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-11,-5835,31,-6573,-1,-4,0,1,0,-1
706,BRONZE,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-2,1611,-20,5502,2,6,0,-1,-1,0
21986,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-13,-7916,12,-13184,-5,-5,-1,-1,-2,0
7902,BRONZE,1.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,5,7334,31,16076,5,-2,2,1,-1,0
762,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-17,-8277,-23,-9811,-5,-2,0,-3,0,0
1898,BRONZE,-1.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,-3,-1825,-1,-8903,-4,-5,0,-4,0,0
445,BRONZE,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-11,-4224,-11,3553,-3,-8,0,1,-1,0
6359,BRONZE,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,5,-117,-9,653,2,2,0,-1,-1,-1
6012,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,4372,9,15016,5,7,0,4,2,0
10447,BRONZE,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,17,13530,207,15923,6,4,1,-3,1,0
5472,BRONZE,1.0,1.0,1.0,1.0,0.0,-1.0,0.0,-2,1177,-72,-6805,2,5,0,1,0,0
1892,BRONZE,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,5,4744,5,454,3,6,0,1,1,0
19969,BRONZE,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,7,5682,21,15075,3,6,0,-1,-1,0
994,BRONZE,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1,1036,4,-2892,0,-1,0,3,1,0
4200,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-9,-7173,-53,-4489,-9,-4,-2,-4,-2,0
7436,BRONZE,1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,17,11450,105,16665,9,8,2,1,1,0
1674,BRONZE,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,13,7017,66,13286,5,1,1,2,-1,0
4717,BRONZE,1.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,10,5702,40,25000,2,-1,0,1,-1,0
7978,BRONZE,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,5,1811,-47,13800,1,-3,0,0,1,0
12810,BRONZE,1.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,-7,703,-11,-6640,4,2,1,-2,-1,0
1587,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-12,-6401,-45,-25967,-4,-5,0,-3,-2,0
20748,BRONZE,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1,-332,62,-8495,-1,0,0,-1,1,0
6459,BRONZE,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,14,6048,-17,20152,5,2,0,0,-1,0
292,BRONZE,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-9,-11665,-155,-10012,-2,1,0,-1,1,-1
778,BRONZE,-1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1,-3187,-176,5690,-4,-6,-1,2,-1,0
5612,BRONZE,1.0,1.0,1.0,1.0,0.0,1.0,1.0,17,8964,143,16844,4,1,0,3,1,0
8671,BRONZE,-1.0,1.0,1.0,-1.0,0.0,1.0,-1.0,-7,-414,26,-6172,-1,0,0,1,0,0
5760,BRONZE,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-15,-1472,79,-12730,-4,2,-1,1,-2,0
10998,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16,9912,108,7766,6,4,1,3,2,0
22521,BRONZE,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,14,9694,124,5035,6,4,1,1,2,0
2365,BRONZE,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0,-5792,-72,-16715,-2,-2,-1,1,1,0
16221,BRONZE,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-15,-11115,-117,-19799,-8,-6,-2,-3,-1,0
1085,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14,10034,-24,19191,6,6,0,3,2,0
15998,BRONZE,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0,-1567,-40,9030,-5,-6,0,-1,-1,0
6666,BRONZE,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-5,-1637,-85,-11510,-2,-2,0,-2,0,0
4802,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-19,-11098,-40,-21250,-3,-7,0,0,-1,0
2007,BRONZE,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,6,-1331,-22,1437,0,-3,0,-2,1,-1
11354,BRONZE,1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,16,9518,86,8025,6,3,1,1,2,0
9728,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-8,-9917,-101,-11907,-5,-10,-1,1,-2,0
7202,BRONZE,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-3,-2540,-20,-6906,-6,-4,-1,-1,-2,1
6198,BRONZE,1.0,-1.0,1.0,1.0,0.0,1.0,-1.0,0,9218,259,13069,5,9,0,1,-1,0
16681,BRONZE,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-16,-2423,18,1687,0,4,0,1,2,0
1610,BRONZE,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,11,3128,-6,8458,1,-1,0,0,-1,0
7610,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-5,-6788,-217,-13607,-4,-3,0,-3,1,0
6545,BRONZE,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,5,5107,77,-4435,4,1,0,0,0,1
7320,BRONZE,-1.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,-3,-4999,-26,-6412,-2,-3,0,1,-2,0
10526,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-14,-9226,-12,-22157,-7,-5,-1,-3,-1,0
9029,BRONZE,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-17,-7232,-95,-16097,-4,1,0,-3,-1,0
2059,BRONZE,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,7,453,25,11395,6,-2,0,1,0,0
10265,BRONZE,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,8,5569,18,-7114,2,-3,0,3,2,1
4157,BRONZE,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,7,2225,65,12843,1,2,0,1,-2,0
11985,BRONZE,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-9,-2073,172,-15400,1,1,-1,-4,-1,0
5611,BRONZE,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-11,-5203,-94,-6543,-4,-7,0,-3,-2,0
15032,BRONZE,1.0,-1.0,1.0,1.0,0.0,1.0,0.0,32,17166,119,13943,8,4,2,2,0,0
1153,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17,13704,99,22319,4,9,1,0,1,0
3786,BRONZE,-1.0,1.0,-1.0,0.0,0.0,1.0,0.0,-9,-9541,-99,-9368,-4,-6,0,-1,0,0
250,BRONZE,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9,7808,82,3691,6,5,0,3,1,0
4335,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,5,6253,54,18920,3,6,0,-1,-1,0
13429,BRONZE,-1.0,1.0,1.0,-1.0,0.0,-1.0,1.0,-11,-8001,-38,-10981,-4,-3,-1,-3,0,0
1201,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-10,-8823,-113,-12715,-5,-7,0,-1,-2,0
893,BRONZE,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,5,-1545,-32,-1523,-3,2,-1,1,-2,-1
3338,BRONZE,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,3,743,-67,8945,0,0,0,-1,-1,0
3908,BRONZE,1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,9,4898,136,16439,0,-4,0,1,-2,0
26066,BRONZE,-1.0,-1.0,1.0,0.0,0.0,-1.0,1.0,-3,-4493,27,4479,-2,-1,0,-3,2,0
6438,BRONZE,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,4,-384,-82,-4783,0,-4,0,-1,-1,0
6026,BRONZE,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-13,-8719,-128,-12472,-4,-1,0,-1,-1,-1
19135,BRONZE,1.0,1.0,-1.0,0.0,1.0,1.0,-1.0,8,1327,-32,7241,-2,-5,0,3,-1,1
4138,BRONZE,-1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-17,-12691,-133,-29990,-6,-4,0,-1,0,0
4355,BRONZE,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-5,-4042,-66,-10511,-2,-3,0,-1,-1,0
2968,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,14215,177,22372,7,10,1,4,1,0
10842,BRONZE,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2,5770,104,-3688,11,11,3,2,2,0
1936,BRONZE,1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,8,4471,-1,13812,4,1,0,-1,0,0
154,BRONZE,-1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0,3,-828,-33,-6076,1,-2,0,-1,2,0
17654,BRONZE,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-6,-6939,-150,-9460,-2,-7,0,1,-2,0
2127,BRONZE,1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,17,10221,107,20936,7,7,1,-1,1,0
6689,BRONZE,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-11,-4307,14,-25812,-3,-2,0,0,0,0
12479,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-22,-6218,-51,-25157,0,-2,0,1,-1,0
7921,BRONZE,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-12,-3298,53,-18797,3,-3,0,1,0,0
11989,BRONZE,1.0,1.0,1.0,1.0,0.0,1.0,0.0,11,10099,133,34031,4,6,0,3,0,0
3865,BRONZE,1.0,1.0,-1.0,1.0,1.0,-1.0,0.0,-4,-1682,8,-11256,-3,0,0,0,0,0
6434,BRONZE,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,7,1344,20,-2920,3,8,0,-1,1,0
5151,BRONZE,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-7,-5454,-88,-27835,-4,-2,0,-1,-1,0
19780,BRONZE,-1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0,-3,-961,13,10622,0,7,0,-3,2,0
7357,BRONZE,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,4,6854,50,-641,4,4,0,2,0,1
3496,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-5,-4114,-9,-9891,-1,-2,0,1,-1,0
5022,BRONZE,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-7,-3439,-33,-4507,-4,-3,-1,-2,-2,0
22106,BRONZE,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,3,1807,-37,466,3,4,0,-1,0,0
3813,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,14,11156,107,22677,5,1,1,1,0,1
6672,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,15,11186,79,17532,6,3,0,3,-2,0
6662,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-15,-8541,-108,-15273,-5,4,0,-4,0,0
3878,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-8,-5443,22,2009,-3,-5,0,-3,-2,0
4599,BRONZE,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0,1403,-4,-817,-2,3,0,-1,2,0
3775,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,5,88,-12,8024,-1,-1,0,3,-1,0
3963,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-13,-8372,-80,-5632,-2,-7,0,-3,-1,0
7485,BRONZE,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,10,2634,-27,-3176,1,0,0,0,-1,0
16659,BRONZE,-1.0,1.0,1.0,-1.0,0.0,1.0,1.0,-14,-12802,-164,-10174,-2,-4,0,-1,2,0
3728,BRONZE,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,-5,-8587,-164,-15405,-2,1,0,-1,0,0
1547,BRONZE,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-18,-14403,-260,-21078,-7,-6,-1,-3,-1,0
3582,BRONZE,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,5,2495,-13,12422,-3,-3,0,1,-2,0
8402,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-5,-4232,6,-15747,-1,0,0,-3,1,-1
5793,BRONZE,1.0,1.0,1.0,1.0,0.0,1.0,1.0,20,11482,160,18712,8,10,0,3,1,0
17236,BRONZE,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-6,518,52,5718,0,0,0,-2,0,0
2159,BRONZE,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-12,-4398,33,4474,-1,0,0,-1,-1,0
11337,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-10,-3483,-91,3083,-2,-6,0,-2,-1,0
3010,BRONZE,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,7,728,44,-2233,-4,-2,0,-1,-1,-1
19729,BRONZE,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-2,2748,97,-7499,-1,4,-1,1,-2,1
4694,BRONZE,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-3653,-13,-13035,-5,-7,0,-3,0,0
18076,BRONZE,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2,1416,10,6154,2,3,0,1,1,0
26010,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,8248,115,-2224,5,5,0,1,1,0
22443,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-14,-10490,-71,-26195,-4,-8,0,-1,-1,-1
5052,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-13,-7021,-10,-7167,-6,-3,0,-1,-1,0
5980,BRONZE,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,3,2594,-55,10770,1,3,0,1,0,0
21580,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-18,-10373,-64,-13151,-6,-7,-2,-1,-2,0
2185,BRONZE,-1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-2,1290,32,6549,2,1,0,0,-1,0
4944,BRONZE,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-10,-5651,-42,-14816,-2,1,0,1,2,0
1437,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,1715,-125,13891,0,1,0,3,1,0
5713,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-6,-6385,-107,2991,-3,-7,0,-2,-1,0
7312,BRONZE,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-6,-2475,61,-13686,-3,-3,0,-3,-1,0
12080,BRONZE,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-11,-3103,44,-2394,-3,2,-1,-3,-2,0
9769,BRONZE,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-10,-3546,52,-7686,0,0,0,0,2,0
3311,BRONZE,1.0,-1.0,-1.0,1.0,0.0,1.0,0.0,0,-785,-65,10226,-2,-2,0,3,0,0
2792,BRONZE,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-22,-9093,58,-15190,-7,-1,-1,-4,-2,0
6606,BRONZE,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,-1885,-38,-1080,-2,-2,0,-1,-1,0
8514,BRONZE,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,5,4664,118,-6098,1,3,0,-3,1,0
10243,BRONZE,1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,26,12662,129,17040,5,0,2,3,0,0
4134,BRONZE,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1,3542,102,-2923,7,8,1,1,2,-1
3950,BRONZE,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-15,-7963,-85,-20,-5,5,0,-1,0,0
22112,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,10,2249,-66,17486,1,2,0,2,-1,0
2980,BRONZE,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-2,-2583,-7,-3620,-3,-5,-1,0,-1,0
7541,BRONZE,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,10,6351,84,29731,0,3,0,3,1,0
8460,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-8,-3360,28,-16261,-5,-2,0,-1,0,0
21296,BRONZE,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,12,5870,78,19612,4,9,0,-1,0,0
16778,BRONZE,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,7,2768,18,-6906,-1,-4,0,-4,0,0
82,BRONZE,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,20,11580,27,30225,6,10,2,-1,2,0
1327,BRONZE,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1,-6007,-124,-8681,-2,4,0,1,1,-1
10435,BRONZE,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,25,7152,-1,2480,-1,1,0,1,-1,1
21236,BRONZE,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,20,9423,62,10293,2,-3,0,1,1,0
7555,BRONZE,1.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,4,3776,88,6950,1,-2,0,1,1,0
5585,BRONZE,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-5,1935,101,2975,0,-4,0,-1,-2,0
7842,BRONZE,1.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,3,5286,127,1170,6,13,1,-1,-1,0
19629,BRONZE,1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,5,428,-29,13608,-1,2,0,1,-1,0
12628,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,5892,47,2141,2,1,0,1,1,0
7350,BRONZE,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,6,2424,41,-5011,3,2,0,-3,2,0
3193,BRONZE,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-11,-4947,-17,2549,-2,4,0,-3,0,0
7800,BRONZE,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-7,-1072,-20,10837,-3,0,0,-3,-1,0
3656,BRONZE,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1,3499,-26,16362,1,-10,0,-3,0,1
10216,BRONZE,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,11,5537,23,19190,4,5,0,1,-1,0
6739,BRONZE,1.0,1.0,-1.0,1.0,0.0,1.0,1.0,11,7149,-10,13384,4,1,0,1,1,0
9527,BRONZE,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-2,-3240,12,3626,1,0,0,-2,0,0
16311,BRONZE,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,11,11476,175,4293,8,5,2,3,0,0
5816,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-10,-5291,-72,-27075,-4,-4,-1,-3,2,0
516,BRONZE,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1,2443,48,3541,2,2,0,0,1,0
69,BRONZE,1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,-3,37,-16,8264,-2,-7,0,0,0,0
18435,BRONZE,1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,7,4189,41,32733,5,9,1,0,0,0
5176,BRONZE,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-2,-1708,74,-20174,-1,0,0,1,-1,0
24603,BRONZE,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-8,-7708,-162,-6322,-3,-6,0,1,0,0
18425,BRONZE,1.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,12,3875,-11,-324,-2,-5,0,-1,-2,0
6798,BRONZE,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,0,1264,-64,-3854,-1,-7,0,2,-2,1
2447,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,10043,173,6309,3,7,0,-1,1,0
2521,BRONZE,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-12,-476,2,-15539,1,2,0,0,1,0
3043,BRONZE,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-5,-4171,105,-9903,-2,2,0,-2,-1,0
4291,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,19,13513,106,39483,7,9,1,3,0,0
11210,BRONZE,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,7,3632,81,3461,2,12,0,0,0,0
9188,BRONZE,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-5,-3441,-24,4004,-2,2,0,-1,-1,0
9403,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,4372,25,5937,3,3,0,-1,1,0
6593,BRONZE,1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,8,7037,69,9980,0,-2,0,1,-2,0
18607,BRONZE,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-8,-813,14,-3666,0,2,0,-1,1,0
3637,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,17,8220,161,5930,3,3,0,4,-1,0
876,BRONZE,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,10,8457,15,-4047,4,-1,0,-1,0,1
10336,BRONZE,1.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,10,4031,82,13843,0,-1,0,1,-1,0
3809,BRONZE,-1.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,-7,-10478,-97,-18647,-6,-4,-2,-3,0,0
6769,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,17,12607,48,8743,6,7,0,1,-1,1
2336,BRONZE,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-8,-8428,41,-35944,-6,-5,-2,-2,-2,0
