,tier,game_duration,winner,first_kill,first_tower,first_inhibitor,first_baron,first_dragon,first_rift_herald,kill_advantage,gold_advantage,cs_advantage,damage_advantage,tower_advantage,plate_advantage,inhibitor_advantage,dragon_advantage,rift_advantage
23054,DIAMOND,2132,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,0,1,0,1,1
29028,DIAMOND,1292,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,1,-1,1,1,0,-1,-1
30739,DIAMOND,971,-1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,0,-1
9853,DIAMOND,1467,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1,1,1,0,0,0,1,0
26113,DIAMOND,1723,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1,1,1,-1,-1,-1,0,-1,1
15588,DIAMOND,1233,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1,-1,-1,1,1,1,0,1,0
23045,DIAMOND,2051,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0,1,1,-1,-1,-1,0,-1,0
14118,DIAMOND,1266,-1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,0,1,0,-1,0
31642,DIAMOND,1427,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,0,1,0,1,-1
13750,DIAMOND,1337,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
24411,DIAMOND,1819,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,1,-1,0,1,0,1,0
13837,DIAMOND,1297,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
16094,DIAMOND,1521,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,0,1,0,0,0
10309,DIAMOND,1734,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,1,1,1,1,0,-1,0,1,0
15589,DIAMOND,1992,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,-1,1,-1,1,0,-1,1
18292,DIAMOND,1955,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,1,-1,-1,-1,1,0,-1,-1
14098,DIAMOND,1859,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1,-1,-1,-1,0,1,0,0,-1
11432,DIAMOND,1236,-1.0,1.0,1.0,0.0,0.0,-1.0,1.0,1,-1,-1,-1,-1,1,0,0,1
17732,DIAMOND,1610,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1,1,1,1,-1,-1,0,1,0
32538,DIAMOND,1851,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,0,-1,1,1,1,1,0,1,-1
34794,DIAMOND,1913,1.0,1.0,-1.0,0.0,1.0,1.0,-1.0,1,1,1,1,1,-1,0,1,-1
16372,DIAMOND,2324,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1,-1,-1,-1,1,1,0,1,-1
34316,DIAMOND,1222,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
6560,DIAMOND,1452,-1.0,1.0,-1.0,-1.0,0.0,1.0,1.0,-1,-1,1,-1,0,0,0,1,1
13512,DIAMOND,1364,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1,1,-1,1,0,-1,0,1,0
25065,DIAMOND,1422,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,-1,-1,0,0,0
30279,DIAMOND,1387,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,0,-1
18597,DIAMOND,1850,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,0,-1,-1,-1,0,1,0,1,0
9395,DIAMOND,2131,-1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,-1,1,1,1,-1,-1,0,1,0
24319,DIAMOND,1210,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
14751,DIAMOND,2072,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1,1,1,1,0,-1,0,1,-1
30725,DIAMOND,1578,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
34239,DIAMOND,2263,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1,-1,1,-1,0,0,0,1,0
18659,DIAMOND,1239,1.0,1.0,1.0,1.0,0.0,-1.0,0.0,1,1,1,1,0,-1,0,-1,0
29053,DIAMOND,1897,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,0,-1
25750,DIAMOND,1572,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1,-1,1,1,0,-1,0,0,1
32647,DIAMOND,1537,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,0,0,0,-1
8059,DIAMOND,2100,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,0,-1,0,-1,0,1,-1
20787,DIAMOND,1470,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1,1,1,1,-1,-1,0,1,-1
14150,DIAMOND,1583,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,1,-1,1,1,0,0,-1
20006,DIAMOND,1355,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,0,1,0,0,1
34080,DIAMOND,1739,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,-1,1,0,1,0,-1,0
27883,DIAMOND,1763,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1,1,1,-1,0,-1,0,-1,1
14357,DIAMOND,1660,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,0,1,0,-1,-1
16547,DIAMOND,917,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,-1,-1,-1,-1,1,1,0,1,1
18317,DIAMOND,1638,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,-1,1,-1,1,1,0,1,-1
15743,DIAMOND,1337,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,-1,-1,0,0,1
17152,DIAMOND,2225,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,0,1,1,1,0,-1,0,0,0
11773,DIAMOND,1120,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
32833,DIAMOND,1850,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0,1,-1,1,1,1,0,-1,-1
34323,DIAMOND,1351,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
22336,DIAMOND,1730,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,-1,1,-1,1,1,0,1,-1
17274,DIAMOND,1523,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1,1,-1,-1,0,0,0
22534,DIAMOND,1657,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
26183,DIAMOND,1740,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,1,0,1,0,-1,1
25320,DIAMOND,1912,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1,-1,-1,0,1,0,-1,0
30255,DIAMOND,939,1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,1,1,1,1,0,-1,0,1,-1
16640,DIAMOND,913,-1.0,-1.0,-1.0,0.0,0.0,-1.0,1.0,-1,-1,-1,-1,0,1,0,-1,1
15689,DIAMOND,1623,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1,1,1,1,-1,-1,0,1,0
11777,DIAMOND,1467,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,-1,1,1,1,0,1,-1
26546,DIAMOND,1771,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,-1,0,1,0
21298,DIAMOND,2312,-1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1,1,1,1,-1,-1,0,-1,1
24049,DIAMOND,1353,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
15117,DIAMOND,2253,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1,1,1,1,-1,-1,0,-1,1
13487,DIAMOND,2311,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1,-1,-1,1,0,-1,0,1,1
11067,DIAMOND,1261,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
21023,DIAMOND,1221,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
26603,DIAMOND,1005,-1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
33953,DIAMOND,1906,1.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,1,1,1,1,-1,-1,0,-1,-1
20192,DIAMOND,1563,-1.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,-1,1,1,1,0,-1,0,-1,1
28467,DIAMOND,1967,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1,1,-1,1,-1,0,0,-1,1
33187,DIAMOND,2019,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,1,-1
20239,DIAMOND,2277,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1,-1,-1,-1,1,1,0,0,-1
10694,DIAMOND,2141,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1,-1,1,1,1,1,0,0,-1
27198,DIAMOND,1830,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1,-1,1,-1,-1,0,0,1
20153,DIAMOND,1246,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,-1,-1,1,-1,0,-1,0,1,1
10249,DIAMOND,1376,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1,-1,-1,-1,0,1,0,-1,0
11309,DIAMOND,1829,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,0,-1
16165,DIAMOND,1336,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,0,1,0,-1,0
27524,DIAMOND,1927,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1,1,1,-1,-1,-1,0,1,1
15335,DIAMOND,1951,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,-1,1,1,-1,0,-1,0,0,0
17788,DIAMOND,1338,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,1,1,1,0,-1,0,1,0
13817,DIAMOND,2315,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1,1,1,-1,0,-1,0,1,0
32115,DIAMOND,1541,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1,1,1,1,-1,-1,0,1,0
11675,DIAMOND,1605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
15843,DIAMOND,1723,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1,-1,-1,-1,0,1,0,0,1
17826,DIAMOND,1180,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,0
25107,DIAMOND,2087,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1,1,-1,1,0,1,0,1,-1
19025,DIAMOND,1122,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1,-1,-1,-1,1,1,0,-1,1
29054,DIAMOND,1714,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1,1,1,1,-1,-1,0,0,1
8241,DIAMOND,1556,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0,-1,-1,-1,0,0,0,1,1
19514,DIAMOND,1442,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1,1,1,-1,0,1,0,-1,-1
25571,DIAMOND,1848,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,-1,1,0,1,0,1,-1
28780,DIAMOND,969,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,-1,-1,0,1,0
27161,DIAMOND,1655,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1,1,1,-1,0,-1,0,1,1
21152,DIAMOND,1894,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1,1,1,-1,0,-1,0,-1,1
27977,DIAMOND,1732,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,-1,1,0,1,0,1,-1
18509,DIAMOND,1452,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,1,-1,1,-1,-1,0,0,1
26793,DIAMOND,929,-1.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,-1,-1,-1,-1,1,1,0,1,-1
33358,DIAMOND,1383,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
16092,DIAMOND,1743,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1,1,1,1,0,0,0,-1,1
30495,DIAMOND,1434,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
19784,DIAMOND,1896,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,1,1,-1,0,1,0,0,-1
31765,DIAMOND,2406,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,1,1,1,1,0,-1,0,1,0
23302,DIAMOND,1976,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,1,0,-1,-1
19024,DIAMOND,1657,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1,1,1,1,-1,-1,0,1,0
19040,DIAMOND,1978,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,0
34819,DIAMOND,1937,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,1,1,0,1,-1
18252,DIAMOND,1458,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,1,1,1,0,1,0,1,-1
20511,DIAMOND,1481,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,-1,1,1,1,-1,-1,0,0,1
16207,DIAMOND,1732,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1,1,1,1,-1,-1,0,0,-1
34345,DIAMOND,1265,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
29128,DIAMOND,2296,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1,1,-1,-1,1,1,0,1,-1
27014,DIAMOND,1567,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1,-1,-1,-1,1,1,0,-1,0
34913,DIAMOND,2129,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1,-1,1,1,0,1,0,1,-1
22431,DIAMOND,1704,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,-1,1,1,0,1,0,1,1
24426,DIAMOND,2003,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
9694,DIAMOND,1986,1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,-1,-1,1,-1,0,1,0,0,0
14919,DIAMOND,1858,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,0,-1,0,0,-1
21715,DIAMOND,2455,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,-1,-1,-1,1,1,0,1,-1
32692,DIAMOND,1767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
33130,DIAMOND,1702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,-1,-1,0,0,1
30108,DIAMOND,2069,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1,-1,-1,-1,1,1,0,-1,1
34838,DIAMOND,1360,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1,-1,-1,-1,0,-1,0,1,-1
15098,DIAMOND,1545,-1.0,1.0,-1.0,-1.0,0.0,1.0,1.0,1,-1,-1,-1,0,1,0,1,0
23948,DIAMOND,1907,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1,1,1,1,1,1,0,-1,-1
15603,DIAMOND,1502,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,1,1,0,1,-1
23134,DIAMOND,935,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1,1,1,1,-1,-1,0,1,-1
23912,DIAMOND,1329,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
18400,DIAMOND,1801,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,0,-1,-1,-1,0,1,0,1,-1
20322,DIAMOND,1567,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1,-1,1,1,1,1,0,1,-1
21415,DIAMOND,1470,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,0,1,0,-1,1
31888,DIAMOND,2189,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1,1,1,1,1,1,0,1,-1
34603,DIAMOND,1154,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,0,1,0,-1,-1
21260,DIAMOND,1601,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1,-1,-1,-1,-1,0,1,1
23199,DIAMOND,920,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
32670,DIAMOND,1471,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
21274,DIAMOND,2318,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
20256,DIAMOND,1858,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,1,1,0,-1,-1
19950,DIAMOND,2257,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1,-1,-1,0,1,0,-1,-1
11447,DIAMOND,1100,1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,1,1,1,1,-1,-1,0,-1,1
13390,DIAMOND,1596,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,0
18164,DIAMOND,2196,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1,-1,-1,-1,0,-1,1
32220,DIAMOND,1279,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
10548,DIAMOND,1435,-1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,-1,1,0,0,0,-1,-1
26569,DIAMOND,1661,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,1,-1,1,0,0,0
32514,DIAMOND,1452,1.0,1.0,1.0,0.0,1.0,1.0,-1.0,1,1,1,1,0,-1,0,1,-1
7180,DIAMOND,1927,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,1,1,-1,0,-1,0,1,0
14960,DIAMOND,1295,-1.0,-1.0,1.0,0.0,0.0,1.0,-1.0,-1,-1,1,1,0,1,0,1,-1
26672,DIAMOND,1651,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,1,1,1,0,-1,-1
15946,DIAMOND,1842,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,1,1,0,-1,-1
23986,DIAMOND,1585,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,1,-1,0,-1,0,-1,1
18691,DIAMOND,2503,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1,-1,1,1,1,1,0,0,-1
16189,DIAMOND,1646,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,1,0,1,0,-1,-1
29285,DIAMOND,2500,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1,1,1,1,0,-1,0,1,-1
27678,DIAMOND,1979,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,-1,-1,1,-1,0,-1,0,-1,1
10241,DIAMOND,1483,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,-1,-1,0,0,1
23598,DIAMOND,1908,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1,1,-1,-1,0,0,0,1,1
15657,DIAMOND,1210,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
24548,DIAMOND,972,-1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1,-1,-1,-1,0,1,0,-1,0
23577,DIAMOND,1959,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,-1,-1,-1,1,0,-1,-1
29032,DIAMOND,1251,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,-1,-1,-1,-1,1,1,0,0,0
16332,DIAMOND,1661,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1,1,1,1,-1,-1,0,0,1
30652,DIAMOND,1825,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,1,1,0,0,0,0,0
19276,DIAMOND,1109,-1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1,-1,-1,-1,1,1,0,0,-1
27429,DIAMOND,1571,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,1,1,0,-1,-1
24070,DIAMOND,1830,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,-1,0,-1,0
15705,DIAMOND,1350,-1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0,-1,-1,-1,-1,-1,0,0,-1,1
19216,DIAMOND,1731,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,1,1,1,1,0,-1,0,-1,1
19884,DIAMOND,1899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,-1,0,1,0
17962,DIAMOND,1482,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1,-1,1,1,1,1,0,1,-1
14003,DIAMOND,1678,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,-1,1,1,0,-1,0,1,-1
15814,DIAMOND,1538,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
28861,DIAMOND,1494,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,1,1,1,-1,0,1,0,0,-1
23928,DIAMOND,1604,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,1,1,0,1,0,1,0
24620,DIAMOND,1745,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
18626,DIAMOND,1017,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,1,1,1,1,-1,-1,0,0,0
11416,DIAMOND,2053,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,1,1,0,0,0,-1,0
22904,DIAMOND,1438,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,-1,1,0,1,0,1,0
16376,DIAMOND,1614,1.0,1.0,-1.0,0.0,1.0,1.0,-1.0,-1,-1,-1,1,0,0,0,1,-1
28943,DIAMOND,1020,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
20620,DIAMOND,1927,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,1,-1,0,1,0,-1,-1
12279,DIAMOND,1689,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,-1,1,-1,1,0,-1,-1
12991,DIAMOND,1464,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,1,1,0,0,1
17614,DIAMOND,1917,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
17599,DIAMOND,1971,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1,-1,1,-1,0,1,0,1,0
31890,DIAMOND,1711,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,-1,-1,0,-1,1
25557,DIAMOND,2213,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,1,-1,-1,1,0,0,-1
32112,DIAMOND,1689,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1,1,1,-1,-1,0,-1,1
26077,DIAMOND,1441,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,0
30171,DIAMOND,2290,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,1,1,1,0,0,-1
30804,DIAMOND,2394,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1,1,1,-1,0,-1,0,1,0
20491,DIAMOND,1138,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
9484,DIAMOND,1031,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,0,-1
7287,DIAMOND,1721,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,-1,0,-1,-1
15985,DIAMOND,1353,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,1,-1,0,-1,0,-1,-1
17917,DIAMOND,1967,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1,-1,-1,1,0,-1,0,1,1
12757,DIAMOND,2201,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,1,-1
17790,DIAMOND,1466,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,0,1,0,-1,0
34057,DIAMOND,1288,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
29987,DIAMOND,1371,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
14046,DIAMOND,1972,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1,-1,1,1,-1,-1,0,1,-1
15691,DIAMOND,1274,1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,1,1,1,-1,-1,-1,0,-1,1
30617,DIAMOND,1749,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,-1,-1,0,-1,1
15636,DIAMOND,1934,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,-1,-1,-1,0,1,1
20448,DIAMOND,1592,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
15873,DIAMOND,1408,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,-1,1,0,1,-1
11670,DIAMOND,1529,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
33758,DIAMOND,1467,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,1,1,0,0,-1
30696,DIAMOND,1473,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
9076,DIAMOND,1605,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,0,0,-1,0,1,1
