,tier,game_duration,winner,first_kill,first_tower,first_inhibitor,first_baron,first_dragon,first_rift_herald,kill_advantage,gold_advantage,cs_advantage,damage_advantage,tower_advantage,plate_advantage,inhibitor_advantage,dragon_advantage,rift_advantage
7490,BRONZE,2379,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1,-1,-1,-1,0,1,0,-1,0
1280,BRONZE,2383,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,1,0,-1,0
18137,BRONZE,1427,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,1,1,1,1,0,-1,0,0,1
4644,BRONZE,1798,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,0,1,1,1,-1,-1,0,-1,1
9435,BRONZE,1583,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,-1,-1,0,0,1
12765,BRONZE,1505,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
6610,BRONZE,1432,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,-1,1,1,1,0,1,0,0,-1
7789,BRONZE,2206,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1,1,-1,0,1,0,-1,0
19907,BRONZE,2450,-1.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,1,-1,-1,1,0,1,0,1,0
10298,BRONZE,2088,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1,1,1,1,1,1,0,-1,-1
12853,BRONZE,1752,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-1,-1,1,-1,-1,-1,0,-1,0
3814,BRONZE,1273,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,1,1,1,1,-1,-1,0,-1,-1
12816,BRONZE,1654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,1,1,1,0,-1,0,1,1
8592,BRONZE,1352,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1,-1,-1,-1,0,1,0,-1,1
11958,BRONZE,1590,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1,-1,-1,-1,1,1,0,1,0
9322,BRONZE,1287,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0,-1,-1,-1,0,1,0,-1,0
529,BRONZE,956,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,1,1,1,-1,-1,0,1,0
2837,BRONZE,1745,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
20417,BRONZE,2533,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1,1,1,1,-1,-1,0,-1,1
11938,BRONZE,2359,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1,-1,-1,-1,0,1,0,-1,1
11032,BRONZE,1862,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1,-1,-1,-1,1,1,0,0,-1
1498,BRONZE,1632,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,0,-1
23418,BRONZE,1638,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
9279,BRONZE,1815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
949,BRONZE,914,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
641,BRONZE,1537,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,0,0
6150,BRONZE,1931,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0,1,-1,-1,0,-1,0,1,0
13501,BRONZE,1260,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-1,-1,1,-1,0,-1,0,1,0
19052,BRONZE,1860,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,1,-1,1,1,0,-1,1
9019,BRONZE,1060,1.0,1.0,1.0,0.0,0.0,-1.0,1.0,1,1,1,1,-1,-1,0,-1,1
8708,BRONZE,1262,1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,1,1,1,1,0,-1,0,1,-1
2114,BRONZE,1690,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,1,1,1,0,-1,-1
1235,BRONZE,1428,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,0,1,0,0,-1
404,BRONZE,2226,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1,-1,1,1,0,1,0,1,-1
33631,BRONZE,1652,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,1,1,-1,0,0,0,-1,0
13869,BRONZE,2163,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,0,1,-1,1,-1,-1,0,1,1
11632,BRONZE,2114,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,1,0,-1,0,1,0
28299,BRONZE,1777,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,1,1,1,1,-1,-1,0,-1,0
12139,BRONZE,1693,-1.0,-1.0,1.0,1.0,0.0,1.0,-1.0,-1,1,1,-1,-1,-1,0,1,-1
7725,BRONZE,2026,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-1,1,1,1,0,0,0,-1,0
7642,BRONZE,1562,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,0,1,0,-1,1
1411,BRONZE,1144,-1.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,-1,-1,-1,-1,1,1,0,0,-1
4043,BRONZE,1385,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,1,1,1,1,0,-1,0,-1,0
11937,BRONZE,1825,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1
1959,BRONZE,1864,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
8084,BRONZE,2113,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,0,1,0,-1,0
21057,BRONZE,1763,-1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,1,1,1,1,0,-1,0,-1,-1
10949,BRONZE,1277,1.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,1,1,-1,1,1,1,0,1,-1
3341,BRONZE,2119,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1,-1,-1,-1,0,1,0,1,1
25278,BRONZE,1752,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0,0,1,0
10526,BRONZE,1485,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,0,-1,0,1,0
7858,BRONZE,1417,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,-1,-1,-1,-1,1,1,0,1,1
8711,BRONZE,1115,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,-1,-1,0,1,0
30897,BRONZE,2676,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0,1,1,1,0,-1,0,-1,0
7982,BRONZE,1558,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,1,1,1,1,0,-1,0,-1,0
1994,BRONZE,2093,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1,-1,0,1,0,-1,0
3691,BRONZE,1425,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
14614,BRONZE,1548,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
1582,BRONZE,1410,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,0,1,0,1,0
9687,BRONZE,2089,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,-1,0,1,1
2558,BRONZE,2342,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1,1,1,1,0,-1,0,1,0
1451,BRONZE,1569,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1,-1,-1,-1,1,1,0,-1,1
4394,BRONZE,915,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,1,1,1,0,-1,0,1,0
8660,BRONZE,2259,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,-1,-1,-1,0,1,0,-1,1
4101,BRONZE,1814,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,-1,-1,-1,0,1,0,-1,1
4102,BRONZE,1873,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,0,-1
17261,BRONZE,2492,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,-1,-1,-1,1,1,0,-1,1
6785,BRONZE,2060,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1,-1,1,0,1,0,-1,0
117,BRONZE,2187,1.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,-1,-1,1,-1,0,-1,0,-1,-1
2532,BRONZE,1575,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1,1,1,1,0,-1,0,1,0
14778,BRONZE,2909,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1,1,1,-1,-1,-1,0,1,-1
1295,BRONZE,1159,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,0,1,0,-1,0
6869,BRONZE,969,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
5601,BRONZE,1274,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1,-1,-1,-1,0,1,0,-1,-1
6627,BRONZE,2329,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1,1,-1,1,0,-1,0,-1,-1
25595,BRONZE,1943,-1.0,1.0,-1.0,-1.0,0.0,1.0,1.0,-1,-1,-1,-1,0,-1,0,0,1
7712,BRONZE,1207,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,1,-1,-1
2548,BRONZE,2307,1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,1,1,1,1,-1,-1,0,-1,1
3062,BRONZE,1518,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1,-1,-1,1,0,1,0,0,-1
14932,BRONZE,1988,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1,-1,0,1,1,1,0,-1,1
18395,BRONZE,1719,-1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1,-1,-1,-1,0,1,0,1,-1
1019,BRONZE,1504,1.0,-1.0,1.0,0.0,1.0,1.0,1.0,-1,1,1,-1,0,-1,0,1,1
8233,BRONZE,2150,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1,1,-1,-1,0,-1,0
22818,BRONZE,2106,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1,1,-1,1,0,0,0,1,-1
9538,BRONZE,2203,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,0,1,0,1,0
2727,BRONZE,2363,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1,-1,1,-1,0,0,0,-1,1
2241,BRONZE,2229,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0,1,-1,1,-1,-1,0,-1,1
2048,BRONZE,1417,-1.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,-1,-1,-1,-1,0,1,0,-1,1
1507,BRONZE,1652,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1,-1,-1,1,1,1,0,-1,-1
3115,BRONZE,1827,-1.0,1.0,1.0,-1.0,0.0,-1.0,1.0,-1,-1,-1,1,0,1,0,-1,1
1381,BRONZE,1448,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
7787,BRONZE,1848,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1,-1,-1,-1,0,1,0,-1,0
1689,BRONZE,1776,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,1,0,0,0,-1,1
9986,BRONZE,1578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,-1,1,-1,-1,0,1,1
16494,BRONZE,1301,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,0,-1,0,1,1
101,BRONZE,2827,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-1,-1,-1,1,0,-1,0,-1,0
16816,BRONZE,1726,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,0,0,0,1,-1
870,BRONZE,1646,-1.0,1.0,-1.0,0.0,0.0,1.0,0.0,-1,-1,-1,-1,0,1,0,0,0
5231,BRONZE,2067,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
1066,BRONZE,1273,-1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1,-1,-1,-1,1,1,0,0,-1
7792,BRONZE,1968,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0,-1,1,1,-1,0,0,-1,0
9852,BRONZE,2439,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,1,1,-1,-1,0,1,0,1,0
8694,BRONZE,1435,-1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,-1,-1,-1,-1,0,1,0,-1,0
9649,BRONZE,1434,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1,-1,-1,-1,0,1,0,0,0
6721,BRONZE,1539,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1,-1,-1,1,0,0,0,-1,0
20771,BRONZE,2051,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,0,-1,0,1,-1
28582,BRONZE,2100,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1,-1,-1,-1,0,1,0,-1,1
414,BRONZE,1818,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1,-1,1,1,0,-1,0,1,-1
16197,BRONZE,1921,-1.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,1,1,-1,1,0,-1,0,-1,1
6913,BRONZE,1965,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1,1,1,-1,-1,-1,0,1,1
20477,BRONZE,2013,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,-1,-1,1,-1,0,1,0,-1,0
35477,BRONZE,2041,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1,-1,1,-1,1,-1,0,1,-1
15565,BRONZE,1327,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1,1,1,1,-1,-1,0,1,-1
4816,BRONZE,1656,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1,1,-1,1,-1,-1,0,-1,1
7365,BRONZE,1573,1.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,1,1,1,1,0,-1,0,0,-1
32181,BRONZE,2417,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1,1,1,1,-1,-1,0,-1,1
3467,BRONZE,2105,-1.0,1.0,1.0,-1.0,0.0,1.0,0.0,-1,-1,-1,-1,0,1,0,1,0
840,BRONZE,1420,1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,1,1,1,-1,-1,-1,0,0,1
10486,BRONZE,1757,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,1,-1,1,1,0,0,-1
10801,BRONZE,1724,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
6113,BRONZE,1307,-1.0,-1.0,-1.0,0.0,0.0,-1.0,1.0,-1,-1,-1,-1,0,1,0,-1,0
11968,BRONZE,2156,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,-1,-1,-1,-1,1,0,1,0
7884,BRONZE,929,-1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,0
6926,BRONZE,1731,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,1,1,0,-1,-1
10248,BRONZE,1410,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,1,1,-1,0,-1,0,1,1
4026,BRONZE,2285,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,1,-1,-1,-1,0,0,1,1
13442,BRONZE,1618,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,0,1,0,-1,0
7088,BRONZE,1744,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1,1,0,-1,0,-1,0,0,0
26664,BRONZE,1211,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,1,-1,1,1,0,-1,-1
5280,BRONZE,1210,-1.0,1.0,-1.0,0.0,0.0,1.0,1.0,-1,-1,-1,-1,0,1,0,1,1
6764,BRONZE,2132,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1,1,1,-1,0,-1,0,-1,-1
615,BRONZE,2199,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1,1,0,1,0,1,1
20266,BRONZE,1868,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1,-1,1,-1,-1,-1,0,-1,1
2724,BRONZE,967,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
25688,BRONZE,1518,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,-1,1,1,-1,0,-1,0,0,1
20021,BRONZE,1406,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
2083,BRONZE,2274,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1,-1,-1,-1,0,1,0,1,1
27135,BRONZE,1980,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1,1,0,1,1,1,0,1,-1
458,BRONZE,1604,-1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1,-1,-1,-1,0,1,0,1,-1
23558,BRONZE,1955,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1,-1,-1,-1,0,0,0
11801,BRONZE,1896,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1,1,-1,1,-1,-1,0,1,1
4638,BRONZE,1911,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,1,1,1,0,-1,0,0,0
5089,BRONZE,1858,1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,1,-1,-1,1,0,1,0,-1,-1
17141,BRONZE,1829,-1.0,1.0,1.0,-1.0,0.0,-1.0,1.0,-1,1,-1,1,0,1,0,0,1
26393,BRONZE,3518,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1,1,1,1,-1,-1,0,-1,1
11945,BRONZE,1993,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,0,-1,1,1,-1,1,0,0,-1
10195,BRONZE,1238,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
17869,BRONZE,1625,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,1,0,-1,0
3594,BRONZE,2960,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1,1,1,1,0,-1,0,1,-1
9079,BRONZE,1642,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1,1,1,1,0,-1,0,-1,0
5672,BRONZE,3083,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,1,1,1,-1,1,0,-1,-1
4820,BRONZE,925,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1,-1,-1,-1,0,1,0,-1,-1
9221,BRONZE,2294,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1,-1,1,-1,-1,1,0,1,1
11264,BRONZE,1424,-1.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,-1,-1,-1,-1,0,1,0,-1,0
10642,BRONZE,1517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
11194,BRONZE,1269,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
4859,BRONZE,2059,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,1,1,1,1,0,-1,0,1,0
10906,BRONZE,1126,1.0,1.0,1.0,0.0,0.0,-1.0,0.0,1,1,1,1,-1,-1,0,-1,0
2458,BRONZE,1020,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
7795,BRONZE,1301,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
940,BRONZE,2667,1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,1,-1,-1,-1,0,0,0,1,0
12306,BRONZE,2443,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,-1,-1,-1,0,1,-1
514,BRONZE,2400,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1,1,-1,-1,0,-1,0,1,0
9721,BRONZE,1577,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
3171,BRONZE,1668,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1,1,-1,-1,0,-1,0,-1,1
13504,BRONZE,2324,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,-1
14371,BRONZE,2293,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
12633,BRONZE,1435,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,1,1,1,1,-1,-1,0,0,1
10242,BRONZE,1693,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,0,1,1,-1,0,-1,0,-1,0
3589,BRONZE,1445,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,1,1,1,0,0,-1
24488,BRONZE,1015,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,-1,-1,-1,1,1
9085,BRONZE,1388,1.0,-1.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,0,0,0,1,1
26726,BRONZE,1010,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1,1,-1,1,-1,-1,0,1,-1
4005,BRONZE,1786,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,0,-1
7794,BRONZE,2680,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1,1,1,1,0,-1,0,1,0
2437,BRONZE,1657,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
8386,BRONZE,2180,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1,-1,0,1,0,-1,0
34731,BRONZE,1816,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,0,1,0,1,0
6192,BRONZE,1834,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,1,0,-1,0
2395,BRONZE,1395,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
2095,BRONZE,2570,1.0,-1.0,1.0,1.0,0.0,1.0,-1.0,-1,-1,-1,-1,0,0,0,1,0
7551,BRONZE,1820,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,-1,0,1,1
6515,BRONZE,1429,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1,-1,-1,-1,1,1,0,1,0
1563,BRONZE,1825,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,-1,1,1,1,1,0,1,-1
4440,BRONZE,1855,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1,-1,-1,-1,1,1,0,0,0
25904,BRONZE,2259,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1,1,-1,1,0,-1,0,1,1
10621,BRONZE,2280,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,-1,-1,0,1,0
14825,BRONZE,1548,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,-1,0,1,-1
7523,BRONZE,2032,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,1,1,1,1,0,-1,0,-1,0
13017,BRONZE,2364,1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,1,1,1,-1,0,1,0,-1,0
8419,BRONZE,1858,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,-1,-1,0,-1,0
14207,BRONZE,1001,1.0,-1.0,1.0,0.0,0.0,1.0,0.0,1,1,1,1,0,-1,0,1,0
13518,BRONZE,1433,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1,1,1,1,0,1,0,1,-1
1798,BRONZE,2897,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,1,1,1,-1,0,1,0,-1,0
4448,BRONZE,2614,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0,-1,-1,-1,0,-1,0,1,0
12238,BRONZE,1285,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
4302,BRONZE,1989,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1,-1,-1,1,1,1,0,1,0
12007,BRONZE,2077,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1,1,1,1,1,-1,0,1,1
14528,BRONZE,1377,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,-1,-1,0,1,-1
22915,BRONZE,1716,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,-1,-1,-1,-1,0,-1,0,1,1
5636,BRONZE,1474,1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1,1,1,-1,0,1,0,-1,-1
13055,BRONZE,1543,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,0,1,0,-1,0
5869,BRONZE,2327,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,-1,-1,1,1,1,0,-1,0
3463,BRONZE,2052,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,1,1,-1,1,0,-1,0,0,-1
13000,BRONZE,1419,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1,1,-1,1,-1,-1,0,0,1
1839,BRONZE,2022,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1,-1,-1,1,0,1,0,1,0
2150,BRONZE,2351,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1,-1,-1,-1,-1,0,0,0,1
11858,BRONZE,1121,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,-1,-1,0,1,0
4835,BRONZE,1071,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1,1,1,1,-1,-1,0,1,0
5451,BRONZE,1528,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,-1,-1,0,1,1
18480,BRONZE,2006,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,1,1,0,1,0
4692,BRONZE,1900,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,-1,-1,0,0,1
9071,BRONZE,1626,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,0,1,0,-1,-1
861,BRONZE,1604,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,0,1,0,-1,0
13145,BRONZE,1699,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,-1,0,1,1
15522,BRONZE,2099,1.0,-1.0,-1.0,1.0,0.0,1.0,1.0,1,-1,-1,1,1,1,0,1,0
