,tier,winner,first_kill,first_tower,first_inhibitor,first_baron,first_dragon,first_rift_herald,kill_advantage,gold_advantage,cs_advantage,damage_advantage,tower_advantage,plate_advantage,inhibitor_advantage,baron_advantage,dragon_advantage,rift_advantage
635,BRONZE,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,1,1,-1
4548,BRONZE,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,1,1,1,1,1,1,0,0,1,-1
919,BRONZE,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0,0,0,1,1
4563,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,1,-1,1,-1,1,0,1,-1,0
625,BRONZE,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1,1,-1,1,1,1,0,1,0,1
1265,BRONZE,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,1,1,0,1,0,0,1,1
3744,BRONZE,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1,1,-1,1,0,1,0,0,1,1
1889,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2970,BRONZE,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,0,0,0,-1,-1
23,BRONZE,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,-1,1,-1,1,1,0,0,-1,-1
883,BRONZE,-1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0,-1,-1,1,-1,-1,-1,0,0,0,1
2131,BRONZE,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1,1,-1,-1,1,-1,1,0,1,-1
3116,BRONZE,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,0,1,0
1488,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1419,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,-1,1
3653,BRONZE,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
2123,BRONZE,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
3809,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
36,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1
248,BRONZE,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1,-1,-1,-1,-1,0,0,0,-1,0
3341,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,-1,0,0,1,1
4372,BRONZE,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
2327,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,-1,1,1,1,0,0,0,0
4017,BRONZE,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
1639,BRONZE,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1,-1,1,1,1,1,0,0,1,1
1288,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1,-1,-1,1,-1,-1,-1,0,-1,0
4880,BRONZE,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,1,-1
3540,BRONZE,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1,1,-1,1,0,-1,0,0,1,-1
4047,BRONZE,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1,1,1,-1,1,1,0,0,1,1
3365,BRONZE,1.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,1,1,1,1,1,1,0,0,1,-1
4161,BRONZE,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,-1,1,1,0,0,1,0,-1
4716,BRONZE,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
4419,BRONZE,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1,1,1,-1,1,1,1,0,1,1
1912,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
3887,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
3124,BRONZE,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,-1,-1,0,0,-1,-1
3349,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
210,BRONZE,-1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0,-1,-1,-1,-1,0,-1,0,0,-1,1
2557,BRONZE,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,1,1,0,-1,1
3690,BRONZE,-1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,1,1,1,-1,-1,1,0,0,1,-1
4695,BRONZE,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,1,1,-1,1,1,1,1,0,1,1
85,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
3019,BRONZE,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,1,1,-1,1,0,0,0,0,1,-1
2862,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,1,-1
2248,BRONZE,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
1025,BRONZE,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,-1,-1,-1,-1,0,0,0,0
3098,BRONZE,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,1,-1
3212,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,-1,-1,-1,-1,-1,0,0,0,-1,0
4403,BRONZE,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,1,1,0,0,0,0
3243,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1
2707,BRONZE,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,1,1,1,1,0,1,1,0
1461,BRONZE,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,-1,-1,1,-1,0,0,0,-1,-1
4289,BRONZE,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,1,-1,0,1,0,0,1,-1
2023,BRONZE,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
4581,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
3100,BRONZE,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,1,-1,-1,0,0,-1,-1
2089,BRONZE,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1,-1,1,-1,-1,1,0,-1,-1,1
3005,BRONZE,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,1,-1,0,0,0,-1,-1
3222,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,1
1116,BRONZE,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1,-1,1,1,1,1,0,0,-1,1
1295,BRONZE,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,1,1,1,1,1,1,0,0,1,0
1072,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,-1,1,0,0,0,0,-1,-1
1616,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
4671,BRONZE,-1.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,-1,0
2333,BRONZE,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
661,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,1,-1,-1,-1,0,0,-1,0
3182,BRONZE,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,0,1,0,0,0,1
4828,BRONZE,-1.0,1.0,-1.0,-1.0,0.0,1.0,1.0,-1,-1,1,-1,-1,1,0,0,1,0
3472,BRONZE,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1,-1,1,-1,-1,1,0,0,1,-1
3197,BRONZE,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1,1,1,-1,1,0,0,0,0,1
1823,BRONZE,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,1,1,-1,-1,0,0,0,-1
2961,BRONZE,1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,1,1,1,1,1,1,0,0,-1,1
1838,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1,-1,-1,-1,0,0,-1,0
1242,BRONZE,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1,1,1,1,1,1,0,0,0,0
1900,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
3751,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,1,-1
4849,BRONZE,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,-1,0,0,1,1
3517,BRONZE,-1.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,1,-1
3687,BRONZE,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,1,0,1,1
4603,BRONZE,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,1,-1,-1,0,0,-1,-1
1558,BRONZE,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1,1,-1,-1,1,1,0,0,-1,-1
3612,BRONZE,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1,-1,-1,1,-1,-1,0,0,-1,-1
2663,BRONZE,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
2855,BRONZE,1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,1,1,1,1,1,1,1,0,0,1
2547,BRONZE,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,-1,1,1,0,0,1,0
953,BRONZE,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,1,0,1,1
4720,BRONZE,1.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,1,1,-1,1,1,-1,0,0,1,-1
1005,BRONZE,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,-1,-1,1,0,0,-1,-1
914,BRONZE,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,-1,0,0,1,0
900,BRONZE,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,1,-1,0,-1,-1,0,0
1122,BRONZE,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1,1,-1,1,0,1,0,0,-1,-1
1381,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,1,1
2768,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
2189,BRONZE,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0,1,1,-1,0,1,0,0,1,-1
2591,BRONZE,1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,1,1,1,1,1,-1,0,0,1,-1
1630,BRONZE,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1,-1,-1,-1,1,-1,0,0,-1,-1
1464,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
4604,BRONZE,1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,1,1,1,1,1,1,1,1,1,0
3253,BRONZE,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,-1,1,-1,0,0,0,-1,-1
1540,BRONZE,-1.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,-1,-1,1,-1,-1,0,0,0,-1,1
1766,BRONZE,-1.0,1.0,1.0,-1.0,0.0,-1.0,1.0,1,-1,-1,-1,0,1,0,0,-1,1
3764,BRONZE,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1,-1,-1,-1,-1,-1,0,0,-1,-1
1831,BRONZE,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
1650,BRONZE,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
580,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,-1,-1,-1,1,0,1,1,0
2664,BRONZE,1.0,-1.0,1.0,1.0,0.0,1.0,-1.0,1,1,1,1,1,0,0,0,1,0
2798,BRONZE,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,1,0,1,1
309,BRONZE,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1,-1,1,1,1,1,0,0,1,1
1388,BRONZE,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1,1,-1,-1,1,0,0,-1,1
2583,BRONZE,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,1,-1,1,-1,0,0,1,1
3305,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
4541,BRONZE,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1,1,1,-1,1,1,0,0,1,1
3160,BRONZE,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,-1,-1,-1,0,0,1,-1
4884,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
3944,BRONZE,-1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,-1,-1,-1,-1,1,0,0,0,-1,0
1664,BRONZE,-1.0,-1.0,1.0,-1.0,0.0,1.0,1.0,1,1,1,-1,-1,1,0,0,-1,0
985,BRONZE,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
943,BRONZE,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1,1,-1,-1,-1,-1,0,0,-1,1
4729,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1,-1,-1,-1,-1,1,0,0,0,0
3214,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,0,1,1
3038,BRONZE,1.0,1.0,-1.0,1.0,0.0,-1.0,-1.0,1,1,-1,1,0,-1,0,0,-1,0
897,BRONZE,-1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
3394,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
881,BRONZE,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1,-1,1,-1,1,1,0,0,-1,1
4164,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,-1,0,0,0,-1,-1
2353,BRONZE,1.0,1.0,-1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,-1,1,0,1,1
3417,BRONZE,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1,1,1,1,1,1,0,0,1,0
1551,BRONZE,-1.0,1.0,1.0,0.0,0.0,1.0,0.0,-1,-1,1,-1,0,0,0,0,0,0
1935,BRONZE,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,1,-1,0,0,-1,-1
3110,BRONZE,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
377,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,0,-1,0,-1,1
4060,BRONZE,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,-1,0
2419,BRONZE,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
3469,BRONZE,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1,-1,-1,-1,-1,-1,0,1,0,-1
26,BRONZE,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0,1,1,1,1,1,0,0,1,1
2312,BRONZE,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1228,BRONZE,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,1,-1,0,-1,1
39,BRONZE,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
4596,BRONZE,-1.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,1,-1,-1,1,-1,-1,0,0,-1,1
3353,BRONZE,-1.0,1.0,1.0,-1.0,0.0,1.0,0.0,-1,-1,1,-1,-1,-1,0,0,-1,0
250,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,-1,-1,-1,-1,-1,-1,0,0,-1,0
2453,BRONZE,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
1415,BRONZE,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,-1,1,1,0,0,-1,1
2197,BRONZE,1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,1,1,-1,-1,-1,-1,0,0,1,-1
485,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1,-1,-1,-1,-1,-1,-1,0,-1,0
1721,BRONZE,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
604,BRONZE,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,1,-1
4504,BRONZE,-1.0,1.0,-1.0,-1.0,0.0,1.0,0.0,1,-1,1,-1,-1,-1,0,0,0,0
4510,BRONZE,-1.0,-1.0,1.0,-1.0,0.0,1.0,0.0,-1,-1,-1,-1,-1,1,0,0,-1,0
84,BRONZE,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1,-1,1,-1,-1,1,0,0,-1,1
120,BRONZE,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,1,0,-1,0,0,1,-1
3834,BRONZE,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1,1,-1,1,-1,-1,0,0,-1,0
266,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1,-1,-1,1,-1,-1,0,0,1,0
4260,BRONZE,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1,1,1,-1,0,0,0,0,1,-1
3561,BRONZE,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,-1,1
3352,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,1,0,-1,-1,1
741,BRONZE,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1,-1,1,1,1,1,0,0,1,1
1037,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1
3565,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,1
620,BRONZE,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
3236,BRONZE,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,1,0,0,-1,1
444,BRONZE,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,1,1,1,1,1,1,0,0,-1,1
839,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,-1,1,-1,-1,0,0,-1,-1
2682,BRONZE,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
1074,BRONZE,1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,-1,1,1,-1,-1,-1,0,0,-1,0
2313,BRONZE,1.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,1,1,1,1,1,1,1,0,1,1
4371,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
3631,BRONZE,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,0,-1,-1,-1,0
2314,BRONZE,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
4749,BRONZE,1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,0,1,1,1,1,1,0,0,-1,-1
1167,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
3566,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,-1,1,1,1,0,0,0,1
3826,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,-1,-1,-1,0,1,0
1161,BRONZE,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1,1,1,-1,1,1,0,0,1,0
441,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,-1,1,-1,0,-1,-1
1576,BRONZE,-1.0,-1.0,1.0,-1.0,0.0,1.0,1.0,-1,-1,-1,-1,1,1,0,0,0,1
3366,BRONZE,1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,1,1,1,1,1,1,0,0,1,0
2819,BRONZE,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1,1,1,-1,1,1,0,0,0,0
1333,BRONZE,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,-1,1,1,1,0,0,1,0
2117,BRONZE,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1,1,1,1,-1,-1,0,1,-1,-1
4713,BRONZE,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
259,BRONZE,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,-1,1,1,-1,1,0,1,1
1606,BRONZE,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,-1,1
2282,BRONZE,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,1,0
2021,BRONZE,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1,1,-1,1,1,0,0,0,-1,0
3522,BRONZE,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1,1,1,-1,-1,-1,-1,0,-1,-1
3513,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,1,-1
1909,BRONZE,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1,1,1,1,1,-1,0,0,-1,1
3383,BRONZE,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1,1,0,-1,0,0,-1,0
626,BRONZE,1.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,1,1,-1,-1,1,-1,1,0,-1,0
3055,BRONZE,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1,-1,1,-1,1,1,0,0,-1,1
2888,BRONZE,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,-1,-1,-1,1,-1,0,0,1,0
980,BRONZE,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,1,1,1,1,1,1,0,0,1,1
742,BRONZE,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,1,1,1,1,1,0,0,1,1
2995,BRONZE,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
4376,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,1,1,1,1,0,0,1,-1
979,BRONZE,-1.0,-1.0,-1.0,0.0,0.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,-1,0
1004,BRONZE,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1,1,1,-1,1,1,0,0,-1,1
3508,BRONZE,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1,1,1,1,-1,0,0,0,1,1
2184,BRONZE,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1,-1,1,-1,-1,1,0,0,-1,-1
3479,BRONZE,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1,-1,-1,1,-1,-1,-1,0,1,-1
3285,BRONZE,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1,1,-1,1,-1,0,0,0,0,0
2981,BRONZE,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1,1,1,1,1,0,0,0,1,-1
3796,BRONZE,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,-1,1,1,0,0,1,1
3681,BRONZE,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
4819,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,1,-1
4652,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,-1,1,1,1,0,0,0,-1
1128,BRONZE,-1.0,1.0,1.0,-1.0,0.0,-1.0,1.0,-1,-1,-1,-1,-1,1,0,0,-1,1
2711,BRONZE,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,-1,1,-1,-1,0,1,-1,1
697,BRONZE,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1,1,1,1,1,1,0,0,1,0
1765,BRONZE,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,1,0,1,1
658,BRONZE,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,-1,-1,-1,1,1,0,0,1,1
1069,BRONZE,-1.0,1.0,-1.0,0.0,0.0,1.0,0.0,-1,-1,-1,-1,-1,-1,0,0,-1,0
2852,BRONZE,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,1,1,1,1,1,1,0,0,1,-1
4007,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
3210,BRONZE,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,1,1,1,0,1
