,tier,winner,first_kill,first_tower,first_inhibitor,first_baron,first_dragon,first_rift_herald,kill_advantage,gold_advantage,cs_advantage,damage_advantage,tower_advantage,plate_advantage,inhibitor_advantage,baron_advantage,dragon_advantage,rift_advantage
10474,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,0,-1
12947,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,1,-1,-1,0,-1,-1,1
11014,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
13161,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
13566,DIAMOND,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1,1,1,1,0,-1,0,-1,-1,1
13054,DIAMOND,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1,1,-1,1,1,1,1,-1,1,1
14353,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1,0,0,1,-1
11500,DIAMOND,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,-1,0,0,1,1
11279,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1,-1,-1,-1,-1,-1,0,-1,1,0
11271,DIAMOND,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1,-1,-1,-1,-1,0,0,0,-1,0
10586,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,1,-1
10385,DIAMOND,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,1,-1
13944,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,0,0
14580,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
12695,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,0
12809,DIAMOND,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1,-1,-1,0,-1,0,0,-1,-1
12780,DIAMOND,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,-1,0,1,0,1
13799,DIAMOND,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1,1,1,-1,1,1,0,1,-1,1
13959,DIAMOND,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,1,1,0,1,1
10210,DIAMOND,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,-1,1,1,-1,0,0,1,1
13206,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
14344,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
14273,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
12258,DIAMOND,1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,-1,-1,1,-1,-1,-1,0,-1,1,0
10032,DIAMOND,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,1,-1,1
12091,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,1,-1,-1,0,-1,1,1
10073,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
11871,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,1,0
10563,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,1,-1,-1,-1,-1,1,-1
14260,DIAMOND,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1,1,1,-1,1,-1,0,-1,1,-1
11076,DIAMOND,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
10098,DIAMOND,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,-1,0,0,0,1,1,-1
13687,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,1,-1,0,-1,0
12035,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1,-1,0,-1,1,1,0,-1,0,1
13403,DIAMOND,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,1,0,1,1,1
14524,DIAMOND,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1,1,1,1,1,1,1,0,1,0
14270,DIAMOND,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,1,0,1,1
10379,DIAMOND,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,1,1,-1
11357,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,0,0,1,0,0
13745,DIAMOND,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1,1,-1,1,1,1,0,0,1,-1
10531,DIAMOND,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,1,1,1,1,1,1,0,0,0,1
12902,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,1,1,-1
12694,DIAMOND,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1,-1,1,-1,1,1,0,0,0,1
14301,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1,-1,1,-1,-1,0,0,0,1,-1
12444,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,1,1,-1,1,1,0,0,1,1
10838,DIAMOND,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,1,1,1,1,1
11144,DIAMOND,1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,1,1,1,-1,-1,-1,0,0,1,0
9971,DIAMOND,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,1,1
11675,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,1,0,-1,0,1,0,0,1,0
12013,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
11916,DIAMOND,-1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1,-1,-1,-1,-1,1,-1,0,-1,-1
12014,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,1,1,-1
12931,DIAMOND,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1,1,1,-1,0,-1,0,0,1,1
13026,DIAMOND,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,-1,1,1,1,0,0,1,0
11026,DIAMOND,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,-1,1
12522,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1
10462,DIAMOND,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,1,1,1,1,-1,-1,0,0,1,0
13200,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
14298,DIAMOND,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,1,0,0,1,1
10878,DIAMOND,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
13574,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,0,-1
10370,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14332,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,-1,-1,-1,-1,-1,-1,0,-1,-1,0
10979,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,1,0,0,1,-1
10942,DIAMOND,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0,1,1,-1,1,1,0,-1,1,1
12625,DIAMOND,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1,1,1,1,1,-1,0,0,1,-1
12859,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
12126,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,0
9820,DIAMOND,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1,-1,0,-1,-1
13967,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1,1,-1,1,1,-1,0,1,-1,-1
12220,DIAMOND,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1,-1,1,-1,1,1,1,-1,-1,0
10505,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,1
11626,DIAMOND,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,0
13321,DIAMOND,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,-1,-1,-1,0,-1,-1
11669,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,1,1,1,-1,0,-1,-1
10019,DIAMOND,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1,1,1,1,1,-1,0,-1,1,0
11116,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,1,-1,-1,1,0,-1,1,-1
12633,DIAMOND,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,-1,-1,-1,1,1,1,0,0,-1,0
10788,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,-1,-1,0,-1,0,1,1,-1
9850,DIAMOND,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1,1,1,1,1,1,0,-1,1,-1
14357,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,1,1,1,-1
11634,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,-1,-1,0,-1,-1,-1
11435,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
11997,DIAMOND,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,1,-1,1,0,1,-1
12825,DIAMOND,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1,-1,-1,-1,1,-1,0,0,0,1
13270,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,-1,1
13195,DIAMOND,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,-1,1,-1,-1,-1,0
14229,DIAMOND,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1,-1,1,-1,1,0,-1,-1,-1
11243,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11556,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
13747,DIAMOND,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0,1,1,-1,1,-1,0,-1,-1,0
12601,DIAMOND,-1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,1,0,-1,-1,-1
10148,DIAMOND,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,-1,1,1,0,1,0,-1,-1
14585,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,-1,1,1,-1,-1,0,-1,1,-1
13949,DIAMOND,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,0,-1,0,-1,1,-1
10619,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1,1,-1,1,1,-1,0,0,1,0
14429,DIAMOND,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1,1,-1,1,1,1,1,1,-1,-1
14683,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,-1,1,0,0,1,-1
14419,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,-1,1,1,0,1,1,1
11338,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,-1,0,1,1,-1
13534,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,1,1,1,0,0,-1,1
11788,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1,1,1,1,1,-1,0,0,1,-1
11604,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1,-1,-1,1,-1,-1,0,1,1,1
14167,DIAMOND,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1,1,-1,1,0,-1,0,1,-1,0
11181,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,1,-1,-1,1,0,0,-1,0
11798,DIAMOND,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,-1,-1,-1,-1,0,1,1,-1
11610,DIAMOND,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,1,1,0
11616,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,0,0,-1,-1,0
12855,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,1,-1,-1,0,0,1,-1
12339,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,1,-1
12893,DIAMOND,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,-1,1,0,1,0,1,-1,-1
10470,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
14043,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
14363,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,0,0,0,-1,-1
11532,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,0,1,0,-1,0,1,0,-1,1,-1
13985,DIAMOND,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1,1,-1,-1,-1,1,-1,0,1,0
10834,DIAMOND,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,-1,1,-1,0,1,1,0
13676,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,1,1,0,-1,-1,1
10701,DIAMOND,1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,1,1,1,1,1,1,0,0,1,0
13209,DIAMOND,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
14336,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
12391,DIAMOND,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,-1,1,-1,1,0,1,-1
13513,DIAMOND,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1,1,1,-1,1,1,0,0,1,1
9898,DIAMOND,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1,-1,-1,1,0,0,0,0,1,1
13506,DIAMOND,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,-1,1,0,1,0,0,-1,1
12128,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,0,0,0,-1,-1
14247,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1
14148,DIAMOND,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1,1,-1,1,1,-1,1,0,1,0
13389,DIAMOND,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0,-1,-1,-1,1,-1,0,0,-1,-1
11594,DIAMOND,-1.0,1.0,1.0,-1.0,1.0,1.0,0.0,0,1,-1,-1,0,1,0,1,0,0
13730,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11273,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,1,-1
14217,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,-1,0
13743,DIAMOND,1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,1,1,-1,1,1,0,0,0,1,0
9931,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,1,1,1,0,0,0,-1,1
14317,DIAMOND,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1,-1,-1,1,0,0,0,0,1,-1
14392,DIAMOND,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,1,1,1,1,0,1,1,-1
10428,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,1,1,-1,0,1,0,0,1,1
12096,DIAMOND,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,1,-1,-1,-1,0,0,-1,-1
11365,DIAMOND,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1,1,1,1,-1,0,0,1,1
11829,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,1,-1,0,1,0,0,1,0
13942,DIAMOND,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,1,1,1,1,1,0,0,1,-1
12992,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
10049,DIAMOND,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1,1,-1,1,-1,-1,0,1,1,-1
11270,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,-1,-1,1,-1,-1,0,0,-1,-1
13375,DIAMOND,1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,1,1,1,1,1,1,0,0,1,0
12888,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,0,-1
10111,DIAMOND,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,0,-1,-1,-1,0,-1,0,-1,1,-1
10780,DIAMOND,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1
14069,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,0,0,-1,-1,1
10529,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,1,1,-1,1,1,-1,0,1,0,0
11807,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,1,-1,-1,-1,0,0,0,-1
12012,DIAMOND,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1
13511,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,1
13986,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,0,-1
13634,DIAMOND,1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,1,1,1,1,1,1,0,0,1,-1
14221,DIAMOND,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,1,1,0,0,1,0
12957,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,-1,1,1,1,0,1,1,0
13856,DIAMOND,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,-1,1,-1,-1,0,1,1,0
14538,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,-1,-1,1,-1,1,0,1,1,1
13297,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
14356,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,1,1,1,1,0,0,1,0
12599,DIAMOND,1.0,1.0,-1.0,0.0,1.0,1.0,-1.0,1,1,1,1,0,1,0,1,1,-1
11978,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0,-1,1,1,-1,-1,0,-1,-1,-1
13732,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10100,DIAMOND,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,1,-1
14633,DIAMOND,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1,1,-1,-1,0,0,0,0,1,1
10810,DIAMOND,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,-1,-1,1,0,-1,0,0,1,-1
10413,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,0,-1,0,0,1,1
10827,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
13912,DIAMOND,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,0,0,0,1,1
10702,DIAMOND,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,-1,1,1,-1,1,0,1,-1
11063,DIAMOND,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1
12600,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,1,-1,-1,-1,0,0,-1,-1
11839,DIAMOND,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1,1,-1,-1,-1,-1,0,1,1,-1
12699,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1,-1,1,1,-1,1,0,-1,-1,0
12109,DIAMOND,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,1,1,1,0,0,1,-1,0
12447,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,1,0,-1,-1,-1
13159,DIAMOND,1.0,-1.0,1.0,0.0,1.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
12516,DIAMOND,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1,1,1,1,0,1,0,0,1,1
13474,DIAMOND,1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,-1,1,1,-1,1,1,1,0,1,1
14010,DIAMOND,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0,1,-1,-1,-1,1,0,1,-1,1
10170,DIAMOND,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1
14151,DIAMOND,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,-1,1,1,1,1,0,1,1
10976,DIAMOND,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,0,-1,0,0,-1,-1
10521,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,0,1,0,-1,-1,0
14146,DIAMOND,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,0,-1,1,-1,1,1,0,0,-1,0
14308,DIAMOND,1.0,-1.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,1,1,0,0,1,0
13440,DIAMOND,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,1,1,1,1,0,0,1,-1
14114,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1,1,-1,1,1,-1,1,1,1,0
12614,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1,1,-1,-1,1,-1,0,0,-1,1
14699,DIAMOND,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,0
14082,DIAMOND,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1,-1,1,-1,-1,-1,0,-1,0,0
12930,DIAMOND,1.0,1.0,-1.0,0.0,1.0,-1.0,1.0,1,1,1,-1,1,1,0,1,-1,1
13905,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,1,-1,-1,0,0,0,-1
11368,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,0,1
12621,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1,1,1,1,0
12654,DIAMOND,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1,1,1,1,1,0,0,1,0
14210,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,1
11969,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,-1,-1,-1,-1,-1,1,0,0,1,0
13839,DIAMOND,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,-1,1
11470,DIAMOND,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,-1,1,-1,-1,1,0,0,-1,1
11953,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,-1,1,1,1,0,1,0
12469,DIAMOND,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1,1,1,1,1,-1,0,1,1,-1
9886,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,1,-1,-1,0,0,-1,-1
9921,DIAMOND,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,1,0,1,-1,0
14062,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,1,0,1,0
12198,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1,-1,-1,-1,0,-1,-1,0
11347,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12247,DIAMOND,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0,1,-1,-1,-1,-1,0,1,-1,0
