,tier,winner,first_kill,first_tower,first_inhibitor,first_baron,first_dragon,first_rift_herald,kill_advantage,gold_advantage,cs_advantage,damage_advantage,tower_advantage,plate_advantage,inhibitor_advantage,dragon_advantage,rift_advantage,baron_advantage
10393,DIAMOND,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,29,16843,188,31704,10,6,1,3,1,0
6703,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-8,-2426,-18,-12161,-3,-5,0,-4,-2,0
18950,DIAMOND,1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,-3,-3006,-115,-10715,0,-3,0,-1,0,0
25901,DIAMOND,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-4,-1885,27,-12232,-4,0,0,-3,1,0
11680,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-5,-3376,89,-16437,-1,-4,0,1,-2,0
22894,DIAMOND,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,4,1540,-19,3214,3,-2,0,3,2,-1
15763,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,4,7511,110,16526,2,0,0,3,-1,0
25065,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-14,-13038,-30,-31484,-6,-8,0,-4,-2,-1
14751,DIAMOND,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-3,-5133,-36,-621,5,5,1,2,0,0
22988,DIAMOND,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,8,12626,102,15838,9,10,4,2,1,1
22059,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,7320,31,23119,3,5,0,1,1,0
17584,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,4,-1488,3,-15758,1,-3,0,-3,2,0
25573,DIAMOND,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,7,2309,58,14629,1,-3,0,2,-2,-1
11054,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1,5925,231,6129,2,0,0,3,0,1
15238,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,8,5605,70,-11059,-1,-3,0,3,-1,1
6924,DIAMOND,1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,12,-2422,35,9604,-1,0,0,1,0,-1
9949,DIAMOND,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,5,-1811,-27,-6994,-7,-3,-1,-1,-2,1
6761,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,7,2943,18,1199,-1,-5,0,3,0,0
12700,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-5,-8399,-85,9849,-2,-9,0,-2,-2,-1
25121,DIAMOND,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-23,-9500,-41,-16103,-3,1,0,-3,1,0
23389,DIAMOND,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,15,5204,5,1007,2,-4,1,3,0,-1
18840,DIAMOND,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,17,10989,5,24492,3,3,0,2,-1,1
22681,DIAMOND,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-2,2625,117,9074,0,3,0,1,1,0
19104,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,4419,15,9267,2,4,0,1,-2,0
14748,DIAMOND,1.0,-1.0,1.0,0.0,1.0,1.0,1.0,14,10517,93,1255,4,4,0,2,2,0
18081,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,3,-1027,18,14413,-2,2,0,0,0,0
5748,DIAMOND,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-14,-7953,-125,1896,-3,-1,0,-2,-1,0
11014,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2,6349,51,-4945,4,4,0,3,0,0
13222,DIAMOND,-1.0,-1.0,1.0,0.0,0.0,1.0,0.0,-10,-5196,-86,-6531,-1,3,0,-1,0,0
25528,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-10,-12613,-90,-8326,-4,-6,0,-1,-2,-1
5409,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,0,1318,45,13702,1,2,0,3,-2,0
7806,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-14,-11380,-60,-20302,-2,-4,0,3,-2,-1
11467,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-4,2171,-6,-15803,2,4,0,3,-1,1
20198,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-2005,3,-11264,-3,-1,-1,-1,-1,-1
13294,DIAMOND,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,8,7099,115,5889,3,2,0,3,2,0
22813,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-21,-18530,-57,-13750,-6,-9,-1,-1,-2,-1
10154,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-5,-7556,-41,-10580,-3,2,0,-2,-2,-1
13885,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,7,8354,106,32502,2,4,0,3,-1,1
22603,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-9,-7329,-16,4874,-3,-1,0,-1,-1,0
12819,DIAMOND,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,-20,-14517,-139,-22554,-6,-11,-1,-1,1,0
12084,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-6,-6782,31,-17170,-5,-7,-1,-1,-1,0
15126,DIAMOND,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,19,14897,39,24836,6,1,0,0,2,0
9957,DIAMOND,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-8,-1699,30,-1719,-3,0,0,-3,-1,0
4798,DIAMOND,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,4,6883,113,9604,1,1,0,1,1,1
13644,DIAMOND,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-22,-14387,-140,-21282,-8,-2,-2,-3,-1,0
23878,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17,12820,23,14131,5,7,1,1,2,1
20602,DIAMOND,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-17,-3915,-65,-20553,1,-5,0,-1,-2,0
20792,DIAMOND,1.0,1.0,1.0,1.0,0.0,1.0,1.0,14,15348,228,26829,10,13,2,2,1,0
23036,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-12,-8763,1,-7227,-3,-6,0,-3,-2,-1
25230,DIAMOND,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,12,9868,37,2000,3,0,0,2,2,1
10525,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-15,-8610,-14,-9337,-6,-3,-1,0,-1,0
23758,DIAMOND,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,14,4719,-43,9354,-1,-3,0,-2,-1,1
12559,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-13,-7338,15,-11860,-8,-8,-3,1,-2,-1
26085,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,14,13955,116,10365,4,7,1,3,-1,1
8841,DIAMOND,1.0,-1.0,1.0,1.0,0.0,1.0,-1.0,9,7785,86,18957,4,2,0,3,-1,0
11396,DIAMOND,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,8,13984,181,10809,2,1,0,0,1,1
10695,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,3,1901,57,2607,1,-3,0,1,-1,0
7785,DIAMOND,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-5,-1749,49,7646,-2,1,0,1,-1,0
11972,DIAMOND,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-2,-2288,-7,3053,-7,1,0,2,0,1
14981,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-13,-8335,-89,-16438,-6,-9,0,-3,-2,-1
16745,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0,-1777,-79,18635,-2,-1,0,-1,-1,0
12055,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10,9897,108,11993,3,3,0,0,0,1
21732,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-14,-13805,-179,-28210,-5,-1,0,-3,-1,-1
10618,DIAMOND,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,5,1488,-43,-2381,-1,-1,0,1,-1,1
9430,DIAMOND,1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,6,2197,-171,1458,-3,-6,0,-1,1,0
20034,DIAMOND,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-14,-10772,-45,9118,-6,-1,-1,-2,-1,-1
11986,DIAMOND,1.0,1.0,1.0,0.0,1.0,1.0,1.0,23,14754,62,25359,5,8,0,3,1,1
5447,DIAMOND,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-4,489,103,-3819,2,4,0,0,1,-1
11746,DIAMOND,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,2,-2189,-54,77,-1,3,0,3,0,-1
14721,DIAMOND,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,10,5909,-26,5082,2,3,0,3,1,1
16242,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-17,-15629,-85,-36962,-7,-10,-1,-1,-2,-1
22336,DIAMOND,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,8,6220,93,15189,3,0,0,3,-1,1
11471,DIAMOND,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,5,-3913,-77,8013,3,1,1,1,2,-1
22349,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-6,-3385,32,-10879,-2,-3,0,0,-2,0
24736,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,4982,35,-3457,4,2,0,-1,1,0
15129,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,0.0,13,9574,84,15991,4,2,0,3,0,0
18986,DIAMOND,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,-3,1751,6,11717,1,5,0,-1,0,0
7885,DIAMOND,1.0,0.0,1.0,1.0,-1.0,1.0,-1.0,19,13634,196,23246,7,7,1,3,0,-1
5215,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,6977,63,2997,4,7,0,4,2,1
10930,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-12,-7836,-10,-22566,-4,-1,-1,-4,-1,-1
12914,DIAMOND,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-17,-11420,-110,-31103,-8,-10,-3,-3,-2,1
21647,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,9589,106,25499,3,8,1,3,1,1
12627,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,7718,25,13477,1,-1,0,3,1,1
17775,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,11874,24,13420,5,4,1,3,1,1
24330,DIAMOND,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0,2705,-40,-3010,-3,2,-1,-1,0,0
14381,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-13,-3960,65,-12949,-1,2,0,1,1,-1
18822,DIAMOND,-1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,-9,-2222,53,-3096,1,6,0,-4,-1,0
23224,DIAMOND,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,6,6501,77,-606,-1,5,0,1,1,1
8914,DIAMOND,-1.0,-1.0,1.0,0.0,0.0,-1.0,1.0,-21,-10638,-9,-25877,-1,4,0,-2,1,0
13917,DIAMOND,1.0,1.0,1.0,1.0,0.0,1.0,0.0,25,13872,74,13970,2,4,0,3,0,0
19301,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-7,-6723,-108,-20700,-3,-3,0,-2,2,0
14739,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,7,5660,21,-4428,-2,-5,0,1,-2,1
9867,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-4,-1619,-118,-12170,-2,-1,0,-2,2,0
21244,DIAMOND,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,5,480,1,9149,-2,2,0,2,-2,1
16358,DIAMOND,-1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-11,-10193,-114,-29729,-6,-1,-1,-1,-1,0
14302,DIAMOND,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-5,-4847,-99,4056,0,0,0,1,1,0
16286,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,28,15142,136,16321,6,6,1,2,1,1
17729,DIAMOND,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-9,-4964,6,-13258,-2,-5,0,-1,-2,-1
11039,DIAMOND,1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,18,5259,-2,19341,1,-9,1,3,-2,0
11731,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,2,5155,0,15504,1,1,0,1,1,1
19958,DIAMOND,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1,937,-9,5920,1,8,0,3,0,-1
22206,DIAMOND,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,2,1624,32,2396,2,10,0,1,-2,-1
7370,DIAMOND,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,5,-1515,-53,7784,0,-3,0,3,0,0
13460,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-7,-3859,-77,-6869,-3,-3,-1,-2,0,-1
19904,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,14708,90,17470,9,7,2,1,1,0
13581,DIAMOND,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-22,-6695,-50,-13884,-4,2,0,-2,0,1
19459,DIAMOND,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-5,-3235,-55,-19728,-1,5,-1,-2,1,-1
23273,DIAMOND,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-18,-8699,-90,-27262,-4,-7,-1,-2,1,0
16411,DIAMOND,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,5,5126,70,9192,2,2,0,-1,0,0
15857,DIAMOND,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-6,-3533,44,2086,-5,-2,-1,2,-1,1
13054,DIAMOND,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,-8,2130,-23,13449,2,6,0,-3,0,1
15142,DIAMOND,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,7,3558,74,-5269,2,-1,0,2,1,-1
11948,DIAMOND,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1,3647,-4,12207,3,0,0,4,0,-1
24143,DIAMOND,1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,2,2429,26,2697,-1,-2,0,1,-1,0
23331,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-17,-10634,24,-5806,-5,-3,-1,-3,-1,-1
11368,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-3,-4660,-4,-24721,-7,-8,-2,1,-2,-1
11655,DIAMOND,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-7,-4892,24,-8254,1,0,0,1,1,-1
20761,DIAMOND,-1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-18,-14125,3,-21661,-6,-6,-1,0,-2,0
19734,DIAMOND,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,23,11616,-8,23710,8,9,2,3,2,0
16332,DIAMOND,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-12,-3619,21,-2786,-1,5,0,1,0,0
17058,DIAMOND,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-26,-9370,-66,-30839,-5,-3,0,-3,-1,0
17765,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-2,-5322,-100,-11200,-7,-9,-1,1,-1,0
19676,DIAMOND,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-14,-10323,-76,-28571,-4,-6,0,-4,-1,-1
12657,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-23,-11603,-9,-6378,-4,0,-1,-1,-2,-1
17013,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,3744,98,15565,0,-1,0,3,0,1
1748,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-4,-7159,-100,-18414,-9,-9,-2,3,-2,-1
13682,DIAMOND,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,19,14519,36,19155,5,-2,2,3,-1,1
20216,DIAMOND,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,-1,7074,51,-6302,7,6,1,0,1,0
20839,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-9,-4127,8,-20273,0,2,0,-1,1,0
14826,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,10,10075,133,16130,5,-4,2,2,-2,1
7328,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-6,-9370,2,-10636,-4,-5,0,3,0,-1
15968,DIAMOND,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,6,7409,103,8813,3,-2,0,1,-1,1
12421,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-15,-3029,50,312,2,4,0,-2,1,0
5318,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,5999,61,17535,3,6,0,3,2,0
18239,DIAMOND,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-7,-1989,-37,-19559,-1,-2,0,-1,0,0
18176,DIAMOND,1.0,1.0,1.0,1.0,0.0,1.0,1.0,14,9624,61,26996,7,9,1,4,2,0
12221,DIAMOND,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1,1970,68,8063,2,2,0,3,-1,0
19646,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-16,-12151,-53,-15793,-8,-1,-1,-3,-1,-1
24536,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,8336,54,11849,2,3,0,1,2,1
15425,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3,-1048,-13,-10095,-2,-2,0,-3,-2,-1
16598,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-17,-6829,4,-19456,-1,-1,0,0,0,0
15540,DIAMOND,-1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-6,-5053,2,-19880,-7,-6,-2,1,-1,0
13713,DIAMOND,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-2725,-85,-4808,0,0,0,-1,1,0
23806,DIAMOND,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,19,9216,76,19878,4,1,1,1,0,1
24061,DIAMOND,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1,-6704,-117,-15361,2,1,0,1,0,0
11575,DIAMOND,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,22,15491,205,21155,9,11,3,0,2,1
17260,DIAMOND,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,18,10699,52,23635,0,3,0,2,0,1
14090,DIAMOND,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-7,-338,61,10063,3,2,0,-2,-1,-1
21055,DIAMOND,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-18,-14095,-102,-5833,-7,-4,0,-2,0,0
11529,DIAMOND,1.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,-8,-1564,-38,-4555,-1,0,0,0,0,1
9054,DIAMOND,1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,-4,3824,167,3726,2,5,0,1,0,0
8169,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-3150,-95,6605,-2,-2,0,0,0,0
8984,DIAMOND,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,12,13300,100,14494,3,-1,0,3,-1,1
12860,DIAMOND,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,23,15151,68,20261,7,1,2,3,-1,1
10275,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-9,-12098,-115,-20320,-7,-7,-1,-1,-1,0
19777,DIAMOND,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,5,4656,119,18920,4,5,0,1,1,0
18671,DIAMOND,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1,-749,24,-8242,-4,-4,-2,3,-2,1
13910,DIAMOND,-1.0,-1.0,-1.0,0.0,0.0,-1.0,1.0,-12,-7044,-50,-18859,-2,0,0,-3,2,0
24345,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,5195,81,21185,3,7,0,3,1,0
9030,DIAMOND,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,2,-3110,-73,3071,-2,-1,0,0,-1,1
20260,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-4428,-53,-10549,-3,-5,0,1,-1,0
11083,DIAMOND,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,3,5834,51,-4463,-3,-11,-1,1,-2,1
8678,DIAMOND,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,21,7131,93,14468,4,2,1,1,0,-1
22932,DIAMOND,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1,-722,-82,-9625,-1,-6,-1,-1,-2,1
22822,DIAMOND,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-7,-2676,79,5744,-3,-2,-1,-1,-2,1
19670,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,11,2927,-52,3108,1,1,0,-1,0,0
11402,DIAMOND,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,4,249,1,-10317,5,2,0,3,1,-1
12038,DIAMOND,-1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-9,-9547,-95,-20746,-4,-7,0,-1,-1,0
14773,DIAMOND,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,13,14331,87,11137,8,10,2,1,2,1
285,DIAMOND,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,4,6336,77,7129,3,4,0,-1,1,1
24835,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-5,-6791,-61,3027,-7,-6,0,1,-2,-1
12996,DIAMOND,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,23,9527,171,26570,6,10,1,3,1,0
15652,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-19,-11352,-168,-32211,-6,-5,-1,-3,1,0
19174,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-3,-2116,92,-12501,-1,2,0,2,-1,-1
15954,DIAMOND,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,3,2833,24,-7238,1,-1,0,0,-1,0
10231,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,-1334,-39,-10698,1,0,0,-4,2,-1
11534,DIAMOND,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,10,9942,84,9814,3,-2,0,-1,-1,0
5935,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-8,-5179,59,-13764,-7,0,-2,1,-2,-1
16535,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,16,14391,111,30103,4,1,1,3,-2,1
17168,DIAMOND,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-14,-4127,101,-21857,-5,1,0,-1,1,0
23300,DIAMOND,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1,7473,116,5530,1,-1,0,1,1,1
14228,DIAMOND,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,8,9892,131,-3938,1,5,0,-2,0,1
12417,DIAMOND,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,3,4109,11,4090,-1,2,0,1,0,1
17075,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-10,-7544,-131,-15241,-2,2,0,-3,1,0
18337,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-16,-11966,-98,-8535,-4,-1,0,-1,-1,-1
18450,DIAMOND,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-7,-8814,-112,-26729,-5,-5,0,0,-1,0
18043,DIAMOND,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,16,10007,123,17492,6,-2,1,-1,2,1
17214,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-9,-12440,-153,-22141,-7,-5,-1,-3,-1,-1
11484,DIAMOND,-1.0,0.0,-1.0,-1.0,-1.0,1.0,-1.0,0,-1458,43,1809,-6,-8,-2,1,-1,0
16611,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25,11326,-5,40051,6,9,1,4,2,1
7858,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-2109,-83,-490,0,-4,0,0,0,0
25976,DIAMOND,1.0,1.0,-1.0,0.0,1.0,1.0,-1.0,9,6130,67,10845,0,3,0,1,-1,1
24450,DIAMOND,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,4,-280,-46,-1442,-4,-4,0,3,-2,1
12919,DIAMOND,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1,3055,28,3091,-1,1,0,2,1,0
16119,DIAMOND,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,13,12339,15,18056,3,-1,1,0,1,1
12127,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-25,-19419,-71,-33092,-7,-9,-1,-1,-1,-1
18060,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-11,-11837,-70,-20904,-4,-6,-1,-1,-1,-1
12595,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,3,-1119,-25,808,2,1,0,1,1,-1
13984,DIAMOND,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,2,2699,-40,-10,0,0,0,3,-1,1
11639,DIAMOND,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,2,-1616,-89,12353,-2,-10,0,-1,-2,1
23444,GRANDMASTERS,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,6,1466,-17,-8112,2,3,0,1,2,0
23689,GRANDMASTERS,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,7,5694,79,23848,2,3,0,3,0,1
15242,GRANDMASTERS,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-21,-17177,-73,-33054,-8,-3,-2,1,-2,-1
22448,GRANDMASTERS,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-22,-14969,-89,-21500,-8,-5,0,-1,-2,0
23207,GRANDMASTERS,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,9,5029,18,10146,1,1,0,2,-2,1
