,tier,winner,first_kill,first_tower,first_inhibitor,first_baron,first_dragon,first_rift_herald,kill_advantage,gold_advantage,cs_advantage,damage_advantage,tower_advantage,plate_advantage,inhibitor_advantage,dragon_advantage,rift_advantage,baron_advantage
15030,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-7,-356,11,19061,0,6,0,1,1,0
22664,GOLD,1.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0,2321,2,1858,2,-5,0,-2,1,0
23105,GOLD,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,4,-78,-56,-1255,0,4,0,-2,2,0
13610,GOLD,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,19,10543,20,19629,7,3,1,1,1,0
4674,GOLD,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,5,2943,-41,-5852,2,-2,0,-3,-2,1
17681,GOLD,1.0,1.0,1.0,0.0,-1.0,1.0,-1.0,4,-1749,-2,11266,2,3,0,1,-1,-1
1998,GOLD,-1.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,0,1673,47,2091,-1,1,0,0,-1,0
23892,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-18,-12947,-83,-19566,-5,-6,0,-3,0,-1
1370,GOLD,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,9,4784,7,-1499,0,0,0,1,0,0
5011,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,17,9616,56,3978,3,6,0,-3,0,1
601,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-9,-4080,137,-3641,-3,1,0,-2,-2,0
5906,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-9,-9634,-150,-9197,-4,-4,0,0,1,0
1556,GOLD,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1,2173,24,7922,2,0,0,-1,1,0
19852,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6,6258,53,13897,4,6,0,1,0,1
16148,GOLD,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-3,-402,3,3390,2,-2,0,-1,1,0
14377,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-6,-8554,-138,-11255,-3,-4,0,2,-1,0
14214,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-13,-1438,49,-26940,-1,-2,0,-3,-2,0
17447,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,10,7618,51,24127,3,-4,1,1,-2,1
10507,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-3,-2075,14,-6686,-2,1,0,-3,-1,-1
1287,GOLD,-1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-8,-7752,-116,-8174,-5,-10,0,3,-1,0
12315,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-10,-12676,-71,-1444,-8,-6,-1,-3,-2,-1
4289,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,21,9950,87,16375,1,3,0,3,-1,0
18190,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,6,16349,335,17489,6,6,0,4,0,1
8391,GOLD,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,13,12837,179,15177,4,4,1,-1,-2,1
3716,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-7,-7080,-62,7509,-2,-3,0,-4,-2,-1
6185,GOLD,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-10,-4147,9,1291,-3,-1,0,3,-1,0
20426,GOLD,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-3834,-29,-2003,-2,-9,0,-1,-2,0
2948,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,16,15705,167,10938,9,5,3,-1,0,1
3746,GOLD,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1,3169,102,-6265,3,8,0,-2,2,0
18955,GOLD,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-9,-5312,-23,-36759,-3,-3,0,1,-2,0
1236,GOLD,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,9,2195,-38,18257,-2,-4,0,3,-2,1
20785,GOLD,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,6,-503,-9,12089,-2,-2,0,1,1,0
2707,GOLD,1.0,1.0,1.0,0.0,-1.0,1.0,1.0,11,5509,55,-72,1,0,0,1,1,0
21305,GOLD,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,13,6681,81,-7416,6,-1,0,-2,0,0
8816,GOLD,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,4,4879,97,3400,1,4,0,3,1,1
9578,GOLD,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-3,-3511,-59,-4981,0,-1,0,-1,1,0
16888,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-6,2103,10,-1714,4,0,1,2,1,1
597,GOLD,1.0,-1.0,1.0,0.0,0.0,-1.0,1.0,3,3571,-29,-1842,3,1,0,1,2,0
6138,GOLD,1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,10,4288,47,8267,-1,-8,0,1,0,1
11235,GOLD,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,20,11498,-51,27293,8,1,2,3,2,0
7399,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-7620,-118,-23013,-7,-7,0,-1,-2,0
20743,GOLD,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,5,8904,123,6082,4,8,1,3,2,1
14476,GOLD,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,3,4762,-1,7716,2,4,1,1,2,1
3979,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13,11631,96,7335,4,5,0,4,2,1
22885,GOLD,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-8,-6885,-26,-9409,-1,-2,0,-3,2,0
2726,GOLD,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-3,-3798,-100,-4000,-3,-1,0,2,-1,1
8470,GOLD,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-8,-6266,79,-7457,-2,-4,0,0,-2,0
1453,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-3,-3271,-29,-6754,-1,-3,0,1,-2,0
8969,GOLD,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-13,86,105,5084,2,-2,0,0,1,-1
21757,GOLD,-1.0,1.0,1.0,-1.0,0.0,1.0,1.0,-3,-5618,-38,-9319,-5,5,-2,2,0,0
18537,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-11,-6929,-85,-7771,-1,-5,0,-2,-2,0
10491,GOLD,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,15,8614,89,954,6,0,0,2,2,0
10647,GOLD,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,9,4668,17,5619,-1,3,0,1,-1,0
8406,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4,-4765,-12,7657,-2,-5,0,-3,-2,0
4767,GOLD,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3960,22,8647,4,6,1,1,2,0
689,GOLD,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-5,-2565,-144,-17710,-3,-4,0,-3,-2,0
23211,GOLD,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-13,-9833,-110,-32365,-2,-2,0,-3,-1,-1
11476,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-11,-6928,-55,-17376,-5,-4,0,2,-1,0
13287,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-2,1307,58,14338,0,4,0,1,0,0
21358,GOLD,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-5,2598,56,8442,4,8,0,0,2,0
15252,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,11,7813,48,33132,1,3,0,4,-1,0
13752,GOLD,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,9,3860,12,17139,1,2,0,0,1,0
20891,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4,2101,31,-5622,0,0,0,-1,-1,0
8886,GOLD,1.0,1.0,1.0,0.0,1.0,1.0,1.0,20,14556,116,25332,5,5,0,3,2,1
10545,GOLD,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,0,-4956,-113,-9527,0,-1,0,1,1,-1
2572,GOLD,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-9,542,0,-937,2,6,1,-2,1,1
4702,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-16,-11738,-28,-27661,-4,-4,-1,-2,0,-1
18272,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-15,-10773,-72,-34537,-6,-5,-1,-3,-1,-1
8361,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4819,59,5296,3,0,0,0,1,1
3989,GOLD,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-19,-7680,5,-8682,-1,-5,0,1,0,-1
5929,GOLD,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,9,7942,94,563,2,4,0,1,0,0
3654,GOLD,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,16,6564,39,21691,5,3,0,3,-2,0
1413,GOLD,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-17,-6992,-68,-15685,-1,-5,0,-2,0,0
4881,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-14,-10224,-46,-25366,-5,-5,-2,-1,-1,0
9909,GOLD,1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,1,4349,32,3750,-1,4,0,2,1,0
22870,GOLD,1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,15,6628,52,19059,4,3,0,1,-1,0
18815,GOLD,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-3,-3110,-7,-10002,-2,-6,0,-1,-1,0
22627,GOLD,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,7,616,-77,12362,0,2,0,1,1,0
9364,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,19,11334,-13,15389,4,8,0,-1,1,0
6661,GOLD,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,3,669,-12,7425,0,-1,0,1,1,0
5786,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,9,3189,-13,18748,1,5,0,2,0,0
3247,GOLD,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-16,-6530,-1,-19758,-8,-7,-1,0,-1,0
4579,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-12,-6195,12,-14549,0,1,0,-3,-1,-1
1999,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-9,-4798,-69,-16490,-5,-3,-1,-1,-2,0
8080,GOLD,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-19,-14004,-173,-22010,-8,0,-2,-1,0,1
14108,GOLD,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-11,-15896,-136,-18690,-6,-9,-1,-1,-1,0
13701,GOLD,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,9,5290,24,19669,3,3,0,1,-1,0
4860,GOLD,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-3,-97,71,-1854,2,0,0,1,-1,0
8254,GOLD,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-12,-6454,-93,-11626,-2,0,0,-1,1,0
1819,GOLD,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,2,861,45,3866,-1,-3,0,1,1,0
21289,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-10,-8259,-73,-9404,-6,-10,-1,-4,-2,0
11461,GOLD,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1,4270,-1,11715,1,-2,0,1,1,1
26481,GOLD,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-5308,-93,8885,-3,-4,0,0,-2,0
7994,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-7,-13854,-258,-12807,-6,-5,0,-3,0,0
4846,GOLD,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,14,8802,89,3297,4,6,0,-1,0,0
520,GOLD,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1,-1605,-66,-5090,-4,-7,0,-1,-2,0
2287,GOLD,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,9,10878,186,18346,4,3,0,-1,-1,0
13073,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-14,-12946,-98,-12763,-8,-4,-1,-4,-2,-1
10486,GOLD,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-5,-4895,-9,-8976,-1,1,0,-1,1,0
22440,GOLD,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,12,10641,112,4206,5,4,0,4,0,0
3324,GOLD,1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,-6,-1127,106,-3560,1,-6,0,-1,0,0
10512,GOLD,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-4,-5542,-2,-27082,-2,-5,-2,-3,0,0
16366,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-10,-3967,47,-5187,1,2,0,-1,-1,0
19060,GOLD,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-9,-5254,-58,-15867,-3,-4,0,-3,-1,1
2725,GOLD,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-8,-1994,128,2119,-1,0,0,1,1,0
10860,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-16,-10911,-3,-16290,-9,-9,-1,-2,-2,0
21987,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13,4658,-79,841,1,4,0,3,2,0
22744,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-8,-7406,-57,-2655,-4,0,0,-3,-1,0
12446,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,2890,35,2360,2,0,1,1,2,0
14280,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,4,-1597,-23,-9835,-1,-3,0,0,0,-1
13246,GOLD,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,7,5010,0,11441,2,2,0,-1,1,0
16029,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,2,1972,-22,-647,0,-5,0,4,1,0
6150,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-29,-17850,-225,-15595,-4,-5,0,-3,1,0
10494,GOLD,1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,12,10575,88,6579,4,-4,0,2,1,1
4194,GOLD,-1.0,-1.0,1.0,0.0,0.0,1.0,1.0,-14,-5582,34,-15593,-3,2,0,-2,0,0
5057,GOLD,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,15,13977,204,27956,9,6,2,1,1,0
3183,GOLD,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-14,-9202,-57,-23126,-3,-2,-1,-2,1,0
9907,GOLD,1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,13,7413,110,31203,-1,-9,0,3,-2,0
8486,GOLD,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-13,-10753,-154,-24464,-7,-5,0,-1,-1,0
16127,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-11,-7758,-15,-11319,-1,-2,0,-4,-2,0
1615,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,10,7728,-11,14146,6,7,1,1,2,1
15362,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-12,-7884,-60,-22569,-5,1,-2,-3,-2,-1
15622,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-12,-7611,33,-11519,-3,2,-1,0,-1,-1
23661,GOLD,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,5,-4602,-113,17819,-8,-10,-2,-1,-2,0
19866,GOLD,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1,3302,1,-5048,-1,-2,0,-2,-1,0
17137,GOLD,1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1,2892,102,-4592,2,1,0,0,0,-1
15383,GOLD,1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,5,2659,6,-4387,1,5,0,-2,-2,0
21331,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1,2240,50,9256,2,-3,0,3,1,0
4993,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,16,12195,96,17778,7,4,3,2,0,1
15808,GOLD,-1.0,-1.0,1.0,0.0,0.0,1.0,1.0,15,4761,-53,-8798,3,1,0,3,1,0
8865,GOLD,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,8,8493,107,21456,4,6,0,1,2,0
16506,GOLD,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1,-4795,-94,-1949,0,-6,0,-1,-2,0
8619,GOLD,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,5,8367,71,8651,2,3,0,1,-2,1
14701,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-12,-3632,-12,-22791,-3,3,-1,-3,1,0
6491,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-13,-11906,-108,-12528,-3,-7,-1,-1,-2,-1
5083,GOLD,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,10,7121,49,-13086,3,1,0,4,2,0
10025,GOLD,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,4,3013,7,5129,-1,-1,-1,0,-1,0
13202,GOLD,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-9,-2322,33,-1661,-2,2,0,-1,-1,0
12020,GOLD,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,6,10833,53,-1100,0,3,0,-2,-2,1
2002,GOLD,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,10,7045,36,-3534,-1,-7,0,1,-1,0
8706,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-3,-6154,-177,-8629,-2,-6,0,3,-1,0
15504,GOLD,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4,-6645,-152,-13998,-3,-3,0,2,0,0
5963,GOLD,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,13,10075,77,20248,6,6,0,1,2,1
11422,GOLD,-1.0,1.0,1.0,-1.0,0.0,-1.0,1.0,-23,-16542,-131,-5442,-6,2,-1,-3,1,0
8830,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-5,-6357,-54,-7931,-3,-2,0,-1,1,-1
4479,GOLD,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,4,833,60,-7113,-1,4,-1,3,1,0
25935,GOLD,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-11,-5764,74,-8128,-2,-5,0,-2,-2,-1
14802,GOLD,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,-2,3534,81,-5189,3,4,0,-1,1,0
20730,GOLD,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2,5519,185,-12363,3,3,0,-1,1,0
20892,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-16,-15232,-73,-17826,-8,-7,-2,0,-2,0
26351,GOLD,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-19,-11517,-30,-22573,-5,-5,0,-1,-1,0
3265,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,10,7021,73,11515,0,0,0,1,1,1
9715,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-8,-8623,-135,-9528,-2,-4,0,-4,0,0
8903,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-29,-12694,-180,-31803,-6,-4,-1,1,-1,0
12164,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,4,4412,53,2248,1,2,0,-1,0,0
20245,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-5,-3455,-14,-6864,0,-2,0,-2,-2,0
23173,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-10,-11074,-178,-23162,-5,-7,0,-3,-1,-1
3394,GOLD,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-3,-2242,-68,13153,-2,0,0,-1,-1,0
235,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-17,-13597,-139,-14926,-3,-2,-1,-1,1,-1
10510,GOLD,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-10,-5150,-61,-25059,-8,-6,-1,2,-1,1
16822,GOLD,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1,14,-23,19557,-1,-1,0,3,0,-1
383,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,17,8475,1,13281,1,3,0,4,2,0
2441,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-10,-8602,-94,-4932,-3,-4,0,-3,1,-1
14910,GOLD,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-3,-1348,41,-481,0,1,0,1,-1,-1
7759,GOLD,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-9,-4667,22,-17855,4,2,1,-3,2,-1
6962,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,4,6543,71,10714,3,1,0,1,0,1
6098,GOLD,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-6,-2566,17,-10416,-1,-5,0,-4,-2,0
25624,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-5,-4483,-96,-2935,-2,2,0,0,0,-1
638,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-8484,-220,-13320,-6,-3,0,-4,-1,0
21517,GOLD,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-8,-2423,-84,11175,-2,-3,0,1,-2,1
19275,GOLD,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0,911,76,-4021,3,3,0,3,2,0
19336,GOLD,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-9,-3912,27,-16469,-1,-7,0,-4,-1,0
19710,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,21,16223,173,11421,4,4,0,4,-1,0
12840,GOLD,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,9,4057,-12,15545,0,-4,0,-1,1,0
8013,GOLD,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,3544,139,40,5,4,0,1,1,0
1718,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-19,-12155,-93,-30907,-5,-3,-1,-4,0,-1
2984,GOLD,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-18,-11364,-20,-21561,-2,-2,0,-1,2,-1
16877,GOLD,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,12,9055,87,8986,4,8,0,4,0,1
3262,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,-3373,-52,5061,-3,-6,0,1,-2,0
7163,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-2022,-66,-31272,-2,-4,0,-1,-1,0
22131,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,9,8157,74,7276,3,5,0,1,2,0
17626,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5793,-50,16890,2,7,0,4,2,0
2058,GOLD,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1,-1613,38,-65,-2,-1,-1,-1,-1,0
8343,GOLD,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-6,1113,49,-1880,2,0,0,1,2,0
8836,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-14,-6895,99,-14400,-2,-1,0,-1,-1,0
17677,GOLD,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-9,-3481,-8,-6769,-2,0,0,1,1,0
6039,GOLD,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,5,5193,211,21587,3,3,0,-1,-1,-1
1715,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-6,-7233,-117,2812,-3,-1,0,1,-1,-1
15449,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,8,-971,-61,6082,1,-2,0,2,1,0
19173,GOLD,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,4,3189,67,3988,2,4,0,4,2,0
14989,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,3,5123,118,27,3,-3,0,2,-1,0
10185,GOLD,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,8,3595,44,3633,2,8,0,1,1,-1
14215,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,13,12257,28,11999,7,3,0,1,0,0
20679,GOLD,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-18,-11294,-56,-26158,-6,-7,-1,-1,-1,0
22500,GOLD,-1.0,1.0,1.0,-1.0,0.0,-1.0,1.0,9,3646,7,-4090,4,6,0,-2,2,0
5042,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-13,-10287,-27,-16170,-4,-3,-1,-3,-1,-1
14597,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,11,6854,135,7129,5,10,0,0,2,0
350,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,0.0,19,14136,18,43996,7,1,2,1,0,1
14899,GOLD,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,7,3243,48,-14021,0,-2,0,1,-1,0
4669,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-15,-9053,-29,-6434,-5,-5,-1,-1,-1,-1
5274,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4,-5321,-43,-21409,-1,-4,0,-4,-1,-1
23880,GOLD,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,4,4805,25,-3903,5,5,0,-2,2,1
5367,GOLD,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-7,-5210,-36,-6721,-5,-8,0,-1,-2,1
4650,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-5,-3153,-167,-8803,-5,-6,0,-1,-1,0
8024,GOLD,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-3,-4438,-68,-15706,-4,0,-1,-1,0,0
11233,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-7,-4449,-62,4383,-1,-4,0,2,-1,0
4346,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-7,-9378,-44,-12503,-5,-9,-1,-1,-2,-1
23089,GOLD,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-11,-5412,-75,-6779,0,-1,0,-3,1,0
8,GOLD,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,8,3677,-63,-3951,2,0,0,1,1,0
4129,GOLD,-1.0,1.0,1.0,-1.0,0.0,1.0,-1.0,-4,-6238,-96,-4515,0,1,0,1,-1,0
12899,GOLD,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-10,-241,111,-11756,3,8,0,-1,2,0
