,tier,winner,first_kill,first_tower,first_inhibitor,first_baron,first_dragon,first_rift_herald,kill_advantage,gold_advantage,cs_advantage,damage_advantage,tower_advantage,plate_advantage,inhibitor_advantage,baron_advantage,dragon_advantage,rift_advantage
780,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,1,1,1,1,1,0,0,1,1
1712,BRONZE,-1.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,-1,-1,-1,-1,-1,-1,-1,0,-1,0
3950,BRONZE,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,0,-1,-1,1,-1,-1,0,0,-1,0
946,BRONZE,-1.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,-1,-1,-1,-1,-1,-1,0,0,-1,0
4702,BRONZE,-1.0,1.0,1.0,-1.0,0.0,1.0,1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,1
2752,BRONZE,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1,1,1,1,1,1,1,0,1,0
1204,BRONZE,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1,1,1,1,1,-1,1,1
1315,BRONZE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1
2193,BRONZE,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1,1,-1,1,0,0,0,0,1,-1
3971,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1,-1,-1,-1,-1,0,-1,-1,-1
2187,BRONZE,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,1,1
1063,BRONZE,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1,-1,-1,1,-1,-1,0,0,-1,-1
1605,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
649,BRONZE,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1,1,-1,1,-1,-1,0,1,-1,-1
1931,BRONZE,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1,-1,-1,-1,-1,0,0,0,0,-1
3923,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1,1,1,-1,1,1,0,0,-1,0
1564,BRONZE,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1,1,1,1,1,1,1,0,1,-1
372,BRONZE,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,-1,-1,-1,-1,-1,-1,0,0,1,0
1153,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4564,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
3823,BRONZE,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1,1,-1,1,-1,0,1,1,1
2509,BRONZE,1.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,1,1,1,-1,-1,1,0,0,-1,0
1584,BRONZE,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,0,1,-1,-1,-1,1,0,0,-1,-1
280,BRONZE,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,1,1
1197,BRONZE,1.0,0.0,-1.0,1.0,1.0,1.0,1.0,-1,-1,1,-1,1,1,0,0,1,1
3091,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,-1,1,0,-1,-1,0
3046,BRONZE,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1,-1,1,1,0,0,1,1
3030,BRONZE,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,-1,0,0,1,1
1835,BRONZE,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1,-1,-1,1,-1,-1,0,0,1,-1
4065,BRONZE,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,0
4417,BRONZE,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,0,0,-1,-1
4270,BRONZE,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,1,-1,1,1,1,0,0,0,0
2735,BRONZE,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,1,1,1,1,1,1,0,0,-1,0
2486,BRONZE,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1,1,1,1,-1,1,0,0,0,0
1936,BRONZE,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,1,-1,-1,-1,0,0,0,0
2413,BRONZE,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1,1,1,-1,1,1,1,0,1,0
705,BRONZE,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1,0,0,1,0
4012,BRONZE,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1,1,-1,1,1,-1,1,0,1,1
2582,BRONZE,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1,1,-1,1,1,1,0,0,1,1
3557,BRONZE,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,1,-1,0,0,1,1
4704,BRONZE,-1.0,-1.0,1.0,0.0,0.0,1.0,1.0,-1,-1,1,-1,-1,1,0,0,-1,1
1324,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,1
4717,BRONZE,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,1,-1,-1,-1,-1,-1,0,0,-1,-1
3464,BRONZE,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
2681,BRONZE,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1,-1,-1,-1,-1,-1,0,0,-1,1
2394,BRONZE,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,1,0,1,1
5171,GOLD,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
5759,GOLD,1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,1,1,1,1,1,-1,0,0,1,0
7544,GOLD,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1,-1,-1,-1,-1,0,0,0,0,1
5180,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,1,-1,1,-1,0,-1,-1,0
7411,GOLD,1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,1,1,1,1,1,1,1,0,-1,1
7419,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,1,1,1,-1,-1,0,0,0,0
5275,GOLD,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,1,-1,-1,-1,0,0,-1,-1
9561,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,-1,1,1,0,0,1,1
9428,GOLD,-1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,-1,1,1,-1,1,0,0,0,1,-1
7058,GOLD,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,1,-1,-1,-1,0,1,-1
5805,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,0
7593,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,-1,-1,0,0,1,1
8944,GOLD,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,1,1,1,1,0,0,-1,1
9451,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9635,GOLD,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,-1,1,-1,0
6952,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,1,0,0,1,1
6821,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,-1,1,1,1,1,1,1,1
5890,GOLD,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,-1,1,1,1,0,0,-1
8271,GOLD,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
6760,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,1,0,1,-1
9331,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
9069,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,1
8031,GOLD,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1,1,1,-1,0,1,0,0,-1,1
8709,GOLD,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,0,0,0,0,-1,-1
5479,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,1,1,1,1,-1,0,0,0,1
6343,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1,-1,1,-1,1,-1,0,0,-1,1
7699,GOLD,1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,-1,1,0,0,1,1
7981,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,-1,0,-1,0,0,1,-1
8107,GOLD,1.0,-1.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,1,0,0,0,1,0
6490,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,1,1,-1
7014,GOLD,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1,1,1,-1,1,1,0,0,1,-1
6820,GOLD,1.0,-1.0,1.0,1.0,0.0,-1.0,0.0,1,1,1,1,1,1,0,0,1,0
8243,GOLD,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1,1,1,1,1,-1,0,0,1,-1
9100,GOLD,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,1,1,1,1,1,0,-1,-1
8019,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,1,1,-1,0,1,0,0,1,-1
8650,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1,-1,-1,-1,-1,0,-1,0
7713,GOLD,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1,1,1,1,1,-1,0,1,1,-1
5716,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1,-1,-1,-1,-1,0,0,-1,-1
9559,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,0,1,1
6282,GOLD,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,-1,1,-1,-1,-1,0,0,-1,1
8741,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,-1,1
8060,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,-1,1,1,1,0,1,1,1
9577,GOLD,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
5775,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,-1,0,1,0,0,0,1
6976,GOLD,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1,1,1,-1,0,-1,0,1,1,-1
9628,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
8269,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,-1,1,1,1,0,-1,1
9606,GOLD,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,0
6507,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,1,-1,-1,0,0,1,-1
6800,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,0,1,0
8111,GOLD,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,-1,-1,0,-1,0,0
7222,GOLD,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,1,0,1,-1,1
6824,GOLD,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,1,-1,-1,1,0,-1,1,1
5428,GOLD,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,1,-1,1,-1,-1,0,-1,1,-1
6790,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,1,1,1,-1,-1,0,0,1,1
5715,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0,1,1,1,1,1,1,1,0,0
6698,GOLD,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1,1,1,1,-1,1,-1,1,-1,-1
5614,GOLD,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,-1,0,-1,0,-1,1
6019,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,1,1,1,-1
5282,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,-1,1,-1,-1,0,1,0,-1
6848,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,1,-1,0,-1,-1,-1
6794,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,1,1,1,1,0,0,1,0
9201,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,0,-1,-1,-1,1
9665,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
5554,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,-1,1,0,1,0,-1,1
7767,GOLD,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1,-1,1,-1,1,-1,0,0,1,1
5466,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,1,-1,-1,-1,-1,0,-1,-1
8685,GOLD,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1,1,1,-1,1,1,1,-1,1,0
6957,GOLD,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,0,-1
7505,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,1,1,1,1,1,0,-1,-1
8232,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
8014,GOLD,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,1,1,1,1,0,1,1,-1
5046,GOLD,1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,1,1,1,1,1,-1,1,0,1,-1
6095,GOLD,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1,1,1,1,1,0,0,0,-1,1
6607,GOLD,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,1,1,1,-1,-1,-1,-1,0,0,-1
6383,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,1,0,0,-1,1
9552,GOLD,1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,1,1,1,1,1,1,1,0,1,1
8895,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,0,1,-1
5435,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1,-1,-1,-1,-1,0,0,1,-1
9597,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1,-1,-1,-1,0,0,-1,0
8406,GOLD,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,-1,-1,-1,-1,0,0,0,0,-1,0
8484,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,1
7097,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1,-1,1,1,1,1,0,-1,1,1
8319,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,0,-1,-1
6979,GOLD,1.0,-1.0,1.0,0.0,0.0,1.0,0.0,1,1,1,1,1,1,0,0,1,0
8188,GOLD,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1,1,-1,1,1,-1,1,-1,-1,0
6209,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
5868,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1,1,1,1,1,0,0,0,1,1
5525,GOLD,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1,-1,1,-1,-1,0,0,-1,-1
8216,GOLD,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1,1,-1,1,1,1,1,0,-1,1
5656,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1,1,1,1,0,1,-1,1
8437,GOLD,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
6392,GOLD,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,-1,1,1,0,1,1,-1
8990,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,1,1,-1,1,-1,0,0,0,1,0
7735,GOLD,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,-1,1
6425,GOLD,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,1,1,0,0,-1,1
6600,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,-1,1,-1,0,0,-1,-1
5571,GOLD,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1,-1,1,-1,-1,-1,0,0,1,-1
9142,GOLD,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,1,1,1,1,1,1,1,-1,1,0
9600,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,1,-1,1,0,0,1,-1
5762,GOLD,-1.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
8983,GOLD,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1,1,-1,1,0,1,0,0,1,0
6807,GOLD,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1,1,1,1,1,1,0,0,1,1
5396,GOLD,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,-1,0,0,1,-1
5962,GOLD,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1,1,1,1,1,1,0,0,1,-1
6769,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,1,1,-1
5431,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
8590,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,-1,0,0,1,1
8681,GOLD,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,1,0,0,-1,-1
6586,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,1,0,0,1,1
7786,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,-1,-1,0,0,-1,-1
6604,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,1,1,-1
5522,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,1,1,0,0,0,1,-1
5370,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
7142,GOLD,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,-1,1,0,0,-1,-1
9300,GOLD,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,1,1,0,0,1,0,-1,-1
5201,GOLD,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
9728,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,-1,-1,1,-1,-1,0,0,1,-1
6614,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,1
7094,GOLD,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,1,-1,-1,0,0,-1,-1
7211,GOLD,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1,-1,-1,-1,-1,-1,0,-1,-1,1
6218,GOLD,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,-1,1,1,1,0
7531,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,1,1,1,1,1,1,-1,1
6977,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,-1,1,1,-1,1,1,1,-1
6836,GOLD,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
9412,GOLD,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1,-1,-1,-1,-1,1,0,-1,1,1
6595,GOLD,-1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,1,-1
5876,GOLD,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1,-1,1,-1,-1,-1,1,-1,-1
8342,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,1,-1,-1,1,0,0,-1,1
7865,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5165,GOLD,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
7052,GOLD,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1,1,1,-1,1,-1,0,0,1,1
8023,GOLD,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1,-1,-1,-1,-1,-1,0,0,1,1
5059,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,0,1,0
7602,GOLD,1.0,1.0,-1.0,0.0,1.0,-1.0,-1.0,1,1,1,-1,1,-1,0,0,1,-1
6951,GOLD,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1,1,-1,-1,-1,0,0,0,-1,-1
9313,GOLD,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,1,1,1,-1,1,1,0,0,1,0
5515,GOLD,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1,1,1,1,0,1,0,1,-1,1
7551,GOLD,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,1,0,1,1
7238,GOLD,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
6362,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,-1,1,-1,0,1,0,0,-1,1
8302,GOLD,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1,1,1,-1,1,1,0,0,-1,-1
6868,GOLD,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,-1,1,1,1,1,0,0,-1
8029,GOLD,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,1,1,1,1,-1,1,0,1,-1,-1
8103,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,1,0,0,0,0
5786,GOLD,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
6181,GOLD,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1,-1,1,1,0,1,0,0,-1,0
6175,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,1,1,-1,1,1,1,0,0,0,0
8307,GOLD,-1.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,-1,-1,-1,1,-1,-1,0,0,-1,1
5666,GOLD,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,1,-1,1,0,0,-1,1
7790,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,1
8242,GOLD,-1.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,0
8131,GOLD,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1,1,1,1,1,1,0,0,-1,1
9509,GOLD,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,1,1,-1
9227,GOLD,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,-1,1,1,0,-1,0,0,1,-1
6480,GOLD,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,-1,1,1,1,1,0,1,1
6249,GOLD,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1,1,-1,-1,-1,-1,0,1,-1,1
8817,GOLD,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,1
6293,GOLD,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
5086,GOLD,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,1
6395,GOLD,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,1,-1,1,-1,1,0,0,-1,-1
5531,GOLD,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,0,1,0,-1,-1,-1
8889,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1,-1,-1,1,-1,-1,0,1,1,1
8427,GOLD,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,1,0,1,1,1
5384,GOLD,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,-1,-1,-1,0,0,-1,-1
8814,GOLD,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1,1,-1,1,0,1,0,0,1,1
8189,GOLD,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1,1,-1,0,1,-1,-1,-1,-1
8721,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1,0,1,1,0
5720,GOLD,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
5761,GOLD,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,0,1,-1
8826,GOLD,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
9251,GOLD,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1,1,1,1,0,0,0,1,1,1
5395,GOLD,-1.0,1.0,1.0,-1.0,0.0,1.0,1.0,-1,-1,1,-1,-1,1,-1,0,0,1
