,tier,winner,first_kill,first_tower,first_inhibitor,first_baron,first_dragon,first_rift_herald,kill_advantage,gold_advantage,cs_advantage,damage_advantage,tower_advantage,plate_advantage,inhibitor_advantage,baron_advantage,dragon_advantage,rift_advantage
11601,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,0
12231,DIAMOND,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1,1,1,1,1,1,1,0,-1,0
10311,DIAMOND,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1,1,-1,1,0,1,0,1,-1,1
11274,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1,-1,-1,1,-1,-1,0,1,-1,-1
10554,DIAMOND,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1,0,1,1,0
11281,DIAMOND,1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1,-1,-1,1,-1,-1,0,0,-1,-1
12763,DIAMOND,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1,-1,1,-1,1,0,0,-1,1,-1
14178,DIAMOND,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
14476,DIAMOND,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1,1,1,-1,1,1,-1,1,-1,0
10056,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,1,-1,0,-1,0
11078,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1,1,1,1,1,1,0,0,-1,1
14073,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,0,-1,1,-1,1,1,0,0,-1,1
11964,DIAMOND,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,1,1,1,0,1
10736,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,-1,1,1,1,1,1,1,1
14410,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1,-1,-1,-1,-1,-1,-1,0,-1,0
12205,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1,-1,1,1,0,1,-1,-1,1,1
12610,DIAMOND,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1
9936,DIAMOND,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1,-1,1,-1,-1,-1,0,0,1,-1
11067,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,1,-1,-1,0,0,0,0,0
14228,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,1,-1,0,-1,-1,1
9852,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,0
14679,DIAMOND,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,1,1,1,1,0,1,1,-1
14288,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,-1,1,1,0,0,1,-1
13849,DIAMOND,1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,1,1,1,1,1,1,1,-1,1,0
11932,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1,0,-1,-1,-1
11655,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,-1,-1,1,-1,1,0,0,1,1
13189,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
10579,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,-1,-1,-1,1,0,1,0,1,-1,0
10463,DIAMOND,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,-1,1
11028,DIAMOND,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1,1,1,1,1,1,0,0,1,1
14111,DIAMOND,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,0,1,-1
13544,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1,1,-1,1,0,0,0,1,0
10966,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,-1,1,1,0,0,0,1,0
10091,DIAMOND,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,0,-1
9814,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
12204,DIAMOND,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,-1,1,1,0,1,1,1,0
11195,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1
14182,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
9997,DIAMOND,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,1,1,0,0,1,0
12181,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,1,-1,-1,0,0,-1,-1
10871,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,1,-1,-1,0,0,-1,0
14266,DIAMOND,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1,1,1,1,1,1,0,-1,1,1
13385,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,1,-1,-1,0,0,1,-1
13554,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,0,-1,0,-1,-1,-1
14611,DIAMOND,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1,-1,-1,-1,-1,-1,-1,1,-1,-1
13671,DIAMOND,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1,-1,-1,1,1,-1,0,0,1,1
12983,DIAMOND,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,1,0,0,-1,-1
11866,DIAMOND,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,1,0,1,-1,1
12920,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
14184,DIAMOND,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
12982,DIAMOND,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,1,0,0,1,1
10585,DIAMOND,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1,1,1,1,1,1,0,0,1,0
13462,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,1,-1,-1,0,-1,0,1
14174,DIAMOND,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,0,1,-1
12413,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,1,1,-1,1,1,-1,0,1,1,0
10337,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,1,1,-1
10274,DIAMOND,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,-1,1,1,1,0,1,-1,-1
10226,DIAMOND,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1,-1,-1,-1,0,1,0,1,-1,0
12814,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,0,-1,-1,-1,0,0
13841,DIAMOND,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,1,0,-1
11132,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
13728,DIAMOND,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,1,1
11105,DIAMOND,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1,1,1,1,1,1,0,0,1,0
10248,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,-1,-1,-1,-1,1,0,0,0,0
13073,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,-1,1,-1,-1,0,0,1,0
10298,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1,-1,-1,-1,-1,0,-1,-1,0
12332,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,1,1,1,1,1,0,0,1,1
12566,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
13626,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,1,1,1,1,1
11172,DIAMOND,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0,1,1,1,1,-1,0,-1,0,-1
10000,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,-1,1
14101,DIAMOND,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1,1,1,1,1,1,1,-1,1,1
11705,DIAMOND,1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,1,1,1,1,1,1,1,0,1,0
12016,DIAMOND,1.0,-1.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,1,1,0,0,1,0
12819,DIAMOND,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,-1,-1,-1,-1,0,-1,-1,-1,-1
13906,DIAMOND,-1.0,1.0,-1.0,-1.0,1.0,-1.0,0.0,0,1,1,1,-1,-1,0,0,-1,0
12488,DIAMOND,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,-1,-1,-1,-1,0,1,0,-1,1,0
10196,DIAMOND,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1,-1,-1,1,-1,-1,0,1,1,0
11133,DIAMOND,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,1,-1,-1,-1,0,-1,0,0
14551,DIAMOND,1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,1,-1,-1,-1,-1,-1,0,1,1,0
13600,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,1,0,-1,1,1,1,0
14133,DIAMOND,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,-1,-1,-1,-1,-1,-1,0,0,0,1
11796,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14680,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1,-1,-1,1,-1,-1,0,0,0,-1
12474,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,1,1,1,1,1,0,0,1,1
11648,DIAMOND,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1,-1,0,1,-1,-1,0,1,-1,-1
12573,DIAMOND,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1,-1,1,1,-1,-1,0,0,1,-1
14682,DIAMOND,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,-1,-1,1,-1,-1,1,0,-1,-1,0
14013,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
10686,DIAMOND,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,0,0,1,0
12820,DIAMOND,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1,1,-1,1,0,-1,0,0,-1,0
10188,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,1,-1
12293,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,-1,-1,0,-1,-1,-1
13450,DIAMOND,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1,1,-1,-1,1,1,0,1,1,0
11250,DIAMOND,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,1,1,0,1,0,0,-1,1
13360,DIAMOND,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,1,-1,-1
12978,DIAMOND,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,1
9878,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,0,1,-1
13656,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,-1,-1,1,-1,-1,0,0,-1,-1
14218,DIAMOND,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,1,1,-1,0,1,0,0,-1,-1
14116,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,1,-1,0,-1,-1,-1,1
11478,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
12479,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,1,-1,0,-1,-1,0
10277,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
11638,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1,0,0,-1,-1
13772,DIAMOND,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1,-1,-1,1,-1,-1,0,1,-1,1
12006,DIAMOND,-1.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,1,-1,-1,1,-1,0,0,0,-1,1
10980,DIAMOND,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,1,0,1,-1,1
12547,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1,1,-1,-1,0,0,0,1,1,-1
10110,DIAMOND,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,1,1,1,1,1,1,0,0,-1,-1
13503,DIAMOND,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,-1,1,1,1,0,0,1
13312,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,0,-1
11732,DIAMOND,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,0,1,0
14139,DIAMOND,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1,1,1,1,1,1,0,0,0,0
12179,DIAMOND,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,1,1,1,1,1,1,1,0
12730,DIAMOND,1.0,1.0,-1.0,1.0,1.0,-1.0,0.0,0,-1,1,1,-1,-1,0,0,-1,0
14070,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,1,-1,-1,-1,-1,-1,1,-1
9801,DIAMOND,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,1,-1,0
13638,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1,1,1,1,-1,1,0,0,1,0
13376,DIAMOND,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1,0,0,1,0
13180,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,0,1,0
13114,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,1,1,-1,-1,-1,0,0,1,1,0
11109,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
12232,DIAMOND,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1,1,1,1,1,0,1,1
11082,DIAMOND,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1,1,-1,1,-1,-1,0,1,0,0
12005,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1
11320,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1,1,1,1,1,-1,0,0,-1,1
11343,DIAMOND,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,1,-1,-1,-1,-1,-1,1,-1
14471,DIAMOND,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,1,1,-1,1,0,0,0,-1,-1
10713,DIAMOND,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,1,-1,-1,1,0,-1,1,0,1,-1
13399,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,-1,-1,0,-1,-1,-1
12833,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
11769,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,1,-1,-1,0,0,-1,-1
10511,DIAMOND,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,-1,1,0,-1,0,0,1,-1
13560,DIAMOND,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,1,1,1,-1,1,1,1,0,1,1
10247,DIAMOND,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,0
11873,DIAMOND,-1.0,1.0,-1.0,-1.0,0.0,1.0,1.0,1,-1,-1,-1,-1,1,0,0,1,1
14374,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,-1,1,0,-1,-1,1
10427,DIAMOND,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,0,1,0,0,0,-1
13679,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,1,1,1,0,0,-1,0
13787,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,-1,-1,1,-1,-1,0,-1,-1,-1
11907,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,1,1,-1
12581,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1,1,-1,-1,1,-1,0,0,-1,1
11531,DIAMOND,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1,1,1,-1,1,1,0,0,0,0
10204,DIAMOND,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1,1,1,1,1,1,0,0,1,1
11110,DIAMOND,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,1,1,1,0,1,1
12891,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,1,-1,1,0,0,0,1,-1
11167,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1,-1,-1,-1,-1,0,0,0,-1,0
14626,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0,-1,-1,-1,-1,-1,-1,-1,1,-1
14641,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,1,-1,-1,-1,0,0,1,1
13345,DIAMOND,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,0,0,-1,-1,1
11768,DIAMOND,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,-1,-1
11761,DIAMOND,1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1,-1,-1,1,-1,1,0,-1,-1,0
13084,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
11683,DIAMOND,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,-1,1,0,-1,0,0,1,0
14211,DIAMOND,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,-1,0,0,0,1
13636,DIAMOND,-1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1,1,-1,-1,1,1,0,0,1,-1
13653,DIAMOND,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-1,-1,-1,1,-1,-1,-1,0,-1,1
11721,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,0,1,1
13055,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,-1,-1,-1,1,-1,-1,0,0,1,0
14553,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1,-1,-1,-1,-1,-1,0,0,-1,0
13277,DIAMOND,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,1
9953,DIAMOND,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1,1,1,1,1,-1,0,1,-1,-1
11872,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11576,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,0,1,1,1
14274,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12329,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,1,-1,-1,1,0,-1,-1,1
12794,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1,-1,-1,-1,-1,-1,-1,-1,-1,0
12745,DIAMOND,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1,1,1,-1,1,-1,0,1,1,0
13232,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,-1,1,-1,-1,0,0,0,-1
12499,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
12697,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,1,0,1,1,-1,0,0,1,-1
12719,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1,-1,-1,0,-1,-1,-1
14109,DIAMOND,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1,-1,-1,1,-1,-1,0,0,1,-1
10558,DIAMOND,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1,1,-1,1,1,0,1,1,1,0
13855,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1,1,-1,-1,-1,-1,-1,1,-1
10481,DIAMOND,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,1
12322,DIAMOND,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1,1,1,1,0,1,0,0,1,1
11623,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1,-1,-1,-1,-1,0,0,0,-1,-1
14335,DIAMOND,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1,1,1,-1,1,-1,0,0,1,1
12112,DIAMOND,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1,-1,1,1,0,0,1,0
14028,DIAMOND,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1,1,-1,1,-1,-1,0,1,1,-1
13223,DIAMOND,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1,1,1,1,0,1,0,1,1,1
13555,DIAMOND,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1,1,1,1,-1,0,-1,1,-1,-1
11592,DIAMOND,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0,-1,-1,1,0,-1,0,0,1,0
14658,DIAMOND,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,1,1,1,1,0,1,1,-1
10451,DIAMOND,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,1,1,1,1,1,1,0,1,1,-1
14510,DIAMOND,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1,1,-1,1,1,1,0,1,1,1
14666,DIAMOND,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,0,0,-1,-1
10387,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,-1,1,1,1,1,1,1
11128,DIAMOND,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,1,0,1,1
13208,DIAMOND,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1,1,1,1,1,0,1,1,1,0
11700,DIAMOND,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1,-1,-1,-1,-1,-1,0,0,0,-1
10512,DIAMOND,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,0,1,-1
14130,DIAMOND,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0,-1,1,1,-1,0,0,-1,0,0
13417,DIAMOND,-1.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,1
14554,DIAMOND,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1,1,1,-1,1,1,1,0,1,1
10683,DIAMOND,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1,1,-1,1,1,1,1,0,1,0
14493,DIAMOND,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,1,1,1,1,1,1,1,0,1,1
14078,DIAMOND,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1,-1,-1,-1,-1,-1,0,0,-1,0
14543,DIAMOND,1.0,1.0,-1.0,0.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,0,1,0
11489,DIAMOND,1.0,1.0,1.0,0.0,1.0,1.0,-1.0,1,1,1,1,1,1,0,1,1,0
11003,DIAMOND,1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,1,1,1,1,1,-1,0,0,-1,1
13615,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1,-1,1,0,0,0,-1,0
13216,DIAMOND,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,0,1,1,1,1,-1,0,0,1,-1
11625,DIAMOND,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1,-1,-1,1,-1,1,0,-1,-1,0
10213,DIAMOND,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1,-1,-1,1,1,-1,0,-1,1,0
11924,DIAMOND,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1,-1,-1,-1,-1,0,-1,0
14160,DIAMOND,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,-1,1,1,1,1,0,1,1
12480,DIAMOND,-1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,-1,-1,1,-1,-1,-1,-1,0,1,0
13271,DIAMOND,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1,1,-1,1,1,-1,0,-1,0,1
