game_id,match_id,patch,starting_time,blue_team,red_team,winner,blue_total_gold,blue_inhibitors,blue_towers,blue_barons,blue_total_kills,blue_dragons,blue_total_cs,red_total_gold,red_inhibitors,red_towers,red_barons,red_total_kills,red_dragons,red_total_cs
105990084005182074,105990084005182073,11.7,2021-04-14 14:32:40,Schalke 04 Evolution,BT Excel,Schalke 04 Evolution,25574,0,1,0,6,1,486,21473,0,0,0,2,1,475
105990084005182064,105990084005182063,11.7,2021-04-14 15:23:00,Cream Real Betis,Karmine Corp,Karmine Corp,21141,0,0,0,1,0,474,21923,0,0,0,0,2,538
105990084005116510,105990084005116509,11.7,2021-04-14 16:20:10,Mousesports,Macko Esports,Mousesports,22539,0,1,0,1,1,494,22929,0,0,0,3,1,494
105990084005116508,105990084005116507,11.7,2021-04-14 17:23:30,Illuminar Gaming,UCAM Esports Club,UCAM Esports Club,25104,0,1,0,3,0,520,23423,0,0,0,1,2,524
105990084005116482,105990084005116481,11.7,2021-04-14 18:18:10,AGO Rogue,SuppUp eSports,AGO Rogue,26254,0,2,0,3,2,500,25966,0,2,0,3,0,507
105990084005116488,105990084005116487,11.7,2021-04-14 19:22:00,Misfits Premier,G2 Arctic,Misfits Premier,28542,0,2,0,10,1,458,21309,0,0,0,1,0,471
105990084005182066,105990084005182065,11.7,2021-04-15 14:29:10,Karmine Corp,BT Excel,Karmine Corp,23845,0,1,0,2,0,497,21419,0,0,0,1,2,509
105990084005182072,105990084005182071,11.7,2021-04-15 15:26:00,Cream Real Betis,Schalke 04 Evolution,Cream Real Betis,23195,0,0,0,3,1,515,23911,0,1,0,2,0,505
105990084005116484,105990084005116483,11.7,2021-04-15 16:29:10,G2 Arctic,AGO Rogue,AGO Rogue,23970,0,1,0,1,0,558,22903,0,0,0,1,2,540
105990084005116486,105990084005116485,11.7,2021-04-15 17:27:30,SuppUp eSports,Misfits Premier,SuppUp eSports,19116,0,0,0,1,0,405,24647,0,1,0,8,1,445
105990084005116462,105990084005116461,11.7,2021-04-15 18:25:40,K1CK Neosurf,Anorthosis Famagusta Esports,Anorthosis Famagusta Esports,22601,0,0,0,4,0,461,25802,0,1,0,7,2,485
105990084005116460,105990084005116459,11.7,2021-04-15 19:26:50,Mkers,Berlin International Gaming,Berlin International Gaming,23052,0,0,0,3,2,468,21553,0,0,0,1,0,470
105990084005116466,105990084005116465,11.7,2021-04-16 14:33:20,Anorthosis Famagusta Esports,Mkers,Mkers,23016,0,2,0,1,1,440,26899,0,2,0,5,1,529
105990084005116456,105990084005116455,11.7,2021-04-16 15:27:10,Berlin International Gaming,K1CK Neosurf,Berlin International Gaming,23820,0,0,0,4,1,490,26151,0,1,0,7,0,504
105990084005116480,105990084005116479,11.7,2021-04-16 16:20:20,Misfits Premier,AGO Rogue,Misfits Premier,23178,0,0,0,0,2,559,21152,0,0,0,0,0,515
105990084005116490,105990084005116489,11.7,2021-04-16 17:17:40,SuppUp eSports,G2 Arctic,SuppUp eSports,24511,0,0,0,6,0,491,21876,0,0,0,0,2,497
105990084005116512,105990084005116511,11.7,2021-04-16 18:12:20,Illuminar Gaming,Mousesports,Illuminar Gaming,24213,0,1,0,3,0,454,21952,0,0,0,5,1,455
105990084005116506,105990084005116505,11.7,2021-04-16 19:14:00,Macko Esports,UCAM Esports Club,UCAM Esports Club,21787,0,0,0,2,1,470,25044,0,1,0,3,1,516
105990084005182070,105990084005182069,11.7,2021-04-17 14:31:10,BT Excel,Cream Real Betis,BT Excel,24292,0,1,0,4,0,477,22383,0,0,0,4,2,471
105990084005182068,105990084005182067,11.7,2021-04-17 15:25:50,Schalke 04 Evolution,Karmine Corp,Karmine Corp,19350,0,0,0,1,0,421,22227,0,0,0,5,1,458
105990084005116504,105990084005116503,11.7,2021-04-17 16:16:40,UCAM Esports Club,Mousesports,UCAM Esports Club,20731,0,0,0,2,0,423,20458,0,0,0,2,2,432
105990084005116514,105990084005116513,11.7,2021-04-17 17:18:00,Macko Esports,Illuminar Gaming,Illuminar Gaming,22554,0,0,0,1,1,493,26271,0,1,0,5,1,582
105990084005116464,105990084005116463,11.7,2021-04-17 18:10:20,Mkers,K1CK Neosurf,Mkers,25036,0,0,0,4,0,533,22966,0,0,0,2,2,502
105990084005116458,105990084005116457,11.7,2021-04-17 19:09:10,Anorthosis Famagusta Esports,Berlin International Gaming,Berlin International Gaming,20902,0,0,0,3,0,428,24621,0,1,0,5,2,465
105990084005116502,105990084005116501,11.7,2021-04-20 14:31:30,G2 Arctic,SuppUp eSports,G2 Arctic,25149,0,0,0,6,0,540,21418,0,0,0,0,1,489
105990084005116492,105990084005116491,11.7,2021-04-20 15:27:40,AGO Rogue,Misfits Premier,Misfits Premier,22140,0,0,0,0,0,509,27010,0,2,0,5,2,550
105990084005116498,105990084005116497,11.7,2021-04-20 16:24:50,Misfits Premier,SuppUp eSports,Misfits Premier,29872,0,5,0,11,2,488,22292,0,0,0,1,0,487
105990084005116494,105990084005116493,11.7,2021-04-20 17:09:30,SuppUp eSports,AGO Rogue,SuppUp eSports,24162,0,0,0,4,2,509,22648,0,0,0,1,0,512
105990084005116500,105990084005116499,11.7,2021-04-20 18:03:10,G2 Arctic,Misfits Premier,Misfits Premier,9014,0,0,0,0,0,169,9600,0,0,0,1,0,179
105990084005116496,105990084005116495,11.7,2021-04-20 19:09:20,AGO Rogue,G2 Arctic,G2 Arctic,23028,0,0,0,4,1,472,26709,0,3,0,4,0,546
105990084005116470,105990084005116469,11.7,2021-04-21 16:32:00,Berlin International Gaming,Anorthosis Famagusta Esports,Berlin International Gaming,25932,0,0,0,13,1,421,22002,0,0,0,5,1,399
105990084005116476,105990084005116475,11.7,2021-04-21 17:20:50,K1CK Neosurf,Mkers,Mkers,18037,0,0,0,1,1,408,17977,0,0,0,0,0,433
105990084005116474,105990084005116473,11.7,2021-04-21 18:34:10,Anorthosis Famagusta Esports,K1CK Neosurf,K1CK Neosurf,22193,0,1,0,3,2,407,25405,0,1,0,7,0,483
105990084005116472,105990084005116471,11.7,2021-04-21 19:28:00,Berlin International Gaming,Mkers,Berlin International Gaming,24477,0,0,0,7,0,456,21808,0,0,0,7,0,383
105990084005116478,105990084005116477,11.7,2021-04-21 20:34:40,Mkers,Anorthosis Famagusta Esports,Anorthosis Famagusta Esports,26951,0,2,0,7,0,457,24692,0,1,0,9,2,430
105990084005116468,105990084005116467,11.7,2021-04-21 21:29:00,K1CK Neosurf,Berlin International Gaming,Berlin International Gaming,25769,0,1,0,7,0,473,26725,0,1,0,11,0,431
105990084005182052,105990084005182051,11.7,2021-04-22 14:32:40,Mousesports,UCAM Esports Club,UCAM Esports Club,20131,0,0,0,1,2,464,21068,0,0,0,4,0,436
105990084005182056,105990084005182055,11.7,2021-04-22 15:31:10,UCAM Esports Club,Illuminar Gaming,UCAM Esports Club,22181,0,0,0,2,0,478,22847,0,0,0,3,1,530
105990084005182058,105990084005182057,11.7,2021-04-22 16:28:20,Macko Esports,Mousesports,Macko Esports,22658,0,0,0,3,2,496,20474,0,0,0,2,0,441
105990084005182060,105990084005182059,11.7,2021-04-22 17:25:40,Mousesports,Illuminar Gaming,Mousesports,25620,0,1,0,7,1,484,23088,0,0,0,5,0,464
105990084005182054,105990084005182053,11.7,2021-04-22 18:15:00,UCAM Esports Club,Macko Esports,UCAM Esports Club,24200,0,0,0,4,1,548,22632,0,0,0,2,1,514
105990084005182062,105990084005182061,11.7,2021-04-22 19:06:50,Illuminar Gaming,Macko Esports,Macko Esports,23373,0,1,0,1,0,528,22594,0,1,0,2,2,450
106110699105222311,106110699105156774,11.7,2021-04-22 20:05:10,Macko Esports,Illuminar Gaming,Macko Esports,23529,0,1,0,2,2,502,21756,0,0,0,0,0,527
106110880469417719,106110880469417718,11.7,2021-04-22 20:59:00,Mousesports,Macko Esports,Mousesports,25027,0,0,0,8,1,507,22275,0,0,0,1,1,467
105990084005182076,105990084005182075,11.7,2021-04-23 14:31:10,Karmine Corp,Cream Real Betis,Karmine Corp,21984,0,0,0,4,0,435,20138,0,0,0,2,1,434
105990084005182086,105990084005182085,11.7,2021-04-23 15:27:40,BT Excel,Schalke 04 Evolution,BT Excel,22585,0,0,0,5,0,446,24290,0,2,0,3,2,459
105990084005182080,105990084005182079,11.7,2021-04-23 16:18:10,Karmine Corp,Schalke 04 Evolution,Karmine Corp,27459,0,4,0,9,2,461,18153,0,0,0,1,0,372
105990084005182082,105990084005182081,11.7,2021-04-23 17:00:20,Cream Real Betis,BT Excel,BT Excel,24088,0,1,0,1,0,508,23329,0,0,0,3,1,509
105990084005182078,105990084005182077,11.7,2021-04-23 17:55:50,BT Excel,Karmine Corp,Karmine Corp,23665,0,1,0,7,0,399,27854,0,1,0,12,2,469
105990084005182084,105990084005182083,11.7,2021-04-23 18:41:10,Schalke 04 Evolution,Cream Real Betis,Schalke 04 Evolution,25608,0,1,0,11,0,384,25535,0,0,0,12,0,437
105990084005182088,105990084005182087,11.7,2021-04-27 14:32:30,UCAM Esports Club,Mkers,UCAM Esports Club,23172,0,0,0,2,1,487,21207,0,0,0,1,1,461
105990084005182089,105990084005182087,11.7,2021-04-27 15:19:40,Mkers,UCAM Esports Club,UCAM Esports Club,24628,0,1,0,7,0,464,25345,0,2,0,3,2,497
105990084005182092,105990084005182091,11.7,2021-04-27 16:12:50,Karmine Corp,SuppUp eSports,SuppUp eSports,24834,0,1,0,5,1,481,23712,0,0,0,4,1,521
105990084005182093,105990084005182091,11.7,2021-04-27 17:07:00,Karmine Corp,SuppUp eSports,Karmine Corp,28365,0,3,0,10,2,454,21904,0,0,0,3,0,440
105990084005182094,105990084005182091,11.7,2021-04-27 17:57:00,SuppUp eSports,Karmine Corp,Karmine Corp,14676,0,0,0,3,0,249,18405,0,0,0,8,1,300
105990084005182096,105990084005182095,11.7,2021-04-28 14:32:50,Misfits Premier,BT Excel,BT Excel,21833,0,0,0,0,0,480,23134,0,0,0,2,1,545
105990084005182097,105990084005182095,11.7,2021-04-28 15:37:10,BT Excel,Misfits Premier,Misfits Premier,21099,0,0,0,1,0,473,24952,0,1,0,3,1,542
105990084005182098,105990084005182095,11.7,2021-04-28 16:27:10,Misfits Premier,BT Excel,BT Excel,22899,0,0,0,3,0,485,23980,0,0,0,7,0,504
105990084005182100,105990084005182099,11.7,2021-04-28 17:20:30,Berlin International Gaming,Mousesports,Mousesports,20353,0,0,0,0,1,472,22489,0,0,0,2,1,498
105990084005182101,105990084005182099,11.7,2021-04-28 18:22:30,Berlin International Gaming,Mousesports,Mousesports,23281,0,1,0,4,0,453,20978,0,0,0,4,2,426
105990084005182108,105990084005182107,11.7,2021-05-01 14:40:40,BT Excel,Mousesports,BT Excel,20183,0,0,0,3,2,449,18864,0,0,0,2,0,415
105990084005182109,105990084005182107,11.7,2021-05-01 15:51:20,BT Excel,Mousesports,Mousesports,23865,0,0,0,2,0,552,24061,0,0,0,3,2,541
105990084005182110,105990084005182107,11.7,2021-05-01 16:51:30,Mousesports,BT Excel,BT Excel,22335,0,0,0,1,2,525,24505,0,0,0,3,0,546
105990084005182104,105990084005182103,11.7,2021-05-01 17:52:10,UCAM Esports Club,Karmine Corp,Karmine Corp,21579,0,0,0,2,1,459,22418,0,0,0,2,1,493
105990084005182105,105990084005182103,11.7,2021-05-01 18:44:40,Karmine Corp,UCAM Esports Club,UCAM Esports Club,24021,0,0,0,3,2,522,23810,0,0,0,6,0,462
105990084005182106,105990084005182103,11.7,2021-05-01 19:39:20,Karmine Corp,UCAM Esports Club,Karmine Corp,23783,0,0,0,5,1,514,21936,0,0,0,1,0,516
105990084005182112,105990084005182111,11.7,2021-05-02 15:55:30,BT Excel,Karmine Corp,BT Excel,21379,0,0,0,2,0,469,25046,0,0,0,6,1,492
105990084005182113,105990084005182111,11.7,2021-05-02 17:01:50,BT Excel,Karmine Corp,Karmine Corp,24271,0,1,0,4,0,450,24192,0,0,0,4,2,502
105990084005182114,105990084005182111,11.7,2021-05-02 18:13:30,BT Excel,Karmine Corp,Karmine Corp,24323,0,0,0,5,1,515,24375,0,1,0,4,1,500
105990084005182115,105990084005182111,11.7,2021-05-02 19:06:30,Karmine Corp,BT Excel,Karmine Corp,21198,0,0,0,3,1,455,22020,0,0,0,2,1,504
106748850930288919,106748850930223382,11.16,2021-08-30 14:34:50,Misfits Premier,AGO Rogue,Misfits Premier,26417,0,2,0,3,1,534,24181,0,1,0,3,1,483
106748850930288921,106748850930288920,11.16,2021-08-30 15:30:30,Anorthosis Famagusta Esports,UCAM Esports Club,UCAM Esports Club,23183,0,1,0,4,1,444,21763,0,0,0,2,1,473
106748850930288967,106748850930288966,11.16,2021-08-30 16:24:20,Berlin International Gaming,HMA Fnatic Rising,,23302,0,1,0,1,1,486,26415,0,1,0,6,1,509
106748850930288969,106748850930288968,11.16,2021-08-30 17:20:40,Illuminar Gaming,Zero Tenacity,Illuminar Gaming,22585,0,1,0,4,1,446,23100,0,2,0,3,0,434
106748850930288989,106748850930288988,11.16,2021-08-30 18:10:40,Macko Esports,Vodafone Giants,,23043,0,0,0,5,0,438,22584,0,0,0,5,2,450
106748850930288995,106748850930288994,11.16,2021-08-30 19:08:10,Karmine Corp,Mousesports,Karmine Corp,22051,0,0,0,1,1,505,20763,0,0,0,1,1,448
106748850930288947,106748850930288946,11.16,2021-08-31 14:34:50,PENTA 1860,Movistar Riders,Movistar Riders,22559,0,1,0,4,0,430,23272,0,1,0,4,2,441
106748850930288941,106748850930288940,11.16,2021-08-31 15:24:40,Tricked Esport,PDW,PDW,24309,0,1,0,2,0,483,26666,0,2,0,9,2,450
106748850930288965,106748850930288964,11.16,2021-08-31 16:22:30,Zero Tenacity,Berlin International Gaming,Berlin International Gaming,23784,0,0,0,5,0,463,23976,0,0,0,4,2,497
106748850930288971,106748850930288970,11.16,2021-08-31 17:10:50,HMA Fnatic Rising,Illuminar Gaming,,23055,0,0,0,1,1,539,22593,0,0,0,2,1,513
106748850930288997,106748850930288996,11.16,2021-08-31 18:09:10,Mousesports,Macko Esports,Mousesports,25064,0,1,0,4,0,492,24357,0,0,0,4,2,541
106748850930288987,106748850930288986,11.16,2021-08-31 19:22:20,Vodafone Giants,Karmine Corp,,23337,0,1,0,3,0,457,21624,0,0,0,2,1,460
106748850930223381,106748850930223380,11.16,2021-09-01 14:33:00,Misfits Premier,Anorthosis Famagusta Esports,Misfits Premier,27335,0,2,0,9,2,475,22532,0,0,0,4,0,455
106748850930288923,106748850930288922,11.16,2021-09-01 15:19:30,UCAM Esports Club,AGO Rogue,UCAM Esports Club,23765,0,1,0,3,0,484,20672,0,0,0,0,1,488
106748850930288949,106748850930288948,11.16,2021-09-01 16:10:10,Movistar Riders,Tricked Esport,Movistar Riders,25669,0,0,0,7,2,518,22886,0,0,0,3,0,469
106748850930288939,106748850930288938,11.16,2021-09-01 17:02:50,PDW,PENTA 1860,PDW,23428,0,1,0,0,0,518,22542,0,0,0,0,1,542
106748850930288993,106748850930288992,11.16,2021-09-01 17:56:10,Macko Esports,Karmine Corp,Karmine Corp,20173,0,0,0,3,1,419,22269,0,2,0,5,0,397
106748850930288991,106748850930288990,11.16,2021-09-01 18:55:00,Mousesports,Vodafone Giants,,20088,0,0,0,6,0,382,17965,0,0,0,1,1,352
106748850930288943,106748850930288942,11.16,2021-09-02 14:34:10,Movistar Riders,PDW,Movistar Riders,29073,0,2,0,6,1,550,21700,0,0,0,2,1,485
106748850930288945,106748850930288944,11.16,2021-09-02 15:40:40,PENTA 1860,Tricked Esport,Tricked Esport,25057,0,1,0,6,0,471,23430,0,0,0,4,1,485
106748850930288973,106748850930288972,11.16,2021-09-02 16:31:30,Zero Tenacity,HMA Fnatic Rising,,21302,0,0,0,3,0,438,23387,0,1,0,3,2,495
106748850930288963,106748850930288962,11.16,2021-09-02 17:27:50,Berlin International Gaming,Illuminar Gaming,Berlin International Gaming,20529,0,0,0,4,1,408,17801,0,0,0,2,0,373
106748850930288925,106748850930288924,11.16,2021-09-02 18:13:30,AGO Rogue,Anorthosis Famagusta Esports,AGO Rogue,22752,0,0,0,1,1,516,22955,0,0,0,2,1,505
106748850930223379,106748850930223378,11.16,2021-09-02 19:08:50,UCAM Esports Club,Misfits Premier,Misfits Premier,22608,0,0,0,4,0,467,24161,0,0,0,5,1,486
106748850930354535,106748850930354534,11.16,2021-09-04 14:34:10,Karmine Corp,Vodafone Giants,,23463,0,1,0,3,0,474,24405,0,0,0,6,2,447
106748850930354545,106748850930354544,11.16,2021-09-04 15:30:50,Macko Esports,Mousesports,Mousesports,19219,0,0,0,1,2,434,20299,0,1,0,0,0,456
106748850930354537,106748850930354536,11.16,2021-09-04 16:32:30,Vodafone Giants,Macko Esports,,27075,0,1,0,8,0,483,21328,0,0,0,3,1,426
106748850930354543,106748850930354542,11.16,2021-09-04 17:22:30,Mousesports,Karmine Corp,Karmine Corp,17271,0,0,0,3,0,354,18218,0,0,0,4,1,373
106748850930354541,106748850930354540,11.16,2021-09-04 18:21:50,Karmine Corp,Macko Esports,Karmine Corp,30849,0,3,0,15,0,474,21322,0,0,0,3,1,428
106748850930354539,106748850930354538,11.16,2021-09-04 19:04:30,Vodafone Giants,Mousesports,,23769,0,0,0,4,1,477,29751,0,2,0,11,1,525
106748850930288961,106748850930288960,11.16,2021-09-05 14:34:40,Tricked Esport,Movistar Riders,Movistar Riders,22804,0,1,0,1,0,522,23785,0,1,0,0,2,572
106748850930288951,106748850930288950,11.16,2021-09-05 15:32:40,PENTA 1860,PDW,PDW,23318,0,0,0,4,0,457,28276,0,2,0,10,1,475
106748850930288953,106748850930288952,11.16,2021-09-05 16:22:50,PDW,Tricked Esport,PDW,24026,0,0,0,2,1,517,22379,0,0,0,1,1,517
106748850930288959,106748850930288958,11.16,2021-09-05 17:19:40,Movistar Riders,PENTA 1860,Movistar Riders,24472,0,0,0,8,2,467,24763,0,1,0,4,0,492
106748850930288955,106748850930288954,11.16,2021-09-05 18:21:50,PDW,Movistar Riders,PDW,25692,0,1,0,7,0,485,23523,0,1,0,4,2,449
106748850930288957,106748850930288956,11.16,2021-09-05 19:13:40,Tricked Esport,PENTA 1860,Tricked Esport,28985,0,2,0,15,1,443,23469,0,0,0,6,0,437
106880599342050025,106880599342050024,11.16,2021-09-05 19:55:40,PDW,Movistar Riders,Movistar Riders,25339,0,0,0,4,0,533,24903,0,1,0,3,2,547
106748850930288977,106748850930288976,11.16,2021-09-06 14:35:10,Berlin International Gaming,Zero Tenacity,Berlin International Gaming,27335,0,1,0,11,1,449,22729,0,0,0,6,0,408
106748850930288983,106748850930288982,11.16,2021-09-06 15:19:50,Illuminar Gaming,HMA Fnatic Rising,,22004,0,0,0,3,1,472,22917,0,0,0,4,1,468
106748850930288985,106748850930288984,11.16,2021-09-06 16:14:00,HMA Fnatic Rising,Zero Tenacity,,27697,0,1,0,13,0,457,23222,0,0,0,6,0,443
106748850930288975,106748850930288974,11.16,2021-09-06 17:04:10,Illuminar Gaming,Berlin International Gaming,Berlin International Gaming,20688,0,0,0,2,0,422,26981,0,1,0,12,2,449
106748850930288981,106748850930288980,11.16,2021-09-06 17:47:50,Zero Tenacity,Illuminar Gaming,Illuminar Gaming,24830,0,1,0,7,0,435,26720,0,1,0,9,1,463
106748850930288979,106748850930288978,11.16,2021-09-06 18:41:30,HMA Fnatic Rising,Berlin International Gaming,,24505,0,0,0,5,0,470,24207,0,0,0,8,2,470
106748850930288927,106748850930288926,11.16,2021-09-07 14:35:00,Misfits Premier,UCAM Esports Club,UCAM Esports Club,21111,0,0,0,1,0,469,21074,0,0,0,2,1,460
106748850930288937,106748850930288936,11.16,2021-09-07 15:28:30,Anorthosis Famagusta Esports,AGO Rogue,Anorthosis Famagusta Esports,21946,0,1,0,4,0,410,20818,0,0,0,4,1,430
106748850930288935,106748850930288934,11.16,2021-09-07 16:33:10,AGO Rogue,UCAM Esports Club,AGO Rogue,13472,0,0,0,1,0,275,11877,0,0,0,0,0,251
106748850930288929,106748850930288928,11.16,2021-09-07 17:36:00,Anorthosis Famagusta Esports,Misfits Premier,Misfits Premier,23011,0,1,0,5,0,423,23720,0,1,0,5,2,488
106748850930288933,106748850930288932,11.16,2021-09-07 18:29:00,UCAM Esports Club,Anorthosis Famagusta Esports,UCAM Esports Club,24582,0,0,0,7,1,460,28023,0,1,0,8,0,495
106748850930288931,106748850930288930,11.16,2021-09-07 19:20:00,AGO Rogue,Misfits Premier,Misfits Premier,22734,0,0,0,6,0,418,27721,0,1,0,11,1,471
106883777852977764,106883777852977763,11.16,2021-09-09 16:05:40,HMA Fnatic Rising,Movistar Riders,,23493,0,0,0,3,1,470,26707,0,1,0,7,1,491
106883777852977765,106883777852977763,11.16,2021-09-09 17:03:50,HMA Fnatic Rising,Movistar Riders,,19952,0,0,0,5,0,390,18358,0,0,0,2,1,393
106883777852977766,106883777852977763,11.16,2021-09-09 17:54:20,HMA Fnatic Rising,Movistar Riders,,24932,0,1,0,5,2,495,22198,0,0,0,0,0,521
106883777852977767,106883777852977763,11.16,2021-09-09 18:52:10,HMA Fnatic Rising,Movistar Riders,,26586,0,0,0,10,0,472,24089,0,1,0,4,1,458
106883777852977758,106883777852977757,11.16,2021-09-10 16:02:10,PDW,Berlin International Gaming,Berlin International Gaming,17148,0,0,0,0,0,401,18486,0,0,0,2,1,394
106883777852977759,106883777852977757,11.16,2021-09-10 16:55:40,Berlin International Gaming,PDW,Berlin International Gaming,27780,0,3,0,4,0,497,25205,0,3,0,1,1,507
106883777852977760,106883777852977757,11.16,2021-09-10 17:44:00,Berlin International Gaming,PDW,Berlin International Gaming,25860,0,1,0,10,1,411,23688,0,0,0,8,1,415
106883777852977752,106883777852977751,11.16,2021-09-11 15:57:30,UCAM Esports Club,Karmine Corp,,23742,0,1,0,5,0,440,21990,0,0,0,3,2,475
106883777852977753,106883777852977751,11.16,2021-09-11 16:52:20,Karmine Corp,UCAM Esports Club,Karmine Corp,25131,0,1,0,3,0,514,22294,0,0,0,3,1,477
106883777852977754,106883777852977751,11.16,2021-09-11 17:49:50,UCAM Esports Club,Karmine Corp,Karmine Corp,19492,0,0,0,3,0,389,26827,0,2,0,9,1,454
106883777852977770,106883777852977769,11.16,2021-09-12 15:59:20,Misfits Premier,Vodafone Giants,,22919,0,0,0,5,0,456,21115,0,0,0,4,0,423
106883777852977771,106883777852977769,11.16,2021-09-12 16:53:30,Misfits Premier,Vodafone Giants,,26564,0,0,0,7,0,526,23891,0,1,0,4,1,483
106883777852977772,106883777852977769,11.16,2021-09-12 17:55:30,Misfits Premier,Vodafone Giants,,23214,0,0,0,6,0,476,20095,0,0,0,1,1,425
106883777852977773,106883777852977769,11.16,2021-09-12 18:48:20,Vodafone Giants,Misfits Premier,,19936,0,0,0,0,0,421,27172,0,2,0,7,2,480
106883777852977776,106883777852977775,11.16,2021-09-14 15:57:40,Karmine Corp,Berlin International Gaming,Berlin International Gaming,25942,0,1,0,8,0,441,25157,0,1,0,8,2,418
106883777852977777,106883777852977775,11.16,2021-09-14 16:51:50,Berlin International Gaming,Karmine Corp,Karmine Corp,22237,0,0,0,2,1,478,24338,0,0,0,5,0,500
106883777852977778,106883777852977775,11.16,2021-09-14 17:46:00,Karmine Corp,Berlin International Gaming,Karmine Corp,23079,0,0,0,3,0,490,22780,0,0,0,3,1,487
106883777852977779,106883777852977775,11.16,2021-09-14 18:41:20,Karmine Corp,Berlin International Gaming,Berlin International Gaming,24576,0,2,0,3,1,477,22660,0,1,0,1,1,488
106883777852977780,106883777852977775,11.16,2021-09-14 19:39:00,Karmine Corp,Berlin International Gaming,Karmine Corp,26156,0,1,0,7,1,471,21898,0,0,0,3,0,434
106883777852977782,106883777852977781,11.16,2021-09-15 15:58:50,Misfits Premier,HMA Fnatic Rising,,24300,0,1,0,4,0,480,22373,0,0,0,2,2,477
106883777852977783,106883777852977781,11.16,2021-09-15 16:57:40,HMA Fnatic Rising,Misfits Premier,,24181,0,0,0,7,1,469,26347,0,1,0,6,1,507
106883777852977784,106883777852977781,11.16,2021-09-15 17:54:50,Misfits Premier,HMA Fnatic Rising,,23288,0,0,0,5,0,471,22775,0,0,0,5,2,467
106883777852977785,106883777852977781,11.16,2021-09-15 18:54:30,HMA Fnatic Rising,Misfits Premier,,22057,0,0,0,0,0,477,22994,0,1,0,1,1,480
106883777852977786,106883777852977781,11.16,2021-09-15 19:46:30,Misfits Premier,HMA Fnatic Rising,,25526,0,1,0,5,0,481,23590,0,1,0,3,1,467
106883777852977788,106883777852977787,11.16,2021-09-19 15:56:10,Karmine Corp,HMA Fnatic Rising,,24068,0,0,0,6,1,485,25179,0,1,0,6,1,451
106883777852977789,106883777852977787,11.16,2021-09-19 16:48:10,Karmine Corp,HMA Fnatic Rising,,23631,0,0,0,4,0,504,22576,0,0,0,2,2,481
106883777852977790,106883777852977787,11.16,2021-09-19 17:42:00,HMA Fnatic Rising,Karmine Corp,,25791,0,1,0,3,2,526,23167,0,0,0,2,0,502
106883777852977791,106883777852977787,11.16,2021-09-19 18:32:50,Karmine Corp,HMA Fnatic Rising,,22689,0,0,0,4,0,440,24935,0,1,0,3,1,482
106883777852977792,106883777852977787,11.16,2021-09-19 19:24:20,Karmine Corp,HMA Fnatic Rising,,26858,0,1,0,8,0,517,22492,0,0,0,3,2,471
105562790519126648,105562790519126647,11.1,2021-01-21 14:06:20,Papara SuperMassive Blaze Akademi,5 Ronin Akademi,,21397,0,0,0,1,0,460,26088,0,2,0,5,2,496
105562790519126652,105562790519126651,11.1,2021-01-21 14:57:10,Beşiktaş Akademi,Dark Passage Akademi,,20335,0,0,0,1,1,470,20126,0,0,0,0,1,457
105562790519192256,105562790519192255,11.1,2021-01-21 15:57:10,1907 Fenerbahçe Espor Akademi,NASR ESPORTS Akademi,,21382,0,0,0,3,1,434,24527,0,1,0,4,1,484
105562790519192306,105562790519192305,11.1,2021-01-21 17:04:20,fastPay Wildcats Akademi,GALAKTICOS Akademi,,22846,0,1,0,0,0,514,22303,0,0,0,2,2,515
105562790519126694,105562790519126693,11.1,2021-01-21 18:03:40,Team Aurora Akademi,Galatasaray Espor Akademi,,23410,0,1,0,5,0,445,24104,0,1,0,7,2,449
105562790519126660,105562790519126659,11.1,2021-01-22 14:09:10,NASR ESPORTS Akademi,Beşiktaş Akademi,,21979,0,0,0,1,1,520,23418,0,0,0,3,1,494
105562790519126674,105562790519126673,11.1,2021-01-22 15:01:30,Dark Passage Akademi,Papara SuperMassive Blaze Akademi,,19553,0,1,0,2,1,366,23246,0,1,0,9,0,362
105562790519192268,105562790519192267,11.1,2021-01-22 16:02:30,Galatasaray Espor Akademi,5 Ronin Akademi,,19494,0,0,0,1,2,412,21497,0,0,0,5,0,407
105562790519192312,105562790519192311,11.1,2021-01-22 17:16:30,GALAKTICOS Akademi,Team Aurora Akademi,,23121,0,0,0,5,0,467,25401,0,1,0,5,2,514
105562790519126628,105562790519126627,11.1,2021-01-22 18:11:20,fastPay Wildcats Akademi,1907 Fenerbahçe Espor Akademi,,24660,0,1,0,5,2,503,22559,0,1,0,1,0,482
105562790519126672,105562790519126671,11.2,2021-01-28 14:04:00,Dark Passage Akademi,NASR ESPORTS Akademi,,22179,0,0,0,1,2,489,22131,0,0,0,2,0,493
105562790519192266,105562790519192265,11.2,2021-01-28 14:58:20,5 Ronin Akademi,GALAKTICOS Akademi,,15406,0,0,0,1,1,335,14739,0,0,0,1,0,308
105562790519192284,105562790519192283,11.2,2021-01-28 16:02:10,Beşiktaş Akademi,fastPay Wildcats Akademi,,22106,0,0,0,3,1,473,22253,0,0,0,3,1,483
105562790519126634,105562790519126633,11.2,2021-01-28 17:00:40,Team Aurora Akademi,1907 Fenerbahçe Espor Akademi,,22235,0,0,0,2,0,500,24351,0,0,0,6,2,486
